datetime,lignite,hard coal,natural gas,oil,biomass,renewable,waste,co2
1/10/2030 18:00,3.309430875,62.63576341,57.87592927,86.36877319,76.68144187,24.62489994,0,130.7830263
1/10/2030 19:00,3.309430875,62.63576341,57.87592927,86.36877319,76.68144187,24.62489994,0,130.7830263
1/10/2030 20:00,3.309430875,62.63576341,57.87592927,86.36877319,76.68144187,24.62489994,0,130.7830263
1/10/2030 21:00,3.309287101,62.63576341,57.87592922,86.36877296,76.68144226,24.6248999,0,130.7833377
1/10/2030 22:00,3.309287101,62.63576341,57.87592922,86.36877296,76.68144226,24.6248999,0,130.7833377
1/10/2030 23:00,3.309287101,62.63576341,57.87592922,86.36877296,76.68144226,24.6248999,0,130.7833377
1/11/2030 0:00,3.309196553,62.63576335,57.8759292,86.36877283,76.68144265,24.62489988,0,130.7839123
1/11/2030 1:00,3.309196553,62.63576335,57.8759292,86.36877283,76.68144265,24.62489988,0,130.7839123
1/11/2030 2:00,3.309196553,62.63576335,57.8759292,86.36877283,76.68144265,24.62489988,0,130.7839123
1/11/2030 3:00,3.309109808,62.63576335,57.87592925,86.36877313,76.68144304,24.62489994,0,130.7841777
1/11/2030 4:00,3.309109808,62.63576335,57.87592925,86.36877313,76.68144304,24.62489994,0,130.7841777
1/11/2030 5:00,3.309109808,62.63576335,57.87592925,86.36877313,76.68144304,24.62489994,0,130.7841777
1/11/2030 6:00,3.309016992,62.63576335,57.87592923,86.36877328,76.68144342,24.62489993,0,130.7857969
1/11/2030 7:00,3.309016992,62.63576335,57.87592923,86.36877328,76.68144342,24.62489993,0,130.7857969
1/11/2030 8:00,3.309016992,62.63576335,57.87592923,86.36877328,76.68144342,24.62489993,0,130.7857969
1/11/2030 9:00,3.308942995,62.63576329,57.87592918,86.36877328,76.68144379,24.62489989,0,130.7869395
1/11/2030 10:00,3.308942995,62.63576329,57.87592918,86.36877328,76.68144379,24.62489989,0,130.7869395
