,availability_Biomass,availability_Unit 3,fuel_price_co2,fuel_price_lignite,fuel_price_uranium,availability_Wind onshore,availability_Hydro,fuel_price_natural gas,hydrogen_demand,fuel_price_hard coal,availability_Unit 1,availability_Solar,availability_Unit 4,demand_EOM,residual_load_EOM,availability_Wind offshore,fuel_price_oil,fuel_price_biomass,availability_Unit 2,price_EOM,heat_demand,360_residential_load_profile
1/1/2019 18:00,0.588729017,1,25,2,1,0.682905621,0.289676113,25,1.027761085,10,1,0,1,173.5,173.5,0.291931217,40,20,1,52.57165899,2,4
1/1/2019 19:00,0.586270983,1,25,2,1,0.677664975,0.286892713,25,0.880804567,10,1,0,1,177.5,177.5,0.287466931,40,20,1,13.02727273,2,4
1/1/2019 20:00,0.585401679,1,25,2,1,0.67785768,0.285172065,25,0.908740415,10,1,0,1,181.5,181.5,0.283366402,40,20,1,13.02727273,2,4
1/1/2019 21:00,0.585791367,1,25,2,1,0.67536191,0.282945344,25,1.043675684,10,1,0,1,185.5,185.5,0.244080688,40,20,1,13.02727273,2,4
1/1/2019 22:00,0.582224221,1,25,2,1,0.657774018,0.280465587,25,0.884964901,10,1,0,1,189.5,189.5,0.243320106,40,20,1,13.02727273,2,4
1/1/2019 23:00,0.581354916,1,25,2,1,0.652350066,0.272368421,25,0.616631211,10,1,0,1,193.5,193.5,0.233597884,40,20,1,13.02727273,2,4
1/2/2019 0:00,0.577877698,1,25,2,1,0.619138936,0.279959514,25,1.180884957,10,1,0,1,197.5,197.5,0.220767196,40,20,1,13.02727273,0,4
1/2/2019 1:00,0.576318945,1,25,2,1,0.594359842,0.270546559,25,1.471532568,10,1,0,1,201.5,201.5,0.269146825,40,20,1,13.02727273,0,4
1/2/2019 2:00,0.576618705,1,25,2,1,0.572438428,0.271305668,25,1.135743543,10,1,0,1,205.5,205.5,0.351719577,40,20,1,13.02727273,0,4
1/2/2019 3:00,0.575239808,1,25,2,1,0.555231246,0.269230769,25,1.020133689,10,1,0,1,209.5,209.5,0.40380291,40,20,1,13.02727273,0,4
1/2/2019 4:00,0.573141487,1,25,2,1,0.561473021,0.262297571,25,0.805186224,10,1,0,1,213.5,213.5,0.409391534,40,20,1,13.02727273,0,4
1/2/2019 5:00,0.574100719,1,25,2,1,0.578623801,0.270748988,25,1.410000315,10,1,0,1,217.5,217.5,0.431547619,40,20,1,52.68926097,0,4
1/2/2019 6:00,0.574670264,1,25,2,1,0.588071066,0.285981781,25,1.229200893,10,1,0,1,221.5,221.5,0.512863757,40,20,1,55.65477234,0,4
1/2/2019 7:00,0.578866906,1,25,2,1,0.578713104,0.283552632,25,1.199794938,10,1,0,1,225.5,225.5,0.601818783,40,20,1,56.97260846,0,4
1/2/2019 8:00,0.582164269,1,25,2,1,0.559310961,0.284159919,25,0.994676422,10,1,0.002215514,1,229.5,229.5,0.573809524,40,20,1,57.21894744,0,4
1/2/2019 9:00,0.582853717,1,25,2,1,0.540604437,0.279301619,25,0.945846164,10,1,0.03028551,1,233.5,233.5,0.560185185,40,20,1,56.97260846,0,4
1/2/2019 10:00,0.58381295,1,25,2,1,0.530987968,0.283906883,25,0.911675217,10,1,0.084900737,1,237.5,237.5,0.545800265,40,20,1,56.97260846,0,4
1/2/2019 11:00,0.585401679,1,25,2,1,0.534545967,0.293421053,25,1.404358667,10,1,0.129645927,1,241.5,241.5,0.497585979,40,20,1,56.9730436,0,4
1/2/2019 12:00,0.586270983,1,25,2,1,0.540068622,0.296912955,25,1.193389268,10,1,0.141818461,1,245.5,245.5,0.448544974,40,20,1,56.97420397,0,4
1/2/2019 13:00,0.586480815,1,25,2,1,0.532054898,0.297165992,25,1.034398546,10,1,0.128341179,1,249.5,249.5,0.419179894,40,20,1,57.22171551,0,4
1/2/2019 14:00,0.588039568,1,25,2,1,0.498030645,0.29402834,25,1.159685537,10,1,0.087259517,1,253.5,253.5,0.392625661,40,20,1,59.96134565,0,4
1/2/2019 15:00,0.588579137,1,25,2,1,0.452209062,0.300759109,25,1.253021002,10,1,0.030699959,1,257.5,257.5,0.412301587,40,20,1,62.29598657,0,4
1/2/2019 16:00,0.588279376,1,25,2,1,0.426283136,0.293674089,25,0.756411823,10,1,0.001698731,1,261.5,261.5,0.381547619,40,20,1,62.79728465,0,4
1/2/2019 17:00,0.588669065,1,25,2,1,0.406707088,0.293775304,25,0.917120685,10,1,0,1,265.5,265.5,0.378472222,40,20,1,63.00301872,0,4
1/2/2019 18:00,0.589148681,1,25,2,1,0.375145704,0.301467611,25,1.131298545,10,1,0,1,269.5,269.5,0.356911376,40,20,1,63.00774505,0,4
1/2/2019 19:00,0.588549161,1,25,2,1,0.337112239,0.305364372,25,0.908108708,10,1,0,1,273.5,273.5,0.391765873,40,20,1,62.69972376,0,4
1/2/2019 20:00,0.587020384,1,25,2,1,0.3107116,0.292004049,25,1.215602285,10,1,0,1,277.5,277.5,0.35922619,40,20,1,62.66133346,0,4
1/2/2019 21:00,0.586360911,1,25,2,1,0.282078398,0.2798583,25,0.838805717,10,1,0,1,281.5,281.5,0.376752646,40,20,1,62.5315427,0,4
1/2/2019 22:00,0.582583933,1,25,2,1,0.255541455,0.28340081,25,1.240062658,10,1,0,1,285.5,285.5,0.405191799,40,20,1,62.04238228,0,4
1/2/2019 23:00,0.581145084,1,25,2,1,0.23679263,0.287246964,25,0.860048847,10,1,0,1,289.5,289.5,0.373048942,40,20,1,60.37188294,0,4
1/3/2019 0:00,0.579556355,1,25,2,1,0.224750893,0.289979757,25,1.505090641,10,1,0,1,293.5,293.5,0.424503968,40,20,1,59.82638441,3,4
1/3/2019 1:00,0.575689448,1,25,2,1,0.214189697,0.291953441,25,1.222570551,10,1,0,1,297.5,297.5,0.505357143,40,20,1,59.82784777,3,4
1/3/2019 2:00,0.574580336,1,25,2,1,0.206537883,0.289271255,25,1.165743582,10,1,0,1,301.5,301.5,0.499702381,40,20,1,59.82931112,3,4
1/3/2019 3:00,0.574820144,1,25,2,1,0.209705772,0.282489879,25,1.073407702,10,1,0,1,305.5,305.5,0.53776455,40,20,1,59.83022572,3,4
1/3/2019 4:00,0.576049161,1,25,2,1,0.221235195,0.283704453,25,1.051867723,10,1,0,1,309.5,309.5,0.54973545,40,20,1,60.74090909,3,4
1/3/2019 5:00,0.576109113,1,25,2,1,0.229610829,0.290587045,25,0.875679755,10,1,0,1,313.5,313.5,0.579232804,40,20,1,62.5315427,3,4
1/3/2019 6:00,0.576199041,1,25,2,1,0.236891333,0.297216599,25,1.071886514,10,1,0,1,317.5,317.5,0.557473545,40,20,1,63.08188932,3,4
1/3/2019 7:00,0.581504796,1,25,2,1,0.239584508,0.292712551,25,1.180705592,10,1,0,1,321.5,321.5,0.544543651,40,20,1,63.90352113,3,4
1/3/2019 8:00,0.585401679,1,25,2,1,0.238296672,0.289271255,25,0.725251149,10,1,0.003694228,1,325.5,325.5,0.536044974,40,20,1,64.07937853,3,4
1/3/2019 9:00,0.584202638,1,25,2,1,0.225761421,0.283603239,25,1.39387703,10,1,0.032889889,1,329.5,329.5,0.482275132,40,20,1,64.1136706,3,4
1/3/2019 10:00,0.585551559,1,25,2,1,0.192761797,0.283198381,25,1.054189473,10,1,0.071761154,1,333.5,333.5,0.416369048,40,20,1,64.82761489,3,4
1/3/2019 11:00,0.586870504,1,25,2,1,0.164344802,0.289979757,25,0.978181044,10,1,0.097032337,1,337.5,337.5,0.342625661,40,20,1,64.82642361,3,4
1/3/2019 12:00,0.58794964,1,25,2,1,0.147692235,0.277834008,25,1.140081072,10,1,0.097743553,1,341.5,341.5,0.289517196,40,20,1,64.82457052,3,4
1/3/2019 13:00,0.585731415,1,25,2,1,0.132633014,0.277479757,25,1.213381413,10,1,0.084532337,1,345.5,345.5,0.237599206,40,20,1,65.14353923,3,4
1/3/2019 14:00,0.583693046,1,25,2,1,0.12070408,0.278694332,25,1.74986952,10,1,0.055311093,1,349.5,349.5,0.232638889,40,20,1,65.52283237,3,4
1/3/2019 15:00,0.588309353,1,25,2,1,0.124699192,0.282540486,25,1.486054014,10,1,0.01723291,1,353.5,353.5,0.209986772,40,20,1,66.2888059,3,4
1/3/2019 16:00,0.587739808,1,25,2,1,0.142926302,0.279149798,25,1.477225235,10,1,0.000890299,1,357.5,357.5,0.193948413,40,20,1,67.03461538,3,4
1/3/2019 17:00,0.589808153,1,25,2,1,0.167785298,0.280617409,25,1.177417595,10,1,0,1,361.5,361.5,0.180787037,40,20,1,66.45358731,3,4
1/3/2019 18:00,0.59118705,1,25,2,1,0.173533559,0.280364372,25,1.44750314,10,1,0,1,365.5,365.5,0.184556878,40,20,1,66.11811556,3,4
1/3/2019 19:00,0.590527578,1,25,2,1,0.167183681,0.278441296,25,1.189653662,10,1,0,1,369.5,369.5,0.223611111,40,20,1,64.81381596,3,4
1/3/2019 20:00,0.588818945,1,25,2,1,0.163470577,0.284210526,25,1.019567699,10,1,0,1,373.5,373.5,0.219808201,40,20,1,64.81222759,3,4
1/3/2019 21:00,0.588219424,1,25,2,1,0.155668359,0.282439271,25,1.267748895,10,1,0,1,377.5,377.5,0.173445767,40,20,1,64.17316734,3,4
1/3/2019 22:00,0.586001199,1,25,2,1,0.135664599,0.280212551,25,0.875053699,10,1,0,1,381.5,381.5,0.17255291,40,20,1,63.71136356,3,4
1/3/2019 23:00,0.584532374,1,25,2,1,0.124059974,0.27965587,25,0.995845401,10,1,0,1,385.5,385.5,0.17853836,40,20,1,62.95007698,3,4
1/4/2019 0:00,0.584532374,1,25,2,1,0.124059974,0.27965587,25,0.995845401,10,1,0,1,385.5,385.5,0.17853836,40,20,1,62.44983469,0,4
1/4/2019 1:00,0.584532374,1,25,2,1,0.124059974,0.27965587,25,0.995845401,10,1,0,1,385.5,385.5,0.17853836,40,20,1,61.48144556,0,4
1/4/2019 2:00,0.584532374,1,25,2,1,0.124059974,0.27965587,25,0.995845401,10,1,0,1,385.5,385.5,0.17853836,40,20,1,61.05860215,0,4
1/4/2019 3:00,0.584532374,1,25,2,1,0.124059974,0.27965587,25,0.995845401,10,1,0,1,385.5,385.5,0.17853836,40,20,1,60.74090909,0,4
1/4/2019 4:00,0.584532374,1,25,2,1,0.124059974,0.27965587,25,0.995845401,10,1,0,1,385.5,385.5,0.17853836,40,20,1,61.05860215,0,4
1/4/2019 5:00,0.584532374,1,25,2,1,0.124059974,0.27965587,25,0.995845401,10,1,0,1,385.5,385.5,0.17853836,40,20,1,62.44370412,0,4
1/4/2019 6:00,0.584532374,1,25,2,1,0.124059974,0.27965587,25,0.995845401,10,1,0,1,385.5,385.5,0.17853836,40,20,1,62.69972376,0,4
1/4/2019 7:00,0.584532374,1,25,2,1,0.124059974,0.27965587,25,0.995845401,10,1,0,1,385.5,385.5,0.17853836,40,20,1,63.14126383,0,4
1/4/2019 8:00,0.584532374,1,25,2,1,0.124059974,0.27965587,25,0.995845401,10,1,0,1,385.5,385.5,0.17853836,40,20,1,63.54933662,0,4
1/4/2019 9:00,0.584532374,1,25,2,1,0.124059974,0.27965587,25,0.995845401,10,1,0,1,385.5,385.5,0.17853836,40,20,1,62.93035235,0,4
1/4/2019 10:00,0.584532374,1,25,2,1,0.124059974,0.27965587,25,0.995845401,10,1,0,1,385.5,385.5,0.17853836,40,20,1,62.6397241,0,4
1/4/2019 11:00,0.584532374,1,25,2,1,0.124059974,0.27965587,25,0.995845401,10,1,0,1,385.5,385.5,0.17853836,40,20,1,62.63828561,0,4
1/4/2019 12:00,0.584532374,1,25,2,1,0.124059974,0.27965587,25,0.995845401,10,1,0,1,385.5,385.5,0.17853836,40,20,1,62.36428571,0,4
1/4/2019 13:00,0.584532374,1,25,2,1,0.124059974,0.27965587,25,0.995845401,10,1,0,1,385.5,385.5,0.17853836,40,20,1,62.36428571,0,4
1/4/2019 14:00,0.584532374,1,25,2,1,0.124059974,0.27965587,25,0.995845401,10,1,0,1,385.5,385.5,0.17853836,40,20,1,62.36428571,0,4
1/4/2019 15:00,0.584532374,1,25,2,1,0.124059974,0.27965587,25,0.995845401,10,1,0,1,385.5,385.5,0.17853836,40,20,1,62.39524342,0,4
1/4/2019 16:00,0.584532374,1,25,2,1,0.124059974,0.27965587,25,0.995845401,10,1,0,1,385.5,385.5,0.17853836,40,20,1,62.63154068,0,4
1/4/2019 17:00,0.584532374,1,25,2,1,0.124059974,0.27965587,25,0.995845401,10,1,0,1,385.5,385.5,0.17853836,40,20,1,62.63000628,0,4
1/4/2019 18:00,0.584532374,1,25,2,1,0.124059974,0.27965587,25,0.995845401,10,1,0,1,385.5,385.5,0.17853836,40,20,1,62.38123068,0,4
1/4/2019 19:00,0.584532374,1,25,2,1,0.124059974,0.27965587,25,0.995845401,10,1,0,1,385.5,385.5,0.17853836,40,20,1,60.74090909,0,4
1/4/2019 20:00,0.584532374,1,25,2,1,0.124059974,0.27965587,25,0.995845401,10,1,0,1,385.5,385.5,0.17853836,40,20,1,59.78827619,0,4
1/4/2019 21:00,0.584532374,1,25,2,1,0.124059974,0.27965587,25,0.995845401,10,1,0,1,385.5,385.5,0.17853836,40,20,1,58.60876289,0,4
1/4/2019 22:00,0.584532374,1,25,2,1,0.124059974,0.27965587,25,0.995845401,10,1,0,1,385.5,385.5,0.17853836,40,20,1,56.34778935,0,4
1/4/2019 23:00,0.584532374,1,25,2,1,0.124059974,0.27965587,25,0.995845401,10,1,0,1,385.5,385.5,0.17853836,40,20,1,55.55243902,0,4
1/5/2019 0:00,0.584532374,1,25,2,1,0.124059974,0.27965587,25,0.995845401,10,1,0,1,385.5,385.5,0.17853836,40,20,1,54.775,2,4
1/5/2019 1:00,0.584532374,1,25,2,1,0.124059974,0.27965587,25,0.995845401,10,1,0,1,385.5,385.5,0.17853836,40,20,1,52.68926097,2,4
1/5/2019 2:00,0.584532374,1,25,2,1,0.124059974,0.27965587,25,0.995845401,10,1,0,1,385.5,385.5,0.17853836,40,20,1,52.57165899,2,4
1/5/2019 3:00,0.584532374,1,25,2,1,0.124059974,0.27965587,25,0.995845401,10,1,0,1,385.5,385.5,0.17853836,40,20,1,52.57165899,2,4
1/5/2019 4:00,0.584532374,1,25,2,1,0.124059974,0.27965587,25,0.995845401,10,1,0,1,385.5,385.5,0.17853836,40,20,1,52.57165899,2,4
1/5/2019 5:00,0.584532374,1,25,2,1,0.124059974,0.27965587,25,0.995845401,10,1,0,1,385.5,385.5,0.17853836,40,20,1,52.57165899,2,4
1/5/2019 6:00,0.584532374,1,25,2,1,0.124059974,0.27965587,25,0.995845401,10,1,0,1,385.5,385.5,0.17853836,40,20,1,54.775,2,4
1/5/2019 7:00,0.584532374,1,25,2,1,0.124059974,0.27965587,25,0.995845401,10,1,0,1,385.5,385.5,0.17853836,40,20,1,55.62693081,2,4
1/5/2019 8:00,0.584532374,1,25,2,1,0.124059974,0.27965587,25,0.995845401,10,1,0,1,385.5,385.5,0.17853836,40,20,1,56.94159757,2,4
1/5/2019 9:00,0.584532374,1,25,2,1,0.124059974,0.27965587,25,0.995845401,10,1,0,1,385.5,385.5,0.17853836,40,20,1,58.60876289,2,4
1/5/2019 10:00,0.584532374,1,25,2,1,0.124059974,0.27965587,25,0.995845401,10,1,0,1,385.5,385.5,0.17853836,40,20,1,58.90388601,2,4
1/5/2019 11:00,0.584532374,1,25,2,1,0.124059974,0.27965587,25,0.995845401,10,1,0,1,385.5,385.5,0.17853836,40,20,1,59.80789474,2,4
1/5/2019 12:00,0.584532374,1,25,2,1,0.124059974,0.27965587,25,0.995845401,10,1,0,1,385.5,385.5,0.17853836,40,20,1,59.80789474,2,4
1/5/2019 13:00,0.584532374,1,25,2,1,0.124059974,0.27965587,25,0.995845401,10,1,0,1,385.5,385.5,0.17853836,40,20,1,59.80789474,2,4
1/5/2019 14:00,0.584532374,1,25,2,1,0.124059974,0.27965587,25,0.995845401,10,1,0,1,385.5,385.5,0.17853836,40,20,1,60.74090909,2,4
1/5/2019 15:00,0.584532374,1,25,2,1,0.124059974,0.27965587,25,0.995845401,10,1,0,1,385.5,385.5,0.17853836,40,20,1,61.43629058,2,4
1/5/2019 16:00,0.584532374,1,25,2,1,0.124059974,0.27965587,25,0.995845401,10,1,0,1,385.5,385.5,0.17853836,40,20,1,62.57040256,2,4
1/5/2019 17:00,0.584532374,1,25,2,1,0.124059974,0.27965587,25,0.995845401,10,1,0,1,385.5,385.5,0.17853836,40,20,1,62.60398554,2,4
1/5/2019 18:00,0.584532374,1,25,2,1,0.124059974,0.27965587,25,0.995845401,10,1,0,1,385.5,385.5,0.17853836,40,20,1,62.5315427,2,4
1/5/2019 19:00,0.584532374,1,25,2,1,0.124059974,0.27965587,25,0.995845401,10,1,0,1,385.5,385.5,0.17853836,40,20,1,61.05860215,2,4
1/5/2019 20:00,0.584532374,1,25,2,1,0.124059974,0.27965587,25,0.995845401,10,1,0,1,385.5,385.5,0.17853836,40,20,1,59.96134565,2,4
1/5/2019 21:00,0.584532374,1,25,2,1,0.124059974,0.27965587,25,0.995845401,10,1,0,1,385.5,385.5,0.17853836,40,20,1,59.96134565,2,4
1/5/2019 22:00,0.584532374,1,25,2,1,0.124059974,0.27965587,25,0.995845401,10,1,0,1,385.5,385.5,0.17853836,40,20,1,58.90388601,2,4
1/5/2019 23:00,0.584532374,1,25,2,1,0.124059974,0.27965587,25,0.995845401,10,1,0,1,385.5,385.5,0.17853836,40,20,1,57.17282259,2,4
1/6/2019 0:00,0.584532374,1,25,2,1,0.124059974,0.27965587,25,0.995845401,10,1,0,1,385.5,385.5,0.17853836,40,20,1,57.17165709,0,4
1/6/2019 1:00,0.584532374,1,25,2,1,0.124059974,0.27965587,25,0.995845401,10,1,0,1,385.5,385.5,0.17853836,40,20,1,57.17049158,0,4
1/6/2019 2:00,0.584532374,1,25,2,1,0.124059974,0.27965587,25,0.995845401,10,1,0,1,385.5,385.5,0.17853836,40,20,1,57.16932608,0,4
1/6/2019 3:00,0.584532374,1,25,2,1,0.124059974,0.27965587,25,0.995845401,10,1,0,1,385.5,385.5,0.17853836,40,20,1,57.16816057,0,4
1/6/2019 4:00,0.584532374,1,25,2,1,0.124059974,0.27965587,25,0.995845401,10,1,0,1,385.5,385.5,0.17853836,40,20,1,57.16699507,0,4
1/6/2019 5:00,0.584532374,1,25,2,1,0.124059974,0.27965587,25,0.995845401,10,1,0,1,385.5,385.5,0.17853836,40,20,1,58.6894431,0,4
1/6/2019 6:00,0.584532374,1,25,2,1,0.124059974,0.27965587,25,0.995845401,10,1,0,1,385.5,385.5,0.17853836,40,20,1,59.80789474,0,4
1/6/2019 7:00,0.584532374,1,25,2,1,0.124059974,0.27965587,25,0.995845401,10,1,0,1,385.5,385.5,0.17853836,40,20,1,60.74090909,0,4
1/6/2019 8:00,0.584532374,1,25,2,1,0.124059974,0.27965587,25,0.995845401,10,1,0,1,385.5,385.5,0.17853836,40,20,1,62.58586053,0,4
1/6/2019 9:00,0.584532374,1,25,2,1,0.124059974,0.27965587,25,0.995845401,10,1,0,1,385.5,385.5,0.17853836,40,20,1,63.23454767,0,4
1/6/2019 10:00,0.584532374,1,25,2,1,0.124059974,0.27965587,25,0.995845401,10,1,0,1,385.5,385.5,0.17853836,40,20,1,63.6425208,0,4
1/6/2019 11:00,0.584532374,1,25,2,1,0.124059974,0.27965587,25,0.995845401,10,1,0,1,385.5,385.5,0.17853836,40,20,1,63.64122004,0,4
1/6/2019 12:00,0.584532374,1,25,2,1,0.124059974,0.27965587,25,0.995845401,10,1,0,1,385.5,385.5,0.17853836,40,20,1,63.63991928,0,4
1/6/2019 13:00,0.584532374,1,25,2,1,0.124059974,0.27965587,25,0.995845401,10,1,0,1,385.5,385.5,0.17853836,40,20,1,63.63861851,0,4
1/6/2019 14:00,0.584532374,1,25,2,1,0.124059974,0.27965587,25,0.995845401,10,1,0,1,385.5,385.5,0.17853836,40,20,1,63.63731775,0,4
1/6/2019 15:00,0.584532374,1,25,2,1,0.124059974,0.27965587,25,0.995845401,10,1,0,1,385.5,385.5,0.17853836,40,20,1,63.63650478,0,4
1/6/2019 16:00,0.584532374,1,25,2,1,0.124059974,0.27965587,25,0.995845401,10,1,0,1,385.5,385.5,0.17853836,40,20,1,64.07937853,0,4
1/6/2019 17:00,0.584532374,1,25,2,1,0.124059974,0.27965587,25,0.995845401,10,1,0,1,385.5,385.5,0.17853836,40,20,1,64.07937853,0,4
1/6/2019 18:00,0.584532374,1,25,2,1,0.124059974,0.27965587,25,0.995845401,10,1,0,1,385.5,385.5,0.17853836,40,20,1,63.90352113,0,4
1/6/2019 19:00,0.584532374,1,25,2,1,0.124059974,0.27965587,25,0.995845401,10,1,0,1,385.5,385.5,0.17853836,40,20,1,63.63601699,0,4
1/6/2019 20:00,0.584532374,1,25,2,1,0.124059974,0.27965587,25,0.995845401,10,1,0,1,385.5,385.5,0.17853836,40,20,1,63.48118245,0,4
1/6/2019 21:00,0.584532374,1,25,2,1,0.124059974,0.27965587,25,0.995845401,10,1,0,1,385.5,385.5,0.17853836,40,20,1,63.29518911,0,4
1/6/2019 22:00,0.584532374,1,25,2,1,0.124059974,0.27965587,25,0.995845401,10,1,0,1,385.5,385.5,0.17853836,40,20,1,62.5315427,0,4
1/6/2019 23:00,0.584532374,1,25,2,1,0.124059974,0.27965587,25,0.995845401,10,1,0,1,385.5,385.5,0.17853836,40,20,1,60.74090909,0,4
1/7/2019 0:00,0.584532374,1,25,2,1,0.124059974,0.27965587,25,0.995845401,10,1,0,1,385.5,385.5,0.17853836,40,20,1,59.80789474,3,4
1/7/2019 1:00,0.584532374,1,25,2,1,0.124059974,0.27965587,25,0.995845401,10,1,0,1,385.5,385.5,0.17853836,40,20,1,59.73269915,3,4
1/7/2019 2:00,0.584532374,1,25,2,1,0.124059974,0.27965587,25,0.995845401,10,1,0,1,385.5,385.5,0.17853836,40,20,1,59.80789474,3,4
1/7/2019 3:00,0.584532374,1,25,2,1,0.124059974,0.27965587,25,0.995845401,10,1,0,1,385.5,385.5,0.17853836,40,20,1,60.27633742,3,4
1/7/2019 4:00,0.584532374,1,25,2,1,0.124059974,0.27965587,25,0.995845401,10,1,0,1,385.5,385.5,0.17853836,40,20,1,63.62431015,3,4
1/7/2019 5:00,0.584532374,1,25,2,1,0.124059974,0.27965587,25,0.995845401,10,1,0,1,385.5,385.5,0.17853836,40,20,1,64.71914272,3,4
1/7/2019 6:00,0.584532374,1,25,2,1,0.124059974,0.27965587,25,0.995845401,10,1,0,1,385.5,385.5,0.17853836,40,20,1,66.18506939,3,4
1/7/2019 7:00,0.584532374,1,25,2,1,0.124059974,0.27965587,25,0.995845401,10,1,0,1,385.5,385.5,0.17853836,40,20,1,67.22863501,3,4
1/7/2019 8:00,0.584532374,1,25,2,1,0.124059974,0.27965587,25,0.995845401,10,1,0,1,385.5,385.5,0.17853836,40,20,1,67.37130465,3,4
1/7/2019 9:00,0.584532374,1,25,2,1,0.124059974,0.27965587,25,0.995845401,10,1,0,1,385.5,385.5,0.17853836,40,20,1,67.36992557,3,4
1/7/2019 10:00,0.584532374,1,25,2,1,0.124059974,0.27965587,25,0.995845401,10,1,0,1,385.5,385.5,0.17853836,40,20,1,67.03461538,3,4
1/7/2019 11:00,0.584532374,1,25,2,1,0.124059974,0.27965587,25,0.995845401,10,1,0,1,385.5,385.5,0.17853836,40,20,1,66.01245002,3,4
1/7/2019 12:00,0.584532374,1,25,2,1,0.124059974,0.27965587,25,0.995845401,10,1,0,1,385.5,385.5,0.17853836,40,20,1,65.24209934,3,4
1/7/2019 13:00,0.584532374,1,25,2,1,0.124059974,0.27965587,25,0.995845401,10,1,0,1,385.5,385.5,0.17853836,40,20,1,65.03195835,3,4
1/7/2019 14:00,0.584532374,1,25,2,1,0.124059974,0.27965587,25,0.995845401,10,1,0,1,385.5,385.5,0.17853836,40,20,1,64.71169725,3,4
1/7/2019 15:00,0.584532374,1,25,2,1,0.124059974,0.27965587,25,0.995845401,10,1,0,1,385.5,385.5,0.17853836,40,20,1,64.71120089,3,4
1/7/2019 16:00,0.584532374,1,25,2,1,0.124059974,0.27965587,25,0.995845401,10,1,0,1,385.5,385.5,0.17853836,40,20,1,64.70987725,3,4
1/7/2019 17:00,0.584532374,1,25,2,1,0.124059974,0.27965587,25,0.995845401,10,1,0,1,385.5,385.5,0.17853836,40,20,1,63.53207209,3,4
