name,bus0,bus1,voltage,i_nom,circuits,s_nom,r,x,b,length
relation/3873615-220,way/28397771-220,way/23135618-220,220,1.29,1,491.556,0.664411,3.33313,4.35E-05,11073.52
relation/3874448-380,way/28613721-380,way/24757392-380,380,2.58,1,1698.103,2.427886,19.908669,0.00035086,80929.55
relation/3874449-380,way/108797675-380,way/24705761-380,380,2.58,1,1698.103,2.639315,21.642381,0.00038142,87977.16
relation/3874450-380,way/108797675-380,way/24705761-380,380,2.58,1,1698.103,2.639315,21.642381,0.00038142,87977.16
relation/3874451-380,way/24705761-380,way/24757393-380,380,2.58,1,1698.103,2.42919,19.919356,0.00035105,80972.99
relation/3874452-380,way/24705761-380,way/28613721-380,380,2.58,1,1698.103,0.811249,6.652241,0.00011724,27041.63
relation/3883856-380,way/24258096-380,way/26474759-380,380,2.58,1,1698.103,0.784601,6.433727,0.00011339,26153.36
relation/3883857-380,DE44-380,way/26474759-380,380,2.58,1,1698.103,0.162596,1.333286,2.35E-05,5419.86
relation/3883858-380,way/26474759-380,way/26472665-380,380,2.58,1,1698.103,1.453877,11.92179,0.0002101,48462.56
relation/3885010-380,way/202747445-380,way/24042358-380,380,2.58,1,1698.103,1.519394,12.459034,0.00021957,50646.48
relation/3885011-380-a,way/24042358-380,way/42410916-380,380,2.58,1,1698.103,0.591623,4.851312,8.55E-05,19720.78
relation/3885012-380-a,way/525964629-380,way/35176751-380,380,2.58,2,3396.205,0.763267,6.258792,0.00044121,50884.49
relation/3885041-380,way/940922557-380,way/941198517-380,380,2.58,1,1698.103,1.302079,10.677047,0.00018817,43402.63
relation/3885042-380,way/940922557-380,way/941198517-380,380,2.58,1,1698.103,1.302079,10.677047,0.00018817,43402.63
relation/3885043-380,way/157328339-380,way/157806991-380,380,2.58,1,1698.103,2.817925,23.106987,0.00040723,93930.84
relation/3885044-380,way/157328339-380,way/157806991-380,380,2.58,1,1698.103,2.817925,23.106987,0.00040723,93930.84
relation/3885045-380,way/1068350839-380,way/941198517-380,380,2.58,1,1698.103,1.518616,12.452653,0.00021946,50620.54
relation/3885046-380,way/157328339-380,way/941198517-380,380,2.58,1,1698.103,3.645736,29.895034,0.00052686,121524.53
relation/3888200-220-a,way/957746797-220,way/28397771-220,220,1.29,1,491.556,2.059223,10.330434,0.00013478,34320.38
relation/3888202-220-b,way/28397771-220,DE52-220,220,1.29,1,491.556,1.992943,9.997932,0.00013044,33215.72
relation/3889743-220-b,way/35176751-220,way/27646106-220,220,1.29,1,491.556,1.489214,7.470892,9.75E-05,24820.24
relation/3889744-220-b,way/27646106-220,way/27124619-220,220,1.29,1,491.556,1.163174,5.835258,7.61E-05,19386.24
relation/3889745-220,way/1089769599-220,way/60032354-220,220,1.29,1,491.556,1.106076,5.548815,7.24E-05,18434.6
relation/3915993-380-b,way/88916034-380,DE213-380,380,2.58,1,1698.103,0.10741,0.880761,1.55E-05,3580.33
relation/3915993-380-c,DE213-380,way/50319857-380,380,2.58,1,1698.103,0.162831,1.335214,2.35E-05,5427.7
relation/3916522-380-a,way/397960460-380,way/88916034-380,380,2.58,1,1698.103,0.820878,6.7312,0.00011863,27362.6
relation/3918228-220,way/102743264-220,way/31367936-220,220,1.29,1,491.556,0.739857,3.711616,4.84E-05,12330.95
relation/3918229-220-b,way/31367940-220,way/102743264-220,220,1.29,1,491.556,4.698826,23.572445,0.00030754,78313.77
relation/3937928-220,way/25943440-220,DE63-220,220,1.29,1,491.556,0.389525,1.954119,2.55E-05,6492.09
relation/3943779-220,way/28008024-220,way/1191459479-220,220,1.29,1,491.556,2.902783,14.562293,0.00018999,48379.71
relation/3943780-220-c,way/24705761-220,way/954971276-220,220,1.29,2,983.112,1.143554,5.73683,0.00029938,38118.47
relation/3945260-220,way/42050342-220,way/1327333163-220,220,1.29,1,491.556,6.291052,31.560112,0.00041175,104850.87
relation/395087-380,way/29084374-380,way/28099187-380,380,2.58,1,1698.103,4.886834,40.07204,0.00070621,162894.47
relation/3952096-220,way/33042984-220,way/274621059-220,220,1.29,1,491.556,0.874444,4.386795,5.72E-05,14574.07
relation/3989160-220,way/152924498-220,relation/17591073-220,220,1.29,2,983.112,0.368982,1.851061,9.66E-05,12299.41
relation/3989163-380-c,way/143903369-380,way/145002769-380,380,2.58,1,1698.103,1.362522,11.172683,0.0001969,45417.41
relation/4430965-380-b,way/26383042-380,way/957746797-380,380,2.58,1,1698.103,0.797541,6.539839,0.00011526,26584.71
relation/4441426-220,way/28227099-220,way/151507370-220,220,1.29,2,983.112,0.070078,0.351557,1.84E-05,2335.93
relation/445559-380-a,way/44717036-380,DE17-380,380,2.58,1,1698.103,0.243982,2.000649,3.53E-05,8132.72
relation/445559-380-b,DE17-380,way/24493551-380,380,2.58,1,1698.103,0.209927,1.7214,3.03E-05,6997.56
relation/4713421-220,way/943135226-220,way/1081302145-220,220,1.29,1,491.556,1.070369,5.369686,7.01E-05,17839.49
relation/4815174-220,way/173112252-220,way/943135226-220,220,1.29,1,491.556,1.810894,9.08465,0.00011852,30181.56
relation/4819879-380-b,way/87653464-380,way/152261133-380,380,2.58,1,1698.103,3.636607,29.820177,0.00052554,121220.23
relation/5207092-380,way/24258096-380,way/26474759-380,380,2.58,1,1698.103,0.784601,6.433727,0.00011339,26153.36
relation/5247406-220-a,way/18629425-220,way/24158385-220,220,1.29,1,491.556,2.372167,11.900369,0.00015526,39536.11
relation/5247533-380,way/23583867-380,way/1089911133-380,380,2.58,1,1698.103,0.854371,7.005839,0.00012347,28479.02
relation/5247596-380,way/152261133-380,way/48057110-380,380,2.58,1,1698.103,0.971193,7.963785,0.00014035,32373.11
relation/5247617-380,way/18629425-380,way/23907283-380,380,2.58,1,1698.103,0.50738,4.160514,7.33E-05,16912.66
relation/5334826-220,way/28008024-220,way/1191459479-220,220,1.29,1,491.556,2.902783,14.562293,0.00018999,48379.71
relation/5374815-380,way/1089769599-380,way/1280364401-380,380,2.58,1,1698.103,0.165917,1.360518,2.40E-05,5530.56
relation/5486612-380,way/149256409-380,way/24757392-380,380,2.58,1,1698.103,1.699955,13.939629,0.00024567,56665.16
relation/5497488-380-a,way/955268863-380,DE14-380,380,2.58,1,1698.103,0.737098,6.044208,0.00010652,24569.95
relation/5497488-380-b,DE14-380,DE13-380,380,2.58,1,1698.103,0.115537,0.9474,1.67E-05,3851.22
relation/5497488-380-c,DE13-380,way/24502420-380,380,2.58,1,1698.103,0.758713,6.221443,0.00010964,25290.42
relation/5497490-380-a,way/955268863-380,DE14-380,380,2.58,1,1698.103,0.737098,6.044208,0.00010652,24569.95
relation/5497490-380-b,DE14-380,DE13-380,380,2.58,1,1698.103,0.115537,0.9474,1.67E-05,3851.22
relation/5497490-380-c,DE13-380,way/24502420-380,380,2.58,1,1698.103,0.758713,6.221443,0.00010964,25290.42
relation/5507286-380,way/143882655-380,way/442199284-380,380,2.58,1,1698.103,3.131161,25.675522,0.00045249,104372.04
relation/5581798-380-a,way/941198517-380,DE58-380,380,2.58,1,1698.103,0.206401,1.692487,2.98E-05,6880.03
relation/5581799-380-a,way/941198517-380,DE58-380,380,2.58,1,1698.103,0.200722,1.645924,2.90E-05,6690.75
relation/5581800-380-a,way/941198517-380,DE58-380,380,2.58,1,1698.103,0.197744,1.621497,2.86E-05,6591.45
relation/5581801-380-a,way/941198517-380,DE58-380,380,2.58,1,1698.103,0.200722,1.645924,2.90E-05,6690.75
relation/5581802-380-a,way/941198517-380,DE58-380,380,2.58,1,1698.103,0.197744,1.621497,2.86E-05,6591.45
relation/5581803-380-a,way/941198517-380,DE58-380,380,2.58,1,1698.103,0.206401,1.692487,2.98E-05,6880.03
relation/5603845-380,way/88901626-380,way/88916034-380,380,2.58,1,1698.103,0.290221,2.379809,4.19E-05,9674.02
relation/5603846-380,way/88901626-380,way/88916034-380,380,2.58,1,1698.103,0.290566,2.382643,4.20E-05,9685.54
relation/5805467-380,way/24757393-380,way/24757392-380,380,2.58,1,1698.103,0.642903,5.271807,9.29E-05,21430.11
relation/6170191-400,way/81641090-400,way/82773910-400,400,2.58,1,1787.476,1.175759,9.641225,0.00016991,39191.97
relation/6463658-380,way/28327356-380,way/1089911133-380,380,2.58,1,1698.103,0.843385,6.915761,0.00012188,28112.85
relation/67129-220,way/27739871-220,way/23682013-220,220,1.29,1,491.556,2.55251,12.805091,0.00016706,42541.83
relation/67131-380,way/27739871-380,way/24413992-380,380,2.58,1,1698.103,2.179016,17.867934,0.0003149,72633.88
relation/67585-380,way/28327356-380,way/1089911133-380,380,2.58,1,1698.103,0.843385,6.915761,0.00012188,28112.85
relation/6771820-380,way/1280364401-380,way/525964629-380,380,2.58,1,1698.103,0.282548,2.31689,4.08E-05,9418.25
relation/6771821-380,way/1280364401-380,way/525964629-380,380,2.58,1,1698.103,0.282548,2.31689,4.08E-05,9418.25
relation/69488-220-a,way/18629425-220,way/24158385-220,220,1.29,1,491.556,2.372167,11.900369,0.00015526,39536.11
relation/7054743-220-b,way/24705761-220,way/24768051-220,220,1.29,2,983.112,2.794794,14.02055,0.00073168,93159.8
relation/71281-380,way/24262656-380,way/24258096-380,380,2.58,1,1698.103,1.088233,8.923507,0.00015726,36274.42
relation/7191351-380-a,way/149256409-380,way/143882655-380,380,2.58,1,1698.103,1.687884,13.840649,0.00024392,56262.8
relation/7854464-380,way/942771541-380,way/941805476-380,380,2.58,1,1698.103,1.096895,8.994537,0.00015852,36563.16
relation/8470162-220,way/28397771-220,way/23135618-220,220,1.29,1,491.556,0.664411,3.33313,4.35E-05,11073.52
relation/8539040-380-b,way/515358077-380,way/1091984573-380,380,2.58,1,1698.103,1.562815,12.815085,0.00022585,52093.84
relation/86589-380,way/1128250707-380,way/883928228-380,380,2.58,1,1698.103,0.179619,1.472878,2.60E-05,5987.31
relation/902595-380,way/29713902-380,way/946025110-380,380,2.58,1,1698.103,1.533266,12.57278,0.00022158,51108.86
relation/902597-380,way/28729619-380,way/940922557-380,380,2.58,1,1698.103,1.622401,13.30369,0.00023446,54080.04
relation/904158-380,way/32690742-380,way/26472665-380,380,2.58,1,1698.103,3.514858,28.821835,0.00050794,117161.93
relation/904159-380,way/32690742-380,way/29713902-380,380,2.58,1,1698.103,1.170398,9.59726,0.00016914,39013.25
relation/904160-380,way/26472665-380,way/29713902-380,380,2.58,1,1698.103,4.666752,38.267366,0.00067441,155558.4
relation/907513-380,way/29713902-380,way/398680313-380,380,2.58,1,1698.103,3.069827,25.17258,0.00044363,102327.56
relation/912407-380,way/941453716-380,way/1091984573-380,380,2.58,1,1698.103,1.66839,13.680796,0.0002411,55612.99
relation/919059-380,way/30164703-380,way/157806991-380,380,2.58,1,1698.103,0.657131,5.388473,9.50E-05,21904.36
relation/919060-380,way/30164703-380,way/157806991-380,380,2.58,1,1698.103,0.657131,5.388473,9.50E-05,21904.36
relation/919119-380,way/941198517-380,way/30164703-380,380,2.58,1,1698.103,1.863814,15.283272,0.00026935,62127.12
relation/919121-380,way/941198517-380,way/30164703-380,380,2.58,1,1698.103,1.863814,15.283272,0.00026935,62127.12
relation/9264420-225,way/82130902-225,way/136015463-225,225,1.29,1,502.728,1.902248,9.542946,0.0001245,31704.14
relation/9264421-225,way/146402374-225,way/82130902-225,225,1.29,1,502.728,1.244073,6.2411,8.14E-05,20734.55
relation/941141-220,way/23744346-220,way/157421333-220,220,1.29,1,491.556,0.122746,0.615774,8.03E-06,2045.76
relation/943999-220,way/27124619-220,DE4-220,220,1.29,1,491.556,0.708497,3.554295,4.64E-05,11808.29
relation/945143-220-b,way/35176751-220,way/27124619-220,220,1.29,1,491.556,1.910236,9.583015,0.00012502,31837.26
relation/962120-380-a,way/206289192-380,DE31-380,380,2.58,1,1698.103,1.176728,9.649168,0.00017005,39224.26
relation/962120-380-b,DE31-380,way/61918154-380,380,2.58,1,1698.103,0.232272,1.90463,3.36E-05,7742.4
relation/962121-380,way/61918154-380,way/33411203-380,380,2.58,1,1698.103,2.226256,18.255301,0.00032172,74208.54
relation/962122-380,way/61918154-380,way/114319248-380,380,2.58,1,1698.103,1.80693,14.816828,0.00026113,60231.01
relation/965662-380,way/29084374-380,way/28477054-380,380,2.58,1,1698.103,3.296117,27.028158,0.00047633,109870.56
relation/9981859-380,way/167695568-380,way/1280840211-380,380,2.58,1,1698.103,0.799859,6.558842,0.00011559,26661.96
way/1002012655-380,way/951773852-380,way/951273401-380,380,2.58,2,3396.205,0.046868,0.384315,2.71E-05,3124.51
way/1002012656-380,way/951273401-380,way/871646309-380,380,2.58,2,3396.205,0.021239,0.174161,1.23E-05,1415.94
way/1031520139-220,way/23744346-220,way/31024391-220,220,1.29,2,983.112,0.126926,0.636743,3.32E-05,4230.85
way/103737860-220,way/88916034-220,way/202865176-220,220,1.29,4,1966.224,0.038792,0.194606,4.06E-05,2586.12
way/107175828-1-380,DE73-380,DE74-380,380,2.58,1,1698.103,0.037382,0.306533,5.40E-06,1246.07
way/107175828-2-220,DE73-220,DE74-220,220,1.29,1,491.556,0.074767,0.375079,4.89E-06,1246.11
way/107175832-1-380,DE70-380,DE73-380,380,2.58,2,3396.205,0.02306,0.189094,1.33E-05,1537.35
way/107175832-2-220,DE70-220,DE73-220,220,1.29,2,983.112,0.045372,0.227615,1.19E-05,1512.39
way/107271555-1-380,DE74-380,way/24479003-380,380,2.58,2,3396.205,0.047233,0.387313,2.73E-05,3148.89
way/107271555-2-220,DE74-220,way/24479003-220,220,1.29,2,983.112,0.094207,0.472606,2.47E-05,3140.24
way/107271567-1-380,way/24478889-380,DE77-380,380,2.58,1,1698.103,0.109491,0.897824,1.58E-05,3649.69
way/107271567-2-220,way/24478889-220,DE77-220,220,1.29,1,491.556,0.219722,1.102274,1.44E-05,3662.04
way/108388740-380,way/26404600-380,way/41389594-380,380,2.58,2,3396.205,0.36591,3.000464,0.00021152,24394.02
way/108388744-380,way/41389594-380,DE205-380,380,2.58,2,3396.205,0.226991,1.861326,0.00013121,15132.73
way/108526478-1-380,DE205-380,way/85523877-380,380,2.58,1,1698.103,0.046068,0.377758,6.66E-06,1535.6
way/109505609-1-380,DE69-380,way/121199242-380,380,2.58,1,1698.103,0.091694,0.751892,1.33E-05,3056.47
way/1101762004-380,way/30039908-380,way/1222597066-380,380,2.58,2,3396.205,0.469718,3.851688,0.00027152,31314.54
way/1104699062-380,DE200-380,way/1093896544-380,380,2.58,2,3396.205,0.036727,0.301161,2.12E-05,2448.46
way/1104914089-1-380,DE190-380,way/22960899-380,380,2.58,2,3396.205,0.032945,0.270146,1.90E-05,2196.31
way/1104914090-1-380,way/97825259-380,DE190-380,380,2.58,1,1698.103,0.217963,1.787301,3.15E-05,7265.45
way/111499706-380,way/25506770-380,DE53-380,380,2.58,2,3396.205,0.068523,0.561891,3.96E-05,4568.22
way/1117834635-380,way/27919734-380,DE117-380,380,2.58,2,3396.205,0.178307,1.462115,0.00010307,11887.11
way/1120289993-1-380,DE161-380,way/23641079-380,380,2.58,3,5094.308,0.037826,0.31017,4.92E-05,3782.56
way/1130668496-1-380,DE140-380,DE143-380,380,2.58,2,3396.205,0.033502,0.274714,1.94E-05,2233.45
way/1130668503-1-380,way/89043564-380,DE140-380,380,2.58,2,3396.205,0.05885,0.48257,3.40E-05,3923.33
way/1131127616-2-220,DE30-220,DE32-220,220,1.29,1,491.556,0.408048,2.047041,2.67E-05,6800.8
way/1131127625-380,DE33-380,DE34-380,380,2.58,4,6792.41,0.031304,0.256692,7.24E-05,4173.86
way/113135861-220,DE15-220,way/955268863-220,220,1.29,2,983.112,0.881825,4.423824,0.00023086,29394.18
way/113563131-220,way/63114179-220,DE105-220,220,1.29,4,1966.224,0.038384,0.192562,4.02E-05,2558.96
way/114377991-220,way/114319248-220,DE37-220,220,1.29,3,1474.668,0.029827,0.14963,1.76E-05,1491.33
way/1151967274-380,DK15-380,way/946969736-380,380,2.58,2,3396.205,0.216582,1.775969,0.0001252,14438.77
way/115569716-220,way/91080806-220,DE201-220,220,1.29,2,983.112,0.722616,3.625122,0.00018918,24087.19
way/116260546-220,way/22761692-220,DE126-220,220,1.29,4,1966.224,0.042107,0.211235,4.41E-05,2807.11
way/118351425-220,way/28812249-220,way/27739871-220,220,1.29,2,983.112,1.333689,6.690672,0.00034916,44456.29
way/118436808-380,DE61-380,way/42560068-380,380,2.58,2,3396.205,0.205138,1.682134,0.00011858,13675.89
way/1186186271-380,DE13-380,DE14-380,380,2.58,2,3396.205,0.039947,0.327564,2.31E-05,2663.12
way/1205463623-220-a,way/1091984573-220,DE3-220,220,1.29,1,491.556,4.72184,23.687899,0.00030904,78697.34
way/121199247-1-380,way/121199242-380,DE68-380,380,2.58,1,1698.103,0.128766,1.055881,1.86E-05,4292.2
way/1216922903-220,way/953757608-220,DE40-220,220,1.29,2,983.112,0.072536,0.363889,1.90E-05,2417.87
way/1222462381-1-220,way/942448206-220,DE27-220,220,1.29,1,491.556,0.154563,0.775391,1.01E-05,2576.05
way/123170766-2-220,DE64-220,way/42507488-220,220,1.29,2,983.112,0.048119,0.241397,1.26E-05,1603.97
way/1241983642-1-380,DE157-380,way/93341407-380,380,2.58,2,3396.205,0.087894,0.720733,5.08E-05,5859.62
way/1254852017-380,DE137-380,DE140-380,380,2.58,1,1698.103,0.037427,0.3069,5.41E-06,1247.56
way/125690613-220,DE206-220,way/81540198-220,220,1.29,2,983.112,0.075252,0.377514,1.97E-05,2508.4
way/125690616-220,DE206-220,way/81540198-220,220,1.29,2,983.112,0.073886,0.370662,1.93E-05,2462.87
way/128277649-380,DE134-380,way/1086825107-380,380,2.58,2,3396.205,0.776104,6.36405,0.00044863,51740.24
way/128461828-380-b,way/198448981-380,way/373967500-380,380,2.58,2,3396.205,0.229974,1.885783,0.00013294,15331.57
way/128478125-1-380,DE172-380,way/151967291-380,380,2.58,2,3396.205,0.1585,1.299698,9.16E-05,10566.65
way/128478125-2-220,DE172-220,way/151967291-220,220,1.29,2,983.112,0.316841,1.589485,8.30E-05,10561.36
way/128975976-220,way/30109913-220,way/33042984-220,220,1.29,2,983.112,1.44758,7.262025,0.00037898,48252.66
way/1293441399-220,DE206-220,DE204-220,220,1.29,1,491.556,0.175531,0.880579,1.15E-05,2925.51
way/1293441403-220,DE204-220,DE206-220,220,1.29,1,491.556,0.175864,0.882249,1.15E-05,2931.06
way/1311473763-380,way/943135226-380,DE142-380,380,2.58,2,3396.205,0.099255,0.813895,5.74E-05,6617.03
way/131956209-1-220,DE177-220,way/89215122-220,220,1.29,2,983.112,0.108534,0.54448,2.84E-05,3617.81
way/132682735-220,DE109-220,way/24667346-220,220,1.29,2,983.112,0.27936,1.401456,7.31E-05,9312
way/1327046560-380,DE213-380,way/50319857-380,380,2.58,1,1698.103,0.162831,1.335214,2.35E-05,5427.7
way/1327051827-380,way/88916034-380,DE213-380,380,2.58,1,1698.103,0.107403,0.880707,1.55E-05,3580.11
way/137885048-1-220,way/89043564-220,DE137-220,220,1.29,1,491.556,0.214475,1.075952,1.40E-05,3574.59
way/141161434-380,DE125-380,DE127-380,380,2.58,2,3396.205,0.050334,0.412742,2.91E-05,3355.63
way/142169891-220,way/152018146-220,way/156402422-220,220,1.29,2,983.112,0.35879,1.79993,9.39E-05,11959.67
way/143100816-220,way/24705761-220,DE169-220,220,1.29,1,491.556,6.663418,33.428148,0.00043612,111056.97
way/143855350-1-380,DE196-380,way/26814283-380,380,2.58,1,1698.103,0.290748,2.384136,4.20E-05,9691.61
way/143901743-1-220,way/159326655-220,DE179-220,220,1.29,1,491.556,0.383727,1.92503,2.51E-05,6395.45
way/145129280-220,way/156676050-220,DE176-220,220,1.29,1,491.556,0.240508,1.206549,1.57E-05,4008.47
way/145129282-220,way/207248812-220,way/156676050-220,220,1.29,2,983.112,0.097166,0.487448,2.54E-05,3238.86
way/146633582-1-380,DE178-380,DE181-380,380,2.58,1,1698.103,0.139255,1.141888,2.01E-05,4641.82
way/147534818-380,DE156-380,way/50898216-380,380,2.58,2,3396.205,0.187272,1.535634,0.00010825,12484.83
way/148211531-380-b,DE134-380,way/148211527-380,380,2.58,1,1698.103,0.108677,0.891147,1.57E-05,3622.55
way/148474410-380,way/24413992-380,way/42681484-380,380,2.58,2,3396.205,0.433707,3.556401,0.00025071,28913.83
way/151469596-380,DE49-380,way/23899043-380,380,2.58,2,3396.205,0.785924,6.444575,0.00045431,52394.92
way/151469597-380,way/24413992-380,DE49-380,380,2.58,2,3396.205,0.02335,0.19147,1.35E-05,1556.67
way/151967297-1-380,DE170-380,way/42097854-380,380,2.58,2,3396.205,0.17516,1.436312,0.00010125,11677.33
way/152297163-220,way/23140544-220,DE118-220,220,1.29,2,983.112,0.088267,0.442807,2.31E-05,2942.24
way/152403657-1-380,way/152403632-380,DE147-380,380,2.58,1,1698.103,0.172232,1.412298,2.49E-05,5741.05
way/152924506-220,DE174-220,way/152924508-220,220,1.29,4,1966.224,0.082773,0.415245,8.67E-05,5518.2
way/152924520-2-220,DE174-220,way/149987048-220,220,1.29,2,983.112,0.230695,1.157321,6.04E-05,7689.84
way/153089326-1-380,DE178-380,way/207248812-380,380,2.58,1,1698.103,0.080882,0.663236,1.17E-05,2696.08
way/156350633-220,DE194-220,way/933248930-220,220,1.29,2,983.112,0.821645,4.121921,0.00021511,27388.18
way/156673647-1-380,way/1245867884-380,DE146-380,380,2.58,1,1698.103,0.136969,1.123145,1.98E-05,4565.63
way/156960646-380,way/941198517-380,DE46-380,380,2.58,2,3396.205,0.579086,4.748507,0.00033474,38605.75
way/156960657-380,DE46-380,way/52983550-380,380,2.58,2,3396.205,0.113483,0.930563,6.56E-05,7565.55
way/157331464-380,way/943135226-380,CZ2-380,380,2.58,2,3396.205,0.775338,6.357773,0.00044819,51689.21
way/157332863-380,DE149-380,way/166604822-380,380,2.58,2,3396.205,0.26024,2.133971,0.00015043,17349.36
way/157332865-380,DE149-380,way/36183042-380,380,2.58,2,3396.205,0.068702,0.563358,3.97E-05,4580.15
way/157807786-380,way/714098678-380,way/442199284-380,380,2.58,2,3396.205,0.052317,0.429001,3.02E-05,3487.81
way/159712911-220,DE137-220,DE132-220,220,1.29,2,983.112,0.386486,1.93887,0.00010118,12882.86
way/161242257-220,way/49577401-220,way/23192640-220,220,1.29,2,983.112,0.16885,0.847067,4.42E-05,5628.35
way/167261399-1-380,way/25306752-380,DE199-380,380,2.58,1,1698.103,1.830227,15.007865,0.00026449,61007.58
way/167609849-380,way/27739871-380,DE28-380,380,2.58,3,5094.308,0.088509,0.725777,0.00011512,8850.94
way/167854736-220,way/1222597066-220,way/39688875-220,220,1.29,2,983.112,1.834053,9.200834,0.00048015,61135.11
way/169236154-380,DE162-380,DE156-380,380,2.58,2,3396.205,0.561006,4.600253,0.00032429,37400.43
way/169240672-380,DE168-380,way/147521567-380,380,2.58,2,3396.205,0.092207,0.756096,5.33E-05,6147.12
way/169244947-220,way/169244940-220,way/23641079-220,220,1.29,2,983.112,0.130786,0.656108,3.42E-05,4359.52
way/172819236-380,DE46-380,way/414169327-380,380,2.58,2,3396.205,0.68065,5.581333,0.00039345,45376.69
way/17673603-380,DE192-380,DE188-380,380,2.58,2,3396.205,0.322678,2.645962,0.00018653,21511.89
way/186397898-380,way/525964629-380,DE6-380,380,2.58,4,6792.41,0.039904,0.327216,9.23E-05,5320.59
way/189568397-1-220,way/43688805-220,way/25786404-220,220,1.29,1,491.556,0.771517,3.870445,5.05E-05,12858.62
way/189574881-220,way/41334805-220,way/25786404-220,220,1.29,2,983.112,0.447733,2.246125,0.00011722,14924.42
way/194214685-380,way/50898216-380,DE150-380,380,2.58,2,3396.205,0.413511,3.390794,0.00023903,27567.43
way/196655217-1-220,way/4826893-220,way/23881272-220,220,1.29,3,1474.668,0.257607,1.292329,0.00015174,12880.36
way/196670169-380,way/456386244-380,way/156960655-380,380,2.58,2,3396.205,0.171753,1.408371,9.93E-05,11450.17
way/202171172-220,relation/17591073-220,way/152973139-220,220,1.29,2,983.112,0.110319,0.553432,2.89E-05,3677.29
way/204814208-220,way/77694901-220,DE201-220,220,1.29,2,983.112,1.791918,8.989455,0.00046912,59730.6
way/207579638-1-220,DE145-220,DE135-220,220,1.29,1,491.556,0.797645,4.001518,5.22E-05,13294.08
way/207811359-1-380,DE154-380,way/42423415-380,380,2.58,1,1698.103,0.209297,1.716236,3.03E-05,6976.57
way/222638710-220-b,DE151-220,way/1086825107-220,220,1.29,2,983.112,0.469957,2.357616,0.00012303,15665.22
way/22762380-220,way/1118059105-220,DE126-220,220,1.29,2,983.112,0.080117,0.401922,2.10E-05,2670.58
way/231006629-220,way/30017786-220,DE43-220,220,1.29,2,983.112,0.248611,1.247198,6.51E-05,8287.03
way/231006638-220,way/24262656-220,way/30017786-220,220,1.29,2,983.112,0.202355,1.015147,5.30E-05,6745.16
way/231735880-380,way/955268863-380,way/27739871-380,380,2.58,2,3396.205,1.187653,9.738754,0.00068653,79176.86
way/231735886-220,way/955268863-220,way/28812249-220,220,1.29,2,983.112,1.018879,5.111377,0.00026674,33962.64
way/231965957-220,DE43-220,way/28227099-220,220,1.29,2,983.112,0.039862,0.199972,1.04E-05,1328.72
way/232071584-220,way/33042984-220,DE36-220,220,1.29,1,491.556,1.219637,6.118511,7.98E-05,20327.28
way/23707819-220-a,way/274621059-220,DE40-220,220,1.29,2,983.112,0.60628,3.041503,0.00015872,20209.32
way/23951301-220,DE15-220,way/229565743-220,220,1.29,2,983.112,0.283878,1.424123,7.43E-05,9462.61
way/243380065-220,way/28227099-220,way/97857512-220,220,1.29,2,983.112,0.109741,0.550532,2.87E-05,3658.02
way/24415006-380,way/157628351-380,DE65-380,380,2.58,1,1698.103,0.206022,1.689378,2.98E-05,6867.39
way/24428696-380,way/49577401-380,DE124-380,380,2.58,2,3396.205,0.149847,1.228748,8.66E-05,9989.82
way/24462323-1-220,way/24462317-220,DE70-220,220,1.29,2,983.112,0.035445,0.177814,9.28E-06,1181.49
way/24462486-2-220,way/24462426-220,DE70-220,220,1.29,2,983.112,0.173945,0.872625,4.55E-05,5798.17
way/24479976-1-380,DE107-380,way/91854336-380,380,2.58,3,5094.308,0.017269,0.141603,2.25E-05,1726.87
way/24479976-2-220,DE107-220,way/91854336-220,220,1.29,3,1474.668,0.035355,0.177362,2.08E-05,1767.73
way/24530081-380,way/274603394-380,DE19-380,380,2.58,2,3396.205,0.319291,2.618185,0.00018457,21286.06
way/24532884-2-220,way/24479984-220,DE93-220,220,1.29,1,491.556,0.539834,2.708169,3.53E-05,8997.24
way/24604796-380,way/24604789-380,DE28-380,380,2.58,2,3396.205,0.255082,2.09167,0.00014745,17005.45
way/24605510-220,way/28397771-220,DE51-220,220,1.29,2,983.112,0.897485,4.502384,0.00023496,29916.17
way/24686637-380,DE168-380,way/24685992-380,380,2.58,2,3396.205,0.290523,2.382289,0.00016794,19368.2
way/24840438-1-380,way/24839976-380,way/188276460-380,380,2.58,2,3396.205,0.041776,0.342566,2.42E-05,2785.09
way/24840438-2-220,way/24839976-220,way/188276460-220,220,1.29,2,983.112,0.083555,0.419168,2.19E-05,2785.17
way/24959946-380,way/42488850-380,DE61-380,380,2.58,2,3396.205,0.217899,1.786772,0.00012596,14526.6
way/25052073-1-220,way/25051880-220,DE78-220,220,1.29,2,983.112,0.067153,0.336885,1.76E-05,2238.44
way/25091638-380,way/23022100-380,way/29077623-380,380,2.58,4,6792.41,0.065191,0.534565,0.00015074,8692.12
way/25209869-1-380,way/22766160-380,DE144-380,380,2.58,1,1698.103,0.195855,1.606011,2.83E-05,6528.5
way/25314891-1-380,DE89-380,way/113546939-380,380,2.58,2,3396.205,0.056186,0.460722,3.25E-05,3745.71
way/257482750-220,DE23-220,way/940636813-220,220,1.29,2,983.112,0.11488,0.576316,3.01E-05,3829.34
