name,technology,bidding_EOM,bidding_redispatch,bidding_CRM_pos,bidding_CRM_neg,max_power_charge,max_power_discharge,efficiency_charge,efficiency_discharge,initial_soc,min_soc,max_soc,ramp_up_charge,ramp_down_charge,ramp_up_discharge,ramp_down_discharge,additional_cost_charge,additional_cost_discharge,natural_inflow,unit_operator,node
battery_li_ion60,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,50.47329125,50.47329125,0.95,0.95,10.09465825,0,100.9465825,50.47329125,50.47329125,50.47329125,50.47329125,0.28,0.28,0,battery_operator_60,DE15-220
battery_li_ion61,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,38.47599103,38.47599103,0.95,0.95,7.695198205,0,76.95198205,38.47599103,38.47599103,38.47599103,38.47599103,0.28,0.28,0,battery_operator_61,DE150-380
battery_li_ion62,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,65.81024265,65.81024265,0.95,0.95,13.16204853,0,131.6204853,65.81024265,65.81024265,65.81024265,65.81024265,0.28,0.28,0,battery_operator_62,DE151-220
battery_li_ion63,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,57.65712055,57.65712055,0.95,0.95,11.53142411,0,115.3142411,57.65712055,57.65712055,57.65712055,57.65712055,0.28,0.28,0,battery_operator_63,DE152-380
battery_li_ion64,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,23.00645608,23.00645608,0.95,0.95,4.601291216,0,46.01291216,23.00645608,23.00645608,23.00645608,23.00645608,0.28,0.28,0,battery_operator_64,DE153-380
battery_li_ion65,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,43.83242903,43.83242903,0.95,0.95,8.766485805,0,87.66485805,43.83242903,43.83242903,43.83242903,43.83242903,0.28,0.28,0,battery_operator_65,DE154-380
battery_li_ion66,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,46.18470853,46.18470853,0.95,0.95,9.236941705,0,92.36941705,46.18470853,46.18470853,46.18470853,46.18470853,0.28,0.28,0,battery_operator_66,DE155-380
battery_li_ion67,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,86.22008305,86.22008305,0.95,0.95,17.24401661,0,172.4401661,86.22008305,86.22008305,86.22008305,86.22008305,0.28,0.28,0,battery_operator_67,DE156-380
battery_li_ion68,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,68.1201515,68.1201515,0.95,0.95,13.6240303,0,136.240303,68.1201515,68.1201515,68.1201515,68.1201515,0.28,0.28,0,battery_operator_68,DE157-380
battery_li_ion69,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,87.2761655,87.2761655,0.95,0.95,17.4552331,0,174.552331,87.2761655,87.2761655,87.2761655,87.2761655,0.28,0.28,0,battery_operator_69,DE158-380
battery_li_ion70,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,67.69135655,67.69135655,0.95,0.95,13.53827131,0,135.3827131,67.69135655,67.69135655,67.69135655,67.69135655,0.28,0.28,0,battery_operator_70,DE159-380
battery_li_ion71,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,52.21781,52.21781,0.95,0.95,10.443562,0,104.43562,52.21781,52.21781,52.21781,52.21781,0.28,0.28,0,battery_operator_71,DE16-220
battery_li_ion72,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,51.29927955,51.29927955,0.95,0.95,10.25985591,0,102.5985591,51.29927955,51.29927955,51.29927955,51.29927955,0.28,0.28,0,battery_operator_72,DE160-220
battery_li_ion73,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,48.60075954,48.60075954,0.95,0.95,9.720151908,0,97.20151908,48.60075954,48.60075954,48.60075954,48.60075954,0.28,0.28,0,battery_operator_73,DE161-380
battery_li_ion74,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,60.60327755,60.60327755,0.95,0.95,12.12065551,0,121.2065551,60.60327755,60.60327755,60.60327755,60.60327755,0.28,0.28,0,battery_operator_74,DE162-380
battery_li_ion75,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,100.5030505,100.5030505,0.95,0.95,20.1006101,0,201.006101,100.5030505,100.5030505,100.5030505,100.5030505,0.28,0.28,0,battery_operator_75,DE163-220
battery_li_ion76,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,32.37209303,32.37209303,0.95,0.95,6.474418605,0,64.74418605,32.37209303,32.37209303,32.37209303,32.37209303,0.28,0.28,0,battery_operator_76,DE164-220
battery_li_ion77,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,63.08210655,63.08210655,0.95,0.95,12.61642131,0,126.1642131,63.08210655,63.08210655,63.08210655,63.08210655,0.28,0.28,0,battery_operator_77,DE165-380
battery_li_ion78,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,42.32157053,42.32157053,0.95,0.95,8.464314105,0,84.64314105,42.32157053,42.32157053,42.32157053,42.32157053,0.28,0.28,0,battery_operator_78,DE166-220
battery_li_ion79,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,38.87309303,38.87309303,0.95,0.95,7.774618605,0,77.74618605,38.87309303,38.87309303,38.87309303,38.87309303,0.28,0.28,0,battery_operator_79,DE167-380
battery_li_ion80,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,59.06535255,59.06535255,0.95,0.95,11.81307051,0,118.1307051,59.06535255,59.06535255,59.06535255,59.06535255,0.28,0.28,0,battery_operator_80,DE168-380
battery_li_ion81,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,77.587258,77.587258,0.95,0.95,15.5174516,0,155.174516,77.587258,77.587258,77.587258,77.587258,0.28,0.28,0,battery_operator_81,DE169-220
battery_li_ion82,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,49.92546277,49.92546277,0.95,0.95,9.985092553,0,99.85092553,49.92546277,49.92546277,49.92546277,49.92546277,0.28,0.28,0,battery_operator_82,DE17-380
battery_li_ion83,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,35.39003803,35.39003803,0.95,0.95,7.078007605,0,70.78007605,35.39003803,35.39003803,35.39003803,35.39003803,0.28,0.28,0,battery_operator_83,DE170-380
battery_li_ion84,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,58.08815205,58.08815205,0.95,0.95,11.61763041,0,116.1763041,58.08815205,58.08815205,58.08815205,58.08815205,0.28,0.28,0,battery_operator_84,DE171-220
battery_li_ion85,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,32.37709303,32.37709303,0.95,0.95,6.475418605,0,64.75418605,32.37709303,32.37709303,32.37709303,32.37709303,0.28,0.28,0,battery_operator_85,DE172-220
battery_li_ion86,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,32.39675803,32.39675803,0.95,0.95,6.479351605,0,64.79351605,32.39675803,32.39675803,32.39675803,32.39675803,0.28,0.28,0,battery_operator_86,DE172-380
battery_li_ion87,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,36.17774803,36.17774803,0.95,0.95,7.235549605,0,72.35549605,36.17774803,36.17774803,36.17774803,36.17774803,0.28,0.28,0,battery_operator_87,DE173-220
battery_li_ion88,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,42.42354603,42.42354603,0.95,0.95,8.484709205,0,84.84709205,42.42354603,42.42354603,42.42354603,42.42354603,0.28,0.28,0,battery_operator_88,DE174-220
battery_li_ion89,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,58.240792,58.240792,0.95,0.95,11.6481584,0,116.481584,58.240792,58.240792,58.240792,58.240792,0.28,0.28,0,battery_operator_89,DE175-220
battery_li_ion90,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,31.67047864,31.67047864,0.95,0.95,6.334095728,0,63.34095728,31.67047864,31.67047864,31.67047864,31.67047864,0.28,0.28,0,battery_operator_90,DE176-220
battery_li_ion91,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,50.087501,50.087501,0.95,0.95,10.0175002,0,100.175002,50.087501,50.087501,50.087501,50.087501,0.28,0.28,0,battery_operator_91,DE177-220
battery_li_ion92,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,31.64524864,31.64524864,0.95,0.95,6.329049728,0,63.29049728,31.64524864,31.64524864,31.64524864,31.64524864,0.28,0.28,0,battery_operator_92,DE178-380
battery_li_ion93,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,31.66438864,31.66438864,0.95,0.95,6.332877728,0,63.32877728,31.66438864,31.66438864,31.66438864,31.66438864,0.28,0.28,0,battery_operator_93,DE179-220
battery_li_ion94,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,52.2,52.2,0.95,0.95,10.44,0,104.4,52.2,52.2,52.2,52.2,0.28,0.28,0,battery_operator_94,DE18-220
battery_li_ion95,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,52.24174,52.24174,0.95,0.95,10.448348,0,104.48348,52.24174,52.24174,52.24174,52.24174,0.28,0.28,0,battery_operator_95,DE18-380
battery_li_ion96,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,45.54509514,45.54509514,0.95,0.95,9.109019028,0,91.09019028,45.54509514,45.54509514,45.54509514,45.54509514,0.28,0.28,0,battery_operator_96,DE180-220
battery_li_ion97,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,31.64116364,31.64116364,0.95,0.95,6.328232728,0,63.28232728,31.64116364,31.64116364,31.64116364,31.64116364,0.28,0.28,0,battery_operator_97,DE181-380
battery_li_ion98,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,36.31995114,36.31995114,0.95,0.95,7.263990228,0,72.63990228,36.31995114,36.31995114,36.31995114,36.31995114,0.28,0.28,0,battery_operator_98,DE182-380
battery_li_ion99,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,41.33159864,41.33159864,0.95,0.95,8.266319728,0,82.66319728,41.33159864,41.33159864,41.33159864,41.33159864,0.28,0.28,0,battery_operator_99,DE183-220
battery_li_ion100,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,37.27344214,37.27344214,0.95,0.95,7.454688428,0,74.54688428,37.27344214,37.27344214,37.27344214,37.27344214,0.28,0.28,0,battery_operator_100,DE184-380
battery_li_ion101,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,31.65352364,31.65352364,0.95,0.95,6.330704728,0,63.30704728,31.65352364,31.65352364,31.65352364,31.65352364,0.28,0.28,0,battery_operator_101,DE185-380
battery_li_ion102,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,42.45255014,42.45255014,0.95,0.95,8.490510028,0,84.90510028,42.45255014,42.45255014,42.45255014,42.45255014,0.28,0.28,0,battery_operator_102,DE186-380
battery_li_ion103,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,39.21009414,39.21009414,0.95,0.95,7.842018828,0,78.42018828,39.21009414,39.21009414,39.21009414,39.21009414,0.28,0.28,0,battery_operator_103,DE187-380
battery_li_ion104,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,38.61014264,38.61014264,0.95,0.95,7.722028528,0,77.22028528,38.61014264,38.61014264,38.61014264,38.61014264,0.28,0.28,0,battery_operator_104,DE188-380
battery_li_ion105,li_ion_battery,flexable_eom_storage,flexible_storage_redispatch_strategy,,,31.67717364,31.67717364,0.95,0.95,6.335434728,0,63.35434728,31.67717364,31.67717364,31.67717364,31.67717364,0.28,0.28,0,battery_operator_105,DE189-380
