name,technology,bidding_EOM,bidding_redispatch,max_power_charge,max_power_discharge,efficiency_charge,efficiency_discharge,min_soc,max_soc,additional_cost_charge,additional_cost_discharge,natural_inflow,unit_operator,node
Langenprozelten,PSPP,flexable_eom_storage,fixed_dispatch_strategy,154.0,168.0,0.85,0.9,1,950.0,0.28,0.28,0,PSPP_operator_15,DE169-220
Waldshut,PSPP,flexable_eom_storage,fixed_dispatch_strategy,80.0,176.0,0.79,0.86,1,581.0,0.28,0.28,0,PSPP_operator_16,way/31367940-220
Erzhausen,PSPP,flexable_eom_storage,fixed_dispatch_strategy,230.0,220.0,0.84,0.9,1,940.0,0.28,0.28,0,PSPP_operator_17,way/699048438-220
Witznau,PSPP,flexable_eom_storage,fixed_dispatch_strategy,128.0,220.0,0.77,0.84,1,880.0,0.28,0.28,0,PSPP_operator_18,way/31367940-380
Hohenwarte II,PSPP,flexable_eom_storage,fixed_dispatch_strategy,310.0,320.0,0.8,0.87,1,2087.0,0.28,0.28,0,PSPP_operator_19,DE151-220
Sackingen,PSPP,flexable_eom_storage,fixed_dispatch_strategy,301.0,353.0,0.86,0.91,1,2064.0,0.28,0.28,0,PSPP_operator_20,way/202865176-220
Waldeck II,PSPP,flexable_eom_storage,fixed_dispatch_strategy,476.0,440.0,0.87,0.92,1,3428.0,0.28,0.28,0,PSPP_operator_21,way/41072584-380
Wehr,PSPP,flexable_eom_storage,fixed_dispatch_strategy,1000.0,992.0,0.86,0.9,1,6076.0,0.28,0.28,0,PSPP_operator_22,way/202865177-380
Markersbach,PSPP,flexable_eom_storage,fixed_dispatch_strategy,1140.0,1050.0,0.84,0.89,1,4018.0,0.28,0.28,0,PSPP_operator_23,way/166604822-380
Goldisthal,PSPP,flexable_eom_storage,fixed_dispatch_strategy,1140.0,1060.0,0.88,0.92,1,8480.0,0.28,0.28,0,PSPP_operator_24,way/25746125-380
compressed_air0,compressed_air_storage,flexable_eom_storage,flexible_storage_redispatch_strategy,321.0,321.0,0.95,0.95,1,1680.0,0.28,0.28,0,compressed_air_0,way/42872354-220
