,demand_volume,demand_volume_energy,market_id,max_price,min_price,node,only_hours,price,product_end,product_start,simulation,supply_volume,supply_volume_energy,time
28,5,5,redispatch,,,east,,70.884,2023-01-02 02:00:00,2023-01-02 01:00:00,example_05b_base,10,10,2023-01-02 01:00:00
29,-0,-0,redispatch,,,west,,102.26,2023-01-02 02:00:00,2023-01-02 01:00:00,example_05b_base,2,2,2023-01-02 01:00:00
30,12,12,redispatch,,,north,,40.884,2023-01-02 03:00:00,2023-01-02 02:00:00,example_05b_base,10,10,2023-01-02 02:00:00
31,-0,-0,redispatch,,,east,,71.57,2023-01-02 03:00:00,2023-01-02 02:00:00,example_05b_base,0,0,2023-01-02 02:00:00
32,-0,-0,redispatch,,,west,,102.26,2023-01-02 03:00:00,2023-01-02 02:00:00,example_05b_base,12,12,2023-01-02 02:00:00
33,14.5,14.5,redispatch,,,north,,40.884,2023-01-02 04:00:00,2023-01-02 03:00:00,example_05b_base,10,10,2023-01-02 03:00:00
34,-0,-0,redispatch,,,east,,71.57,2023-01-02 04:00:00,2023-01-02 03:00:00,example_05b_base,0,0,2023-01-02 03:00:00
35,-0,-0,redispatch,,,west,,102.26,2023-01-02 04:00:00,2023-01-02 03:00:00,example_05b_base,4.5,4.5,2023-01-02 03:00:00
36,12,12,redispatch,,,north,,40.884,2023-01-02 05:00:00,2023-01-02 04:00:00,example_05b_base,10,10,2023-01-02 04:00:00
37,-0,-0,redispatch,,,east,,71.57,2023-01-02 05:00:00,2023-01-02 04:00:00,example_05b_base,0,0,2023-01-02 04:00:00
38,-0,-0,redispatch,,,west,,102.26,2023-01-02 05:00:00,2023-01-02 04:00:00,example_05b_base,12,12,2023-01-02 04:00:00
39,14.5,14.5,redispatch,,,north,,40.884,2023-01-02 06:00:00,2023-01-02 05:00:00,example_05b_base,10,10,2023-01-02 05:00:00
40,-0,-0,redispatch,,,east,,71.57,2023-01-02 06:00:00,2023-01-02 05:00:00,example_05b_base,0,0,2023-01-02 05:00:00
41,-0,-0,redispatch,,,west,,102.26,2023-01-02 06:00:00,2023-01-02 05:00:00,example_05b_base,4.5,4.5,2023-01-02 05:00:00
42,-0,-0,redispatch,,,north,,102.26,2023-01-02 07:00:00,2023-01-02 06:00:00,example_05b_base,0,0,2023-01-02 06:00:00
43,-0,-0,redispatch,,,east,,102.26,2023-01-02 07:00:00,2023-01-02 06:00:00,example_05b_base,0,0,2023-01-02 06:00:00
44,-0,-0,redispatch,,,west,,102.26,2023-01-02 07:00:00,2023-01-02 06:00:00,example_05b_base,10,10,2023-01-02 06:00:00
45,4.5,4.5,redispatch,,,north,,40.884,2023-01-02 08:00:00,2023-01-02 07:00:00,example_05b_base,0,0,2023-01-02 07:00:00
46,-0,-0,redispatch,,,east,,71.57,2023-01-02 08:00:00,2023-01-02 07:00:00,example_05b_base,0,0,2023-01-02 07:00:00
47,-0,-0,redispatch,,,west,,102.26,2023-01-02 08:00:00,2023-01-02 07:00:00,example_05b_base,4.5,4.5,2023-01-02 07:00:00
48,4.5,4.5,redispatch,,,north,,40.884,2023-01-02 09:00:00,2023-01-02 08:00:00,example_05b_base,0,0,2023-01-02 08:00:00
49,-0,-0,redispatch,,,east,,71.57,2023-01-02 09:00:00,2023-01-02 08:00:00,example_05b_base,0,0,2023-01-02 08:00:00
50,-0,-0,redispatch,,,west,,102.26,2023-01-02 09:00:00,2023-01-02 08:00:00,example_05b_base,9.5,9.5,2023-01-02 08:00:00
51,4.5,4.5,redispatch,,,north,,40.884,2023-01-02 10:00:00,2023-01-02 09:00:00,example_05b_base,0,0,2023-01-02 09:00:00
52,-0,-0,redispatch,,,east,,71.57,2023-01-02 10:00:00,2023-01-02 09:00:00,example_05b_base,0,0,2023-01-02 09:00:00
53,-0,-0,redispatch,,,west,,102.26,2023-01-02 10:00:00,2023-01-02 09:00:00,example_05b_base,4.5,4.5,2023-01-02 09:00:00
54,-0,-0,redispatch,,,north,,102.26,2023-01-02 11:00:00,2023-01-02 10:00:00,example_05b_base,0,0,2023-01-02 10:00:00
55,-0,-0,redispatch,,,east,,102.26,2023-01-02 11:00:00,2023-01-02 10:00:00,example_05b_base,0,0,2023-01-02 10:00:00
56,-0,-0,redispatch,,,west,,102.26,2023-01-02 11:00:00,2023-01-02 10:00:00,example_05b_base,10,10,2023-01-02 10:00:00
57,4.5,4.5,redispatch,,,north,,40.884,2023-01-02 12:00:00,2023-01-02 11:00:00,example_05b_base,0,0,2023-01-02 11:00:00
58,-0,-0,redispatch,,,east,,71.57,2023-01-02 12:00:00,2023-01-02 11:00:00,example_05b_base,0,0,2023-01-02 11:00:00
59,-0,-0,redispatch,,,west,,102.26,2023-01-02 12:00:00,2023-01-02 11:00:00,example_05b_base,4.5,4.5,2023-01-02 11:00:00
60,4.5,4.5,redispatch,,,north,,40.884,2023-01-02 13:00:00,2023-01-02 12:00:00,example_05b_base,0,0,2023-01-02 12:00:00
61,-0,-0,redispatch,,,east,,71.57,2023-01-02 13:00:00,2023-01-02 12:00:00,example_05b_base,0,0,2023-01-02 12:00:00
62,-0,-0,redispatch,,,west,,102.26,2023-01-02 13:00:00,2023-01-02 12:00:00,example_05b_base,9.5,9.5,2023-01-02 12:00:00
63,4.5,4.5,redispatch,,,north,,40.884,2023-01-02 14:00:00,2023-01-02 13:00:00,example_05b_base,0,0,2023-01-02 13:00:00
64,-0,-0,redispatch,,,east,,71.57,2023-01-02 14:00:00,2023-01-02 13:00:00,example_05b_base,0,0,2023-01-02 13:00:00
65,-0,-0,redispatch,,,west,,102.26,2023-01-02 14:00:00,2023-01-02 13:00:00,example_05b_base,4.5,4.5,2023-01-02 13:00:00
66,4.5,4.5,redispatch,,,north,,40.884,2023-01-02 15:00:00,2023-01-02 14:00:00,example_05b_base,0,0,2023-01-02 14:00:00
67,-0,-0,redispatch,,,east,,71.57,2023-01-02 15:00:00,2023-01-02 14:00:00,example_05b_base,0,0,2023-01-02 14:00:00
68,-0,-0,redispatch,,,west,,102.26,2023-01-02 15:00:00,2023-01-02 14:00:00,example_05b_base,14.5,14.5,2023-01-02 14:00:00
69,4.5,4.5,redispatch,,,north,,40.884,2023-01-02 16:00:00,2023-01-02 15:00:00,example_05b_base,0,0,2023-01-02 15:00:00
70,-0,-0,redispatch,,,east,,71.57,2023-01-02 16:00:00,2023-01-02 15:00:00,example_05b_base,0,0,2023-01-02 15:00:00
71,-0,-0,redispatch,,,west,,102.26,2023-01-02 16:00:00,2023-01-02 15:00:00,example_05b_base,4.5,4.5,2023-01-02 15:00:00
72,4.5,4.5,redispatch,,,north,,40.884,2023-01-02 17:00:00,2023-01-02 16:00:00,example_05b_base,0,0,2023-01-02 16:00:00
73,-0,-0,redispatch,,,east,,71.57,2023-01-02 17:00:00,2023-01-02 16:00:00,example_05b_base,0,0,2023-01-02 16:00:00
74,-0,-0,redispatch,,,west,,102.26,2023-01-02 17:00:00,2023-01-02 16:00:00,example_05b_base,9.5,9.5,2023-01-02 16:00:00
75,4.5,4.5,redispatch,,,north,,40.884,2023-01-02 18:00:00,2023-01-02 17:00:00,example_05b_base,0,0,2023-01-02 17:00:00
76,-0,-0,redispatch,,,east,,71.57,2023-01-02 18:00:00,2023-01-02 17:00:00,example_05b_base,0,0,2023-01-02 17:00:00
77,-0,-0,redispatch,,,west,,102.26,2023-01-02 18:00:00,2023-01-02 17:00:00,example_05b_base,4.5,4.5,2023-01-02 17:00:00
78,4.5,4.5,redispatch,,,north,,40.884,2023-01-02 19:00:00,2023-01-02 18:00:00,example_05b_base,0,0,2023-01-02 18:00:00
79,-0,-0,redispatch,,,east,,71.57,2023-01-02 19:00:00,2023-01-02 18:00:00,example_05b_base,0,0,2023-01-02 18:00:00
80,-0,-0,redispatch,,,west,,102.26,2023-01-02 19:00:00,2023-01-02 18:00:00,example_05b_base,9.5,9.5,2023-01-02 18:00:00
81,4.5,4.5,redispatch,,,north,,40.884,2023-01-02 20:00:00,2023-01-02 19:00:00,example_05b_base,0,0,2023-01-02 19:00:00
82,-0,-0,redispatch,,,east,,71.57,2023-01-02 20:00:00,2023-01-02 19:00:00,example_05b_base,0,0,2023-01-02 19:00:00
83,-0,-0,redispatch,,,west,,102.26,2023-01-02 20:00:00,2023-01-02 19:00:00,example_05b_base,4.5,4.5,2023-01-02 19:00:00
84,4.5,4.5,redispatch,,,north,,40.884,2023-01-02 21:00:00,2023-01-02 20:00:00,example_05b_base,0,0,2023-01-02 20:00:00
85,-0,-0,redispatch,,,east,,71.57,2023-01-02 21:00:00,2023-01-02 20:00:00,example_05b_base,0,0,2023-01-02 20:00:00
86,-0,-0,redispatch,,,west,,102.26,2023-01-02 21:00:00,2023-01-02 20:00:00,example_05b_base,9.5,9.5,2023-01-02 20:00:00
87,4.5,4.5,redispatch,,,north,,40.884,2023-01-02 22:00:00,2023-01-02 21:00:00,example_05b_base,0,0,2023-01-02 21:00:00
88,-0,-0,redispatch,,,east,,71.57,2023-01-02 22:00:00,2023-01-02 21:00:00,example_05b_base,0,0,2023-01-02 21:00:00
89,-0,-0,redispatch,,,west,,102.26,2023-01-02 22:00:00,2023-01-02 21:00:00,example_05b_base,4.5,4.5,2023-01-02 21:00:00
90,4.5,4.5,redispatch,,,north,,40.884,2023-01-02 23:00:00,2023-01-02 22:00:00,example_05b_base,0,0,2023-01-02 22:00:00
91,-0,-0,redispatch,,,east,,71.57,2023-01-02 23:00:00,2023-01-02 22:00:00,example_05b_base,0,0,2023-01-02 22:00:00
92,-0,-0,redispatch,,,west,,102.26,2023-01-02 23:00:00,2023-01-02 22:00:00,example_05b_base,9.5,9.5,2023-01-02 22:00:00
93,4.5,4.5,redispatch,,,north,,40.884,2023-01-03 00:00:00,2023-01-02 23:00:00,example_05b_base,0,0,2023-01-02 23:00:00
94,-0,-0,redispatch,,,east,,71.57,2023-01-03 00:00:00,2023-01-02 23:00:00,example_05b_base,0,0,2023-01-02 23:00:00
95,-0,-0,redispatch,,,west,,102.26,2023-01-03 00:00:00,2023-01-02 23:00:00,example_05b_base,4.5,4.5,2023-01-02 23:00:00
96,55,55,EOM,101.71,101.71,,,101.71,2023-01-03 01:00:00,2023-01-03 00:00:00,example_05b_base,55,55,2023-01-03 00:00:00
97,55,55,EOM,100,100,,,100,2023-01-03 02:00:00,2023-01-03 01:00:00,example_05b_base,55,55,2023-01-03 01:00:00
98,55,55,EOM,101.71,101.71,,,101.71,2023-01-03 03:00:00,2023-01-03 02:00:00,example_05b_base,55,55,2023-01-03 02:00:00
99,55,55,EOM,100,100,,,100,2023-01-03 04:00:00,2023-01-03 03:00:00,example_05b_base,55,55,2023-01-03 03:00:00
100,55,55,EOM,101.71,101.71,,,101.71,2023-01-03 05:00:00,2023-01-03 04:00:00,example_05b_base,55,55,2023-01-03 04:00:00
101,55,55,EOM,100,100,,,100,2023-01-03 06:00:00,2023-01-03 05:00:00,example_05b_base,55,55,2023-01-03 05:00:00
102,55,55,EOM,101.71,101.71,,,101.71,2023-01-03 07:00:00,2023-01-03 06:00:00,example_05b_base,55,55,2023-01-03 06:00:00
103,55,55,EOM,100,100,,,100,2023-01-03 08:00:00,2023-01-03 07:00:00,example_05b_base,55,55,2023-01-03 07:00:00
104,55,55,EOM,101.71,101.71,,,101.71,2023-01-03 09:00:00,2023-01-03 08:00:00,example_05b_base,55,55,2023-01-03 08:00:00
105,55,55,EOM,100,100,,,100,2023-01-03 10:00:00,2023-01-03 09:00:00,example_05b_base,55,55,2023-01-03 09:00:00
106,55,55,EOM,101.71,101.71,,,101.71,2023-01-03 11:00:00,2023-01-03 10:00:00,example_05b_base,55,55,2023-01-03 10:00:00
107,55,55,EOM,100,100,,,100,2023-01-03 12:00:00,2023-01-03 11:00:00,example_05b_base,55,55,2023-01-03 11:00:00
108,55,55,EOM,101.71,101.71,,,101.71,2023-01-03 13:00:00,2023-01-03 12:00:00,example_05b_base,55,55,2023-01-03 12:00:00
109,55,55,EOM,100,100,,,100,2023-01-03 14:00:00,2023-01-03 13:00:00,example_05b_base,55,55,2023-01-03 13:00:00
110,55,55,EOM,101.71,101.71,,,101.71,2023-01-03 15:00:00,2023-01-03 14:00:00,example_05b_base,55,55,2023-01-03 14:00:00
111,55,55,EOM,100,100,,,100,2023-01-03 16:00:00,2023-01-03 15:00:00,example_05b_base,55,55,2023-01-03 15:00:00
112,55,55,EOM,101.71,101.71,,,101.71,2023-01-03 17:00:00,2023-01-03 16:00:00,example_05b_base,55,55,2023-01-03 16:00:00
113,55,55,EOM,100,100,,,100,2023-01-03 18:00:00,2023-01-03 17:00:00,example_05b_base,55,55,2023-01-03 17:00:00
114,60,60,EOM,101.71,101.71,,,101.71,2023-01-03 19:00:00,2023-01-03 18:00:00,example_05b_base,60,60,2023-01-03 18:00:00
115,60,60,EOM,100,100,,,100,2023-01-03 20:00:00,2023-01-03 19:00:00,example_05b_base,60,60,2023-01-03 19:00:00
116,60,60,EOM,101.71,101.71,,,101.71,2023-01-03 21:00:00,2023-01-03 20:00:00,example_05b_base,60,60,2023-01-03 20:00:00
117,60,60,EOM,100,100,,,100,2023-01-03 22:00:00,2023-01-03 21:00:00,example_05b_base,60,60,2023-01-03 21:00:00
118,60,60,EOM,101.71,101.71,,,101.71,2023-01-03 23:00:00,2023-01-03 22:00:00,example_05b_base,60,60,2023-01-03 22:00:00
119,60,60,EOM,100,100,,,100,2023-01-04 00:00:00,2023-01-03 23:00:00,example_05b_base,60,60,2023-01-03 23:00:00
120,4.5,4.5,redispatch,,,north,,40.071,2023-01-03 01:00:00,2023-01-03 00:00:00,example_05b_base,0,0,2023-01-03 00:00:00
121,-0,-0,redispatch,,,east,,70.892,2023-01-03 01:00:00,2023-01-03 00:00:00,example_05b_base,0,0,2023-01-03 00:00:00
122,-0,-0,redispatch,,,west,,101.71,2023-01-03 01:00:00,2023-01-03 00:00:00,example_05b_base,4.5,4.5,2023-01-03 00:00:00
123,4.5,4.5,redispatch,,,north,,40.071,2023-01-03 02:00:00,2023-01-03 01:00:00,example_05b_base,0,0,2023-01-03 01:00:00
124,-0,-0,redispatch,,,east,,70.892,2023-01-03 02:00:00,2023-01-03 01:00:00,example_05b_base,0,0,2023-01-03 01:00:00
125,-0,-0,redispatch,,,west,,101.71,2023-01-03 02:00:00,2023-01-03 01:00:00,example_05b_base,9.5,9.5,2023-01-03 01:00:00
126,4.5,4.5,redispatch,,,north,,40.071,2023-01-03 03:00:00,2023-01-03 02:00:00,example_05b_base,0,0,2023-01-03 02:00:00
127,-0,-0,redispatch,,,east,,70.892,2023-01-03 03:00:00,2023-01-03 02:00:00,example_05b_base,0,0,2023-01-03 02:00:00
128,-0,-0,redispatch,,,west,,101.71,2023-01-03 03:00:00,2023-01-03 02:00:00,example_05b_base,4.5,4.5,2023-01-03 02:00:00
129,4.5,4.5,redispatch,,,north,,40.071,2023-01-03 04:00:00,2023-01-03 03:00:00,example_05b_base,0,0,2023-01-03 03:00:00
130,-0,-0,redispatch,,,east,,70.892,2023-01-03 04:00:00,2023-01-03 03:00:00,example_05b_base,0,0,2023-01-03 03:00:00
131,-0,-0,redispatch,,,west,,101.71,2023-01-03 04:00:00,2023-01-03 03:00:00,example_05b_base,9.5,9.5,2023-01-03 03:00:00
132,4.5,4.5,redispatch,,,north,,40.071,2023-01-03 05:00:00,2023-01-03 04:00:00,example_05b_base,0,0,2023-01-03 04:00:00
133,-0,-0,redispatch,,,east,,70.892,2023-01-03 05:00:00,2023-01-03 04:00:00,example_05b_base,0,0,2023-01-03 04:00:00
134,-0,-0,redispatch,,,west,,101.71,2023-01-03 05:00:00,2023-01-03 04:00:00,example_05b_base,4.5,4.5,2023-01-03 04:00:00
135,4.5,4.5,redispatch,,,north,,40.071,2023-01-03 06:00:00,2023-01-03 05:00:00,example_05b_base,0,0,2023-01-03 05:00:00
136,-0,-0,redispatch,,,east,,70.892,2023-01-03 06:00:00,2023-01-03 05:00:00,example_05b_base,0,0,2023-01-03 05:00:00
137,-0,-0,redispatch,,,west,,101.71,2023-01-03 06:00:00,2023-01-03 05:00:00,example_05b_base,9.5,9.5,2023-01-03 05:00:00
138,4.5,4.5,redispatch,,,north,,40.071,2023-01-03 07:00:00,2023-01-03 06:00:00,example_05b_base,0,0,2023-01-03 06:00:00
139,-0,-0,redispatch,,,east,,70.892,2023-01-03 07:00:00,2023-01-03 06:00:00,example_05b_base,0,0,2023-01-03 06:00:00
140,-0,-0,redispatch,,,west,,101.71,2023-01-03 07:00:00,2023-01-03 06:00:00,example_05b_base,4.5,4.5,2023-01-03 06:00:00
141,4.5,4.5,redispatch,,,north,,40.071,2023-01-03 08:00:00,2023-01-03 07:00:00,example_05b_base,0,0,2023-01-03 07:00:00
142,-0,-0,redispatch,,,east,,70.892,2023-01-03 08:00:00,2023-01-03 07:00:00,example_05b_base,0,0,2023-01-03 07:00:00
143,-0,-0,redispatch,,,west,,101.71,2023-01-03 08:00:00,2023-01-03 07:00:00,example_05b_base,9.5,9.5,2023-01-03 07:00:00
144,4.5,4.5,redispatch,,,north,,40.071,2023-01-03 09:00:00,2023-01-03 08:00:00,example_05b_base,0,0,2023-01-03 08:00:00
145,-0,-0,redispatch,,,east,,70.892,2023-01-03 09:00:00,2023-01-03 08:00:00,example_05b_base,0,0,2023-01-03 08:00:00
146,-0,-0,redispatch,,,west,,101.71,2023-01-03 09:00:00,2023-01-03 08:00:00,example_05b_base,4.5,4.5,2023-01-03 08:00:00
147,4.5,4.5,redispatch,,,north,,40.071,2023-01-03 10:00:00,2023-01-03 09:00:00,example_05b_base,0,0,2023-01-03 09:00:00
148,-0,-0,redispatch,,,east,,70.892,2023-01-03 10:00:00,2023-01-03 09:00:00,example_05b_base,0,0,2023-01-03 09:00:00
149,-0,-0,redispatch,,,west,,101.71,2023-01-03 10:00:00,2023-01-03 09:00:00,example_05b_base,9.5,9.5,2023-01-03 09:00:00
150,4.5,4.5,redispatch,,,north,,40.071,2023-01-03 11:00:00,2023-01-03 10:00:00,example_05b_base,0,0,2023-01-03 10:00:00
151,-0,-0,redispatch,,,east,,70.892,2023-01-03 11:00:00,2023-01-03 10:00:00,example_05b_base,0,0,2023-01-03 10:00:00
152,-0,-0,redispatch,,,west,,101.71,2023-01-03 11:00:00,2023-01-03 10:00:00,example_05b_base,4.5,4.5,2023-01-03 10:00:00
153,4.5,4.5,redispatch,,,north,,40.071,2023-01-03 12:00:00,2023-01-03 11:00:00,example_05b_base,0,0,2023-01-03 11:00:00
154,-0,-0,redispatch,,,east,,70.892,2023-01-03 12:00:00,2023-01-03 11:00:00,example_05b_base,0,0,2023-01-03 11:00:00
155,-0,-0,redispatch,,,west,,101.71,2023-01-03 12:00:00,2023-01-03 11:00:00,example_05b_base,9.5,9.5,2023-01-03 11:00:00
156,4.5,4.5,redispatch,,,north,,40.071,2023-01-03 13:00:00,2023-01-03 12:00:00,example_05b_base,0,0,2023-01-03 12:00:00
157,-0,-0,redispatch,,,east,,70.892,2023-01-03 13:00:00,2023-01-03 12:00:00,example_05b_base,0,0,2023-01-03 12:00:00
158,-0,-0,redispatch,,,west,,101.71,2023-01-03 13:00:00,2023-01-03 12:00:00,example_05b_base,4.5,4.5,2023-01-03 12:00:00
159,4.5,4.5,redispatch,,,north,,40.071,2023-01-03 14:00:00,2023-01-03 13:00:00,example_05b_base,0,0,2023-01-03 13:00:00
160,-0,-0,redispatch,,,east,,70.892,2023-01-03 14:00:00,2023-01-03 13:00:00,example_05b_base,0,0,2023-01-03 13:00:00
161,-0,-0,redispatch,,,west,,101.71,2023-01-03 14:00:00,2023-01-03 13:00:00,example_05b_base,9.5,9.5,2023-01-03 13:00:00
162,4.5,4.5,redispatch,,,north,,40.071,2023-01-03 15:00:00,2023-01-03 14:00:00,example_05b_base,0,0,2023-01-03 14:00:00
163,-0,-0,redispatch,,,east,,70.892,2023-01-03 15:00:00,2023-01-03 14:00:00,example_05b_base,0,0,2023-01-03 14:00:00
164,-0,-0,redispatch,,,west,,101.71,2023-01-03 15:00:00,2023-01-03 14:00:00,example_05b_base,4.5,4.5,2023-01-03 14:00:00
165,4.5,4.5,redispatch,,,north,,40.071,2023-01-03 16:00:00,2023-01-03 15:00:00,example_05b_base,0,0,2023-01-03 15:00:00
166,-0,-0,redispatch,,,east,,70.892,2023-01-03 16:00:00,2023-01-03 15:00:00,example_05b_base,0,0,2023-01-03 15:00:00
167,-0,-0,redispatch,,,west,,101.71,2023-01-03 16:00:00,2023-01-03 15:00:00,example_05b_base,9.5,9.5,2023-01-03 15:00:00
168,4.5,4.5,redispatch,,,north,,40.071,2023-01-03 17:00:00,2023-01-03 16:00:00,example_05b_base,0,0,2023-01-03 16:00:00
169,-0,-0,redispatch,,,east,,70.892,2023-01-03 17:00:00,2023-01-03 16:00:00,example_05b_base,0,0,2023-01-03 16:00:00
170,-0,-0,redispatch,,,west,,101.71,2023-01-03 17:00:00,2023-01-03 16:00:00,example_05b_base,4.5,4.5,2023-01-03 16:00:00
171,4.5,4.5,redispatch,,,north,,40.071,2023-01-03 18:00:00,2023-01-03 17:00:00,example_05b_base,0,0,2023-01-03 17:00:00
172,-0,-0,redispatch,,,east,,70.892,2023-01-03 18:00:00,2023-01-03 17:00:00,example_05b_base,0,0,2023-01-03 17:00:00
173,-0,-0,redispatch,,,west,,101.71,2023-01-03 18:00:00,2023-01-03 17:00:00,example_05b_base,9.5,9.5,2023-01-03 17:00:00
174,4.5,4.5,redispatch,,,north,,40.071,2023-01-03 19:00:00,2023-01-03 18:00:00,example_05b_base,0,0,2023-01-03 18:00:00
175,-0,-0,redispatch,,,east,,70.892,2023-01-03 19:00:00,2023-01-03 18:00:00,example_05b_base,0,0,2023-01-03 18:00:00
176,-0,-0,redispatch,,,west,,101.71,2023-01-03 19:00:00,2023-01-03 18:00:00,example_05b_base,4.5,4.5,2023-01-03 18:00:00
177,4.5,4.5,redispatch,,,north,,40.071,2023-01-03 20:00:00,2023-01-03 19:00:00,example_05b_base,0,0,2023-01-03 19:00:00
178,-0,-0,redispatch,,,east,,70.892,2023-01-03 20:00:00,2023-01-03 19:00:00,example_05b_base,0,0,2023-01-03 19:00:00
179,-0,-0,redispatch,,,west,,101.71,2023-01-03 20:00:00,2023-01-03 19:00:00,example_05b_base,14.5,14.5,2023-01-03 19:00:00
180,4.5,4.5,redispatch,,,north,,40.071,2023-01-03 21:00:00,2023-01-03 20:00:00,example_05b_base,0,0,2023-01-03 20:00:00
181,-0,-0,redispatch,,,east,,70.892,2023-01-03 21:00:00,2023-01-03 20:00:00,example_05b_base,0,0,2023-01-03 20:00:00
182,-0,-0,redispatch,,,west,,101.71,2023-01-03 21:00:00,2023-01-03 20:00:00,example_05b_base,4.5,4.5,2023-01-03 20:00:00
183,4.5,4.5,redispatch,,,north,,40.071,2023-01-03 22:00:00,2023-01-03 21:00:00,example_05b_base,0,0,2023-01-03 21:00:00
184,-0,-0,redispatch,,,east,,70.892,2023-01-03 22:00:00,2023-01-03 21:00:00,example_05b_base,0,0,2023-01-03 21:00:00
185,-0,-0,redispatch,,,west,,101.71,2023-01-03 22:00:00,2023-01-03 21:00:00,example_05b_base,14.5,14.5,2023-01-03 21:00:00
186,4.5,4.5,redispatch,,,north,,40.071,2023-01-03 23:00:00,2023-01-03 22:00:00,example_05b_base,0,0,2023-01-03 22:00:00
187,-0,-0,redispatch,,,east,,70.892,2023-01-03 23:00:00,2023-01-03 22:00:00,example_05b_base,0,0,2023-01-03 22:00:00
188,-0,-0,redispatch,,,west,,101.71,2023-01-03 23:00:00,2023-01-03 22:00:00,example_05b_base,4.5,4.5,2023-01-03 22:00:00
189,4.5,4.5,redispatch,,,north,,40.071,2023-01-04 00:00:00,2023-01-03 23:00:00,example_05b_base,0,0,2023-01-03 23:00:00
