,demand_DE
7513,62920
7514,64328
7515,65608
7516,66892
7517,67704
7518,68476
7519,68852
7520,69488
7521,69736
7522,70068
7523,70332
7524,69600
7525,69628
7526,69828
7527,70244
7528,70012
7529,69760
7530,69972
7531,69960
7532,69896
7533,69916
7534,70288
7535,70236
7536,69656
7537,69628
7538,69624
7539,69872
7540,70212
7541,69928
7542,69456
7543,68656
7544,68596
7545,68532
7546,68128
7547,67548
7548,67576
7549,67268
7550,66324
7551,66024
7552,66008
7553,65756
7554,65360
7555,65396
7556,65820
7557,65900
7558,66128
7559,66728
7560,67424
7561,67780
7562,68704
7563,69844
7564,71036
7565,70728
7566,70236
7567,69736
7568,68072
7569,66964
7570,66056
7571,65220
7572,64140
7573,63216
7574,62444
7575,61588
7576,60856
7577,60276
7578,59184
7579,58108
7580,56448
7581,55296
7582,54452
7583,53468
7584,52516
7585,52000
7586,51304
7587,50832
7588,50088
7589,49908
7590,49580
7591,49524
7592,48728
7593,48608
7594,48896
7595,49420
7596,49672
7597,49864
7598,49884
7599,50312
7600,50724
7601,50988
7602,51588
7603,51992
7604,53824
7605,54748
7606,55948
7607,57784
7608,60532
7609,62092
7610,63324
7611,64652
7612,66240
7613,67120
7614,68036
7615,68676
7616,69052
7617,69524
7618,69932
7619,70020
7620,69536
7621,69412
7622,69792
7623,69656
7624,69388
7625,69428
7626,69556
7627,69924
7628,70440
7629,70572
7630,70864
7631,70792
7632,70520
7633,70612
7634,70384
7635,70308
7636,69940
7637,69744
7638,69272
7639,68468
7640,68180
7641,67960
7642,67744
7643,67404
7644,67388
7645,67196
7646,66312
7647,65812
7648,65140
7649,64908
7650,64708
7651,64608
7652,65092
7653,65536
7654,65884
7655,66484
7656,67012
7657,67316
7658,68504
7659,69976
7660,70848
7661,70724
7662,70292
7663,69696
7664,68396
7665,66948
7666,65840
7667,64724
7668,63812
7669,62892
7670,61632
7671,60924
7672,60216
7673,59412
7674,58308
7675,57432
7676,56164
7677,55192
7678,54008
7679,53024
7680,51980
7681,51148
7682,50664
7683,49960
7684,49552
7685,49240
7686,48992
7687,48612
7688,48288
7689,48136
7690,48124
7691,47988
7692,48520
7693,48856
7694,48844
7695,48912
7696,49728
7697,49916
7698,50392
7699,51072
7700,52524
7701,53568
7702,55068
7703,56660
7704,58932
7705,60852
7706,62160
7707,63576
7708,64808
7709,65748
7710,66620
7711,67296
7712,67768
7713,68136
7714,68196
7715,68364
7716,67972
7717,68048
7718,68172
7719,68408
7720,68220
7721,68208
7722,68388
7723,68524
7724,68580
7725,68432
7726,68548
7727,68244
7728,67828
7729,67420
7730,67272
7731,67152
7732,66832
7733,66396
7734,65880
7735,65536
7736,64984
7737,64760
7738,64380
7739,64028
7740,64004
7741,63712
7742,63272
7743,62812
7744,62388
7745,62224
7746,61848
7747,61548
7748,62272
7749,62588
7750,62912
7751,63304
7752,63540
7753,63700
7754,64740
7755,65956
7756,67104
7757,66784
7758,66284
7759,65892
7760,64724
7761,63464
7762,62552
7763,61420
7764,60692
7765,59556
7766,58720
7767,57728
7768,57404
7769,56536
7770,55212
7771,54416
7772,53512
7773,52364
7774,51468
7775,50892
7776,49700
7777,49024
7778,48196
7779,47992
7780,47108
7781,46452
7782,46232
7783,45640
7784,45368
7785,44904
7786,45040
7787,45164
7788,45216
7789,45440
7790,45352
7791,45452
7792,45432
7793,45500
7794,45524
7795,45888
7796,46160
7797,46220
7798,46296
7799,46244
7800,46492
7801,46524
7802,47172
7803,47764
7804,48884
7805,49580
7806,50648
7807,51820
7808,52852
7809,53648
7810,54116
7811,55004
7812,56092
7813,56320
7814,56552
7815,57128
7816,57308
7817,57428
7818,57184
7819,57552
7820,57364
7821,57404
7822,57716
7823,57408
7824,57320
7825,56844
7826,56856
7827,56296
7828,55748
7829,55388
7830,54840
7831,54052
7832,53864
7833,53600
7834,53472
7835,53064
7836,53160
7837,52892
7838,52824
7839,52552
7840,52088
7841,52064
7842,51592
7843,51604
7844,52372
7845,53060
7846,53308
7847,54180
7848,55028
7849,55440
7850,56320
7851,57104
7852,57984
7853,57628
7854,57556
7855,57220
7856,56132
7857,54852
7858,53800
7859,52860
7860,52144
7861,51408
7862,50976
7863,50408
7864,50884
7865,50236
7866,49296
7867,48608
7868,47372
7869,46632
7870,46036
7871,45212
7872,44148
7873,43432
7874,43300
7875,42660
7876,42156
7877,41824
7878,41596
7879,41436
7880,40804
7881,40788
7882,40704
7883,40680
7884,40868
7885,40868
7886,40956
7887,41020
7888,41400
7889,41568
7890,41640
7891,41804
7892,41916
7893,41604
7894,41668
7895,41576
7896,40808
7897,40584
7898,40824
7899,41388
7900,42360
7901,42660
7902,43776
7903,44568
7904,45504
7905,46328
7906,47176
7907,47748
7908,48784
7909,49388
7910,49740
7911,50028
7912,50708
7913,50844
7914,51220
7915,51688
7916,52204
7917,52640
7918,52900
7919,53048
7920,52884
7921,52484
7922,52156
7923,51728
7924,51260
7925,50836
7926,50656
7927,50028
7928,49468
7929,48944
7930,48936
7931,48784
7932,48404
7933,48392
7934,48356
7935,48120
7936,48564
7937,48448
7938,48768
7939,48976
7940,49584
7941,49932
7942,50496
7943,51128
7944,52292
7945,53128
7946,53944
7947,55080
7948,56240
7949,56888
7950,56544
7951,55896
7952,55596
7953,54628
7954,53916
7955,53092
7956,52648
7957,52436
7958,52384
7959,52096
7960,52732
7961,52524
7962,51932
7963,51180
7964,50436
7965,49808
7966,48820
7967,48116
7968,47372
7969,46776
7970,46472
7971,46036
7972,45556
7973,45564
7974,45580
7975,45136
7976,44992
7977,44964
7978,44904
7979,45012
7980,45164
7981,45196
7982,45632
7983,46116
7984,47100
7985,47740
7986,48344
7987,49104
7988,50324
7989,51040
7990,52088
7991,53828
7992,56220
7993,58128
7994,59788
7995,61036
7996,63024
7997,64196
7998,65100
7999,65844
8000,66920
8001,67532
8002,67936
8003,68172
8004,67932
8005,68272
8006,69232
8007,69176
8008,69648
8009,69816
8010,70140
8011,70160
8012,70816
8013,71148
8014,71128
8015,71272
8016,70784
8017,70348
8018,70104
8019,70124
8020,70360
8021,70456
8022,70452
8023,69544
8024,69012
8025,69148
8026,68856
8027,68360
8028,68568
8029,68236
8030,68444
8031,67896
8032,67564
8033,66880
8034,66656
8035,66276
8036,66132
8037,66088
8038,66424
8039,66376
8040,66812
8041,66896
8042,67916
8043,68980
8044,69840
8045,69780
8046,69544
8047,68988
8048,67992
8049,66580
8050,65356
8051,64344
8052,63500
8053,62340
8054,61100
8055,60028
8056,59876
8057,59056
8058,57728
8059,56612
8060,55212
8061,53756
8062,52944
8063,52412
8064,52064
8065,51264
8066,50836
8067,50472
8068,49860
8069,49756
8070,49600
8071,49380
8072,49272
8073,49192
8074,49268
8075,49752
8076,49956
8077,50208
8078,50468
8079,50668
8080,50916
8081,51372
8082,51848
8083,52520
8084,53720
8085,54364
8086,55120
8087,56272
8088,58928
8089,61060
8090,62380
8091,63752
8092,65060
8093,65972
8094,66656
8095,67572
8096,68412
8097,68816
8098,69140
8099,69280
8100,69024
8101,69240
8102,69776
8103,69912
8104,70088
8105,70212
8106,70624
8107,70764
8108,71156
8109,71256
8110,71208
8111,70856
8112,70188
8113,70124
8114,69940
8115,69840
8116,70080
8117,69768
8118,69460
8119,68580
8120,69060
8121,69000
8122,68552
8123,67960
8124,68156
8125,67536
8126,67460
8127,66964
8128,67192
8129,66492
8130,66272
8131,66084
8132,66312
8133,66464
8134,66768
8135,67000
8136,67372
8137,67428
8138,67920
8139,68628
8140,69508
8141,69200
8142,68608
8143,68048
8144,67064
8145,65936
8146,64592
8147,63596
8148,62496
8149,61952
8150,61068
8151,60080
8152,59396
8153,58796
8154,57828
8155,56724
8156,55356
8157,54120
8158,53400
8159,52704
8160,51708
8161,50536
8162,50248
8163,49692
8164,49356
8165,48748
8166,48524
8167,48272
8168,48064
8169,48028
8170,48180
8171,48228
8172,48192
8173,48360
8174,48792
8175,48984
8176,49440
8177,49848
8178,50604
8179,51228
8180,52692
8181,53620
8182,54540
8183,56248
8184,59060
8185,60700
8186,62104
8187,63436
8188,64960
8189,66016
8190,66752
8191,67400
8192,68112
8193,68796
8194,69176
8195,69132
8196,68856
8197,69040
8198,69360
8199,69640
8200,69712
8201,69576
8202,70124
8203,70508
8204,70916
8205,71256
8206,71200
8207,71040
8208,70384
8209,69800
8210,70048
8211,69788
8212,69824
8213,69172
8214,69108
8215,68328
8216,68428
8217,68128
8218,68156
8219,67852
8220,67752
8221,67332
8222,67072
8223,66632
8224,66512
8225,65992
8226,65608
8227,65628
8228,66148
8229,66104
8230,66588
8231,66652
8232,67176
8233,67416
8234,68016
8235,69096
8236,69920
8237,70068
8238,69608
8239,69108
8240,67940
8241,66404
8242,65296
8243,64328
8244,63252
8245,62300
8246,61284
8247,60268
8248,59676
8249,58928
8250,57756
8251,56436
8252,54928
8253,53816
8254,52792
8255,51932
8256,50476
8257,49956
8258,49604
8259,49224
8260,48740
8261,48312
8262,48080
8263,47912
8264,47252
8265,47052
8266,47092
8267,47288
8268,47736
8269,47820
8270,48252
8271,48304
8272,48672
8273,48944
8274,49628
8275,50304
8276,52264
8277,52884
8278,53704
8279,54784
8280,57516
8281,59548
8282,61524
8283,62168
8284,63652
8285,64680
8286,65356
8287,65968
8288,66892
8289,67220
8290,67584
8291,67792
8292,67340
8293,67600
8294,67820
8295,68020
8296,68152
8297,68188
8298,68372
8299,68696
8300,69112
8301,69500
8302,69760
8303,69688
8304,68992
8305,68628
8306,68472
8307,68192
8308,68312
8309,68156
8310,67920
8311,67252
8312,67164
8313,67064
8314,66804
8315,66516
8316,66588
8317,66212
8318,65788
8319,65512
8320,65208
8321,65004
8322,64644
8323,64588
8324,65092
8325,64840
8326,65296
8327,65764
8328,65892
8329,65784
8330,66336
8331,67236
8332,68008
8333,68052
8334,67816
8335,67256
8336,66412
8337,65272
8338,64136
8339,63292
8340,62468
8341,61748
8342,60752
8343,59616
8344,59272
8345,58336
8346,57268
8347,55852
8348,54624
8349,53460
8350,52628
8351,51720
8352,50332
8353,49468
8354,49388
8355,48512
8356,47892
8357,47208
8358,47136
8359,46708
8360,46308
8361,46000
8362,46268
8363,46460
8364,46740
8365,46840
8366,47112
8367,47552
8368,48260
8369,48856
8370,49276
8371,50092
8372,51764
8373,52696
8374,53572
8375,54656
8376,57212
8377,59164
8378,60612
8379,61784
8380,63292
8381,64180
8382,65008
8383,65788
8384,66480
8385,66944
8386,67092
8387,67168
8388,66672
8389,66656
8390,66768
8391,67168
8392,67088
8393,67132
8394,67504
8395,67476
8396,67508
8397,67628
8398,67928
8399,67580
8400,66896
8401,66828
8402,66424
8403,66036
8404,65920
8405,65264
8406,64428
8407,63540
8408,63748
8409,63652
8410,63248
8411,62912
8412,62768
8413,62668
8414,62208
8415,61552
8416,61652
8417,61332
8418,60852
8419,60776
8420,60956
8421,60952
8422,61488
8423,61712
8424,61972
8425,62212
8426,62680
8427,63668
8428,64720
8429,65280
8430,64992
8431,64232
8432,63120
8433,62116
8434,61100
8435,59916
8436,59516
8437,58568
8438,57580
8439,56536
8440,56060
8441,55120
8442,54068
8443,52936
8444,51636
8445,50736
8446,49744
8447,48872
8448,47980
8449,47172
8450,46608
8451,46232
8452,45692
8453,45328
8454,45084
8455,44604
8456,44468
8457,44384
8458,44092
8459,44268
8460,44308
8461,44112
8462,44244
8463,44344
8464,44768
8465,44800
8466,44752
8467,45148
8468,45424
8469,45204
8470,45232
8471,45096
8472,44968
8473,45316
8474,45720
8475,46424
8476,47352
8477,48148
8478,49024
8479,50184
8480,51712
8481,52556
8482,53156
8483,54080
8484,54400
8485,54612
8486,55028
8487,55088
8488,54996
8489,54976
8490,55092
8491,55108
8492,55044
8493,55028
8494,55224
8495,54744
8496,54580
8497,54464
8498,54216
8499,53788
8500,53420
8501,52956
8502,52520
8503,51916
8504,51468
8505,51096
8506,50988
8507,50808
8508,50784
8509,50644
8510,50444
8511,49816
8512,49744
8513,49688
8514,49456
8515,49476
8516,49928
8517,50316
8518,50860
8519,51016
8520,51868
8521,52048
8522,52940
8523,53816
8524,54816
8525,55296
8526,55328
8527,55012
8528,54024
8529,52788
8530,51836
8531,50980
8532,50368
8533,49644
8534,48968
8535,48648
8536,49044
8537,48316
8538,47456
8539,46776
8540,45912
8541,45068
8542,44364
8543,43716
8544,43672
8545,43268
8546,42500
8547,42152
8548,41744
8549,41288
8550,41048
8551,29420
8552,40516
8553,40492
8554,40448
8555,40324
8556,40072
8557,40368
8558,40612
8559,40908
8560,40896
8561,40820
8562,41312
8563,41396
8564,41140
8565,41612
8566,41492
8567,41492
8568,41592
8569,41728
8570,42228
8571,42860
8572,43744
8573,44672
8574,45432
8575,46088
8576,47456
8577,48316
8578,49184
8579,50020
8580,50736
8581,51424
8582,52152
8583,52164
8584,53076
8585,53432
8586,53664
8587,53764
8588,53848
8589,53408
8590,53248
8591,52284
8592,51716
8593,51376
8594,51124
8595,50392
8596,49944
8597,49776
8598,49240
8599,48728
8600,48524
8601,48192
8602,48164
8603,47804
8604,47644
8605,47896
8606,48256
8607,47880
8608,48416
8609,48608
8610,49144
8611,48996
8612,49800
8613,49500
8614,49684
8615,50228
8616,50724
8617,51052
8618,51116
8619,51764
8620,53012
8621,53512
8622,52764
8623,52236
8624,52236
8625,51496
8626,51024
8627,50748
8628,51708
8629,50824
8630,50360
8631,49504
8632,48780
8633,47732
8634,46936
8635,46320
8636,44672
8637,44220
8638,44012
8639,43664
8640,43080
8641,42632
8642,42404
8643,42188
8644,42036
8645,42052
8646,42028
8647,42180
8648,42340
8649,42428
8650,43044
8651,43260
8652,44048
8653,44772
8654,45484
8655,46456
8656,47644
8657,48424
8658,50116
8659,51780
8660,55276
8661,57720
8662,59652
8663,60688
8664,62112
8665,63096
8666,63900
8667,64596
8668,65260
8669,65820
8670,66236
8671,66368
8672,65840
8673,66180
8674,66544
8675,66872
8676,66868
8677,66840
8678,67048
8679,67116
8680,66972
8681,67568
8682,67452
8683,67596
8684,66616
8685,66104
8686,66360
8687,66376
8688,66472
8689,66176
8690,65768
8691,65136
8692,64944
8693,64948
8694,64704
8695,64648
8696,64684
8697,63928
8698,63468
8699,63064
8700,62636
8701,62056
8702,61832
8703,61356
8704,61436
8705,61424
8706,61560
8707,61668
8708,61860
8709,61848
8710,62420
8711,62720
8712,63092
8713,62964
8714,63500
8715,63956
8716,64348
8717,64356
8718,64188
8719,63364
8720,62508
8721,61776
8722,60760
8723,60040
8724,59316
8725,58308
8726,57236
8727,56216
8728,54684
8729,53688
8730,52912
8731,52096
8732,51636
8733,50888
8734,50344
8735,50168
8736,49408
8737,49048
8738,48992
8739,48668
8740,47940
8741,48008
8742,48216
8743,48688
8744,48592
8745,49128
8746,49108
8747,49376
8748,49476
8749,50216
8750,50644
8751,51292
8752,52856
8753,53672
8754,54452
8755,55784
8756,59356
8757,61396
8758,62920
8759,63748
8760,64984
8761,66092
8762,66724
8763,67104
8764,67800
8765,68164
8766,68148
8767,68100
8768,67808
8769,68060
8770,68172
8771,68652
8772,68188
8773,68504
8774,68548
8775,68948
8776,68612
8777,68792
8778,69100
8779,69472
8780,68624
8781,68544
8782,68592
8783,68464
8784,68828
8785,68848
8786,68640
8787,68176
8788,67928
8789,67864
8790,67584
8791,67236
8792,67476
8793,67104
8794,66316
8795,66140
8796,66104
8797,65684
8798,64692
8799,64404
8800,64424
8801,64504
8802,64872
8803,64884
8804,65120
8805,64516
8806,64896
8807,64928
8808,64904
8809,64912
8810,64804
8811,65188
8812,65676
8813,65836
8814,65304
8815,64656
8816,63620
8817,62608
8818,61916
8819,60796
8820,59592
8821,58512
8822,57684
8823,56360
8824,54936
8825,53832
8826,52692
8827,51880
8828,50624
8829,50236
8830,49472
8831,48824
8832,48276
8833,47748
8834,47428
8835,47420
8836,47476
8837,47304
8838,47072
8839,47180
8840,47300
8841,47524
8842,47372
8843,47508
8844,48004
8845,48160
8846,48876
8847,49660
8848,51196
8849,52108
8850,53296
8851,54640
8852,58128
8853,60408
8854,62048
8855,63224
8856,64588
8857,65024
8858,65708
8859,66292
8860,67028
8861,67464
8862,67552
8863,67644
8864,67440
8865,67544
8866,68108
8867,68340
8868,68480
8869,68864
8870,69240
8871,69664
8872,69620
8873,69776
8874,70004
8875,69848
8876,69268
8877,69192
8878,68992
8879,69136
8880,69348
8881,69296
8882,68796
8883,68344
8884,68128
8885,68344
8886,68072
8887,67684
8888,67360
8889,67188
8890,66780
8891,66516
8892,65944
8893,65736
8894,65508
8895,65396
8896,65520
8897,65708
8898,65488
8899,65656
8900,65468
8901,65396
8902,65672
8903,65672
8904,66000
8905,65924
8906,65800
8907,66012
8908,66052
8909,65836
8910,65040
8911,64064
8912,63204
8913,62372
8914,61636
8915,60556
8916,59416
8917,58452
8918,57468
8919,56332
8920,54920
8921,53708
8922,52776
8923,51748
8924,51548
8925,50848
8926,50044
8927,49704
8928,49020
8929,49004
8930,48540
8931,48284
8932,47860
8933,47600
8934,47888
8935,47872
8936,47864
8937,47960
8938,47840
8939,48300
8940,48928
8941,49412
8942,49888
8943,50452
8944,52004
8945,52896
8946,53840
8947,54900
8948,58004
8949,60088
8950,62228
8951,63344
8952,64712
8953,65656
8954,66276
8955,66936
8956,67700
8957,67956
8958,68184
8959,68496
8960,67664
8961,68068
8962,68436
8963,68720
8964,68976
8965,69436
8966,69780
8967,69984
8968,69824
8969,70168
8970,70520
8971,70388
8972,70012
8973,70068
8974,69940
8975,69996
8976,69840
8977,69544
8978,69204
8979,68648
8980,68368
8981,68364
8982,68248
8983,68112
8984,68144
8985,67672
8986,67208
8987,66448
8988,66280
8989,65764
8990,65472
8991,65252
8992,65640
8993,65596
8994,65476
8995,65568
8996,65548
8997,65376
8998,65496
8999,65612
9000,65752
9001,65364
9002,65292
9003,65572
9004,65648
9005,65468
9006,64708
9007,64056
9008,63060
9009,62592
9010,61536
9011,60888
9012,60212
9013,59092
9014,58200
9015,57020
9016,55808
9017,54432
9018,53516
9019,52868
9020,51648
9021,51192
9022,50612
9023,50088
9024,49436
9025,48876
9026,48452
9027,48528
9028,47832
9029,47688
9030,47792
9031,47812
9032,47888
9033,47908
9034,48200
9035,48360
9036,48868
9037,49348
9038,49912
9039,50528
9040,51800
9041,52276
9042,53516
9043,55008
9044,57816
9045,59844
9046,61632
9047,62752
9048,64424
9049,65472
9050,66376
9051,67028
9052,68084
9053,68648
9054,69204
9055,69224
9056,69036
9057,69208
9058,69468
9059,69588
9060,69632
9061,69888
9062,70120
9063,69908
9064,70224
9065,70276
9066,70420
9067,70256
9068,69716
9069,69492
9070,69272
9071,69104
9072,69256
9073,68664
9074,68056
9075,67308
9076,66824
9077,66628
9078,66336
9079,65884
9080,65980
9081,65404
9082,65032
9083,64224
9084,63944
9085,63916
9086,63624
9087,63464
9088,63656
9089,63684
9090,63632
9091,63512
9092,63692
9093,63356
9094,63504
9095,63352
9096,63556
9097,63216
9098,63100
9099,63028
9100,62896
9101,62428
9102,61720
9103,61184
9104,60108
9105,59168
9106,58060
9107,57148
9108,56464
9109,55652
9110,54460
9111,53928
9112,52600
9113,51824
9114,50908
9115,49972
9116,49028
9117,47916
9118,47188
9119,46924
9120,46068
9121,45676
9122,45332
9123,45360
9124,44944
9125,44804
9126,44672
9127,44816
9128,44516
9129,44692
9130,44692
9131,44520
9132,44476
9133,44724
9134,44800
9135,44964
9136,45332
9137,45396
9138,45340
9139,45760
9140,46160
9141,46728
9142,46908
9143,47288
9144,48128
9145,48512
9146,49580
9147,50436
9148,51672
9149,52616
9150,53420
9151,53880
9152,54492
9153,55060
9154,55568
9155,55876
9156,55828
9157,55888
9158,55964
9159,56472
9160,55856
9161,55828
9162,56032
9163,55984
9164,56164
9165,55740
9166,55364
9167,55196
9168,54968
9169,54260
9170,53880
9171,53596
9172,53128
9173,52656
9174,52572
9175,52240
9176,52356
9177,52160
9178,51880
9179,51668
9180,51488
9181,51208
9182,50572
9183,50408
9184,50588
9185,50572
9186,50680
9187,50844
9188,51480
9189,51296
9190,51588
9191,51656
9192,51536
9193,51644
9194,51668
9195,51752
9196,51916
9197,52144
9198,52172
9199,51884
9200,51580
9201,51160
9202,50456
9203,50384
9204,50440
9205,49684
9206,49164
9207,48048
9208,47008
9209,46184
9210,45480
9211,44580
9212,43356
9213,42604
9214,41908
9215,41508
9216,40964
9217,40396
9218,39956
9219,39572
9220,39364
9221,39280
9222,38908
9223,38832
9224,39220
9225,39252
9226,39060
9227,39008
9228,39356
9229,39328
9230,39560
9231,39692
9232,39900
9233,39968
9234,40040
9235,40072
9236,39888
9237,39832
9238,39900
9239,39912
9240,40524
9241,41164
9242,41772
9243,42968
9244,44012
9245,45020
9246,45920
9247,46680
9248,47588
9249,48116
9250,48816
9251,49160
9252,49508
9253,50072
9254,50260
9255,50556
9256,51240
9257,51576
9258,51728
9259,51884
9260,52036
9261,51508
9262,50928
9263,50560
9264,49760
9265,49212
9266,49020
9267,48652
9268,47924
9269,47580
9270,47192
9271,47104
