,wind_onshore_DE,wind_offshore_DE,solar_DE,water_DE,biomass_DE
511,7345.0,2298.0,0.0,1397.0,4829.0
512,7235.0,2446.0,7.0,1379.0,4833.0
513,7059.0,2491.0,27.0,1399.0,4830.0
514,6887.0,2432.0,88.0,1444.0,4849.0
515,6732.0,2281.0,198.0,1410.0,4853.0
516,6522.0,2115.0,373.0,1376.0,4843.0
517,6368.0,1940.0,579.0,1370.0,4839.0
518,6207.0,1910.0,846.0,1376.0,4854.0
519,6004.0,2049.0,1130.0,1372.0,4837.0
520,5800.0,2157.0,1381.0,1391.0,4860.0
521,5552.0,2193.0,1630.0,1392.0,4860.0
522,5315.0,2249.0,1882.0,1395.0,4859.0
523,5210.0,2199.0,2065.0,1404.0,4837.0
524,5139.0,2116.0,2306.0,1402.0,4860.0
525,5085.0,2001.0,2423.0,1383.0,4850.0
