start_time,end_time,price,volume,node,bid_id,unit_id,accepted_volume,accepted_price,market_id,bid_type,simulation
2019-01-01 05:00:00,2019-01-01 09:00:00,3000,-300,north,demand_CRM_pos_1,demand_CRM_pos,-200,119.39,CRM_pos,,experiment_cement_plant_case
2019-01-01 05:00:00,2019-01-01 09:00:00,3000,-400,south,demand_CRM_neg_1,demand_CRM_neg,0,0,CRM_neg,,experiment_cement_plant_case
2019-01-01 09:00:00,2019-01-01 13:00:00,119.39,50,north,Reserve unit 1_1,Reserve unit 1,50,119.39,CRM_pos,,experiment_cement_plant_case
2019-01-01 09:00:00,2019-01-01 13:00:00,92.118,50,south,Reserve unit 2_1,Reserve unit 2,50,92.118,CRM_pos,,experiment_cement_plant_case
2019-01-01 09:00:00,2019-01-01 13:00:00,64.845,50,north,Reserve unit 3_1,Reserve unit 3,50,64.845,CRM_pos,,experiment_cement_plant_case
2019-01-01 09:00:00,2019-01-01 13:00:00,64.845,50,south,Reserve unit 4_1,Reserve unit 4,50,64.845,CRM_pos,,experiment_cement_plant_case
2019-01-01 09:00:00,2019-01-01 13:00:00,3000,-300,north,demand_CRM_pos_1,demand_CRM_pos,-200,119.39,CRM_pos,,experiment_cement_plant_case
2019-01-01 09:00:00,2019-01-01 13:00:00,3000,-400,south,demand_CRM_neg_1,demand_CRM_neg,0,0,CRM_neg,,experiment_cement_plant_case
2019-01-01 13:00:00,2019-01-01 17:00:00,119.39,50,north,Reserve unit 1_1,Reserve unit 1,50,119.39,CRM_pos,,experiment_cement_plant_case
2019-01-01 13:00:00,2019-01-01 17:00:00,92.118,50,south,Reserve unit 2_1,Reserve unit 2,50,92.118,CRM_pos,,experiment_cement_plant_case
2019-01-01 13:00:00,2019-01-01 17:00:00,64.845,50,north,Reserve unit 3_1,Reserve unit 3,50,64.845,CRM_pos,,experiment_cement_plant_case
2019-01-01 13:00:00,2019-01-01 17:00:00,64.845,50,south,Reserve unit 4_1,Reserve unit 4,50,64.845,CRM_pos,,experiment_cement_plant_case
2019-01-01 13:00:00,2019-01-01 17:00:00,3000,-300,north,demand_CRM_pos_1,demand_CRM_pos,-200,119.39,CRM_pos,,experiment_cement_plant_case
2019-01-01 13:00:00,2019-01-01 17:00:00,3000,-400,south,demand_CRM_neg_1,demand_CRM_neg,0,0,CRM_neg,,experiment_cement_plant_case
2019-01-01 17:00:00,2019-01-01 21:00:00,119.39,50,north,Reserve unit 1_1,Reserve unit 1,50,119.39,CRM_pos,,experiment_cement_plant_case
2019-01-01 17:00:00,2019-01-01 21:00:00,92.118,50,south,Reserve unit 2_1,Reserve unit 2,50,92.118,CRM_pos,,experiment_cement_plant_case
2019-01-01 17:00:00,2019-01-01 21:00:00,64.845,50,north,Reserve unit 3_1,Reserve unit 3,50,64.845,CRM_pos,,experiment_cement_plant_case
2019-01-01 17:00:00,2019-01-01 21:00:00,64.845,50,south,Reserve unit 4_1,Reserve unit 4,50,64.845,CRM_pos,,experiment_cement_plant_case
2019-01-01 17:00:00,2019-01-01 21:00:00,3000,-300,north,demand_CRM_pos_1,demand_CRM_pos,-200,119.39,CRM_pos,,experiment_cement_plant_case
2019-01-01 17:00:00,2019-01-01 21:00:00,3000,-400,south,demand_CRM_neg_1,demand_CRM_neg,0,0,CRM_neg,,experiment_cement_plant_case
2019-01-02 00:00:00,2019-01-02 01:00:00,25.452,10,south,KKW PHILIPPSBURG 2_1,KKW PHILIPPSBURG 2,10,119.39,EOM,,experiment_cement_plant_case
2019-01-02 00:00:00,2019-01-02 01:00:00,25.452,40,south,KKW PHILIPPSBURG 2_2,KKW PHILIPPSBURG 2,40,119.39,EOM,,experiment_cement_plant_case
2019-01-02 01:00:00,2019-01-02 02:00:00,25.452,10,south,KKW PHILIPPSBURG 2_3,KKW PHILIPPSBURG 2,10,119.39,EOM,,experiment_cement_plant_case
2019-01-02 01:00:00,2019-01-02 02:00:00,25.452,90,south,KKW PHILIPPSBURG 2_4,KKW PHILIPPSBURG 2,90,119.39,EOM,,experiment_cement_plant_case
2019-01-02 02:00:00,2019-01-02 03:00:00,25.452,50,south,KKW PHILIPPSBURG 2_5,KKW PHILIPPSBURG 2,50,119.39,EOM,,experiment_cement_plant_case
2019-01-02 02:00:00,2019-01-02 03:00:00,25.452,50,south,KKW PHILIPPSBURG 2_6,KKW PHILIPPSBURG 2,50,119.39,EOM,,experiment_cement_plant_case
2019-01-02 03:00:00,2019-01-02 04:00:00,25.452,50,south,KKW PHILIPPSBURG 2_7,KKW PHILIPPSBURG 2,50,119.39,EOM,,experiment_cement_plant_case
2019-01-02 03:00:00,2019-01-02 04:00:00,25.452,50,south,KKW PHILIPPSBURG 2_8,KKW PHILIPPSBURG 2,50,119.39,EOM,,experiment_cement_plant_case
2019-01-02 04:00:00,2019-01-02 05:00:00,25.452,50,south,KKW PHILIPPSBURG 2_10,KKW PHILIPPSBURG 2,50,119.39,EOM,,experiment_cement_plant_case
2019-01-02 04:00:00,2019-01-02 05:00:00,25.452,50,south,KKW PHILIPPSBURG 2_9,KKW PHILIPPSBURG 2,50,119.39,EOM,,experiment_cement_plant_case
2019-01-02 05:00:00,2019-01-02 06:00:00,25.452,50,south,KKW PHILIPPSBURG 2_11,KKW PHILIPPSBURG 2,50,119.39,EOM,,experiment_cement_plant_case
2019-01-02 05:00:00,2019-01-02 06:00:00,25.452,50,south,KKW PHILIPPSBURG 2_12,KKW PHILIPPSBURG 2,50,119.39,EOM,,experiment_cement_plant_case
2019-01-02 06:00:00,2019-01-02 07:00:00,25.452,50,south,KKW PHILIPPSBURG 2_14,KKW PHILIPPSBURG 2,50,119.39,EOM,,experiment_cement_plant_case
2019-01-02 06:00:00,2019-01-02 07:00:00,25.452,50,south,KKW PHILIPPSBURG 2_13,KKW PHILIPPSBURG 2,50,119.39,EOM,,experiment_cement_plant_case
2019-01-02 07:00:00,2019-01-02 08:00:00,25.452,50,south,KKW PHILIPPSBURG 2_16,KKW PHILIPPSBURG 2,50,119.39,EOM,,experiment_cement_plant_case
2019-01-02 07:00:00,2019-01-02 08:00:00,25.452,50,south,KKW PHILIPPSBURG 2_15,KKW PHILIPPSBURG 2,50,119.39,EOM,,experiment_cement_plant_case
2019-01-02 08:00:00,2019-01-02 09:00:00,25.452,50,south,KKW PHILIPPSBURG 2_18,KKW PHILIPPSBURG 2,50,119.39,EOM,,experiment_cement_plant_case
2019-01-02 08:00:00,2019-01-02 09:00:00,25.452,50,south,KKW PHILIPPSBURG 2_17,KKW PHILIPPSBURG 2,50,119.39,EOM,,experiment_cement_plant_case
2019-01-02 09:00:00,2019-01-02 10:00:00,25.452,50,south,KKW PHILIPPSBURG 2_20,KKW PHILIPPSBURG 2,50,119.39,EOM,,experiment_cement_plant_case
2019-01-02 09:00:00,2019-01-02 10:00:00,25.452,50,south,KKW PHILIPPSBURG 2_19,KKW PHILIPPSBURG 2,50,119.39,EOM,,experiment_cement_plant_case
2019-01-02 10:00:00,2019-01-02 11:00:00,25.452,50,south,KKW PHILIPPSBURG 2_21,KKW PHILIPPSBURG 2,50,119.39,EOM,,experiment_cement_plant_case
2019-01-02 10:00:00,2019-01-02 11:00:00,25.452,50,south,KKW PHILIPPSBURG 2_22,KKW PHILIPPSBURG 2,50,119.39,EOM,,experiment_cement_plant_case
2019-01-02 11:00:00,2019-01-02 12:00:00,25.452,50,south,KKW PHILIPPSBURG 2_23,KKW PHILIPPSBURG 2,50,119.39,EOM,,experiment_cement_plant_case
2019-01-02 11:00:00,2019-01-02 12:00:00,25.452,50,south,KKW PHILIPPSBURG 2_24,KKW PHILIPPSBURG 2,50,119.39,EOM,,experiment_cement_plant_case
2019-01-02 12:00:00,2019-01-02 13:00:00,25.452,50,south,KKW PHILIPPSBURG 2_26,KKW PHILIPPSBURG 2,50,119.39,EOM,,experiment_cement_plant_case
2019-01-02 12:00:00,2019-01-02 13:00:00,25.452,50,south,KKW PHILIPPSBURG 2_25,KKW PHILIPPSBURG 2,50,119.39,EOM,,experiment_cement_plant_case
2019-01-02 13:00:00,2019-01-02 14:00:00,25.452,50,south,KKW PHILIPPSBURG 2_28,KKW PHILIPPSBURG 2,50,119.39,EOM,,experiment_cement_plant_case
2019-01-02 13:00:00,2019-01-02 14:00:00,25.452,50,south,KKW PHILIPPSBURG 2_27,KKW PHILIPPSBURG 2,50,119.39,EOM,,experiment_cement_plant_case
2019-01-02 14:00:00,2019-01-02 15:00:00,25.452,50,south,KKW PHILIPPSBURG 2_30,KKW PHILIPPSBURG 2,50,119.39,EOM,,experiment_cement_plant_case
2019-01-02 14:00:00,2019-01-02 15:00:00,25.452,50,south,KKW PHILIPPSBURG 2_29,KKW PHILIPPSBURG 2,50,119.39,EOM,,experiment_cement_plant_case
2019-01-02 15:00:00,2019-01-02 16:00:00,25.452,50,south,KKW PHILIPPSBURG 2_32,KKW PHILIPPSBURG 2,50,119.39,EOM,,experiment_cement_plant_case
2019-01-02 15:00:00,2019-01-02 16:00:00,25.452,50,south,KKW PHILIPPSBURG 2_31,KKW PHILIPPSBURG 2,50,119.39,EOM,,experiment_cement_plant_case
2019-01-02 16:00:00,2019-01-02 17:00:00,25.452,50,south,KKW PHILIPPSBURG 2_34,KKW PHILIPPSBURG 2,50,119.39,EOM,,experiment_cement_plant_case
2019-01-02 16:00:00,2019-01-02 17:00:00,25.452,50,south,KKW PHILIPPSBURG 2_33,KKW PHILIPPSBURG 2,50,119.39,EOM,,experiment_cement_plant_case
2019-01-02 17:00:00,2019-01-02 18:00:00,25.452,50,south,KKW PHILIPPSBURG 2_36,KKW PHILIPPSBURG 2,50,92.118,EOM,,experiment_cement_plant_case
2019-01-02 17:00:00,2019-01-02 18:00:00,25.452,50,south,KKW PHILIPPSBURG 2_35,KKW PHILIPPSBURG 2,50,92.118,EOM,,experiment_cement_plant_case
2019-01-02 18:00:00,2019-01-02 19:00:00,25.452,50,south,KKW PHILIPPSBURG 2_38,KKW PHILIPPSBURG 2,50,92.118,EOM,,experiment_cement_plant_case
2019-01-02 18:00:00,2019-01-02 19:00:00,25.452,50,south,KKW PHILIPPSBURG 2_37,KKW PHILIPPSBURG 2,50,92.118,EOM,,experiment_cement_plant_case
2019-01-02 19:00:00,2019-01-02 20:00:00,25.452,50,south,KKW PHILIPPSBURG 2_39,KKW PHILIPPSBURG 2,50,119.39,EOM,,experiment_cement_plant_case
2019-01-02 19:00:00,2019-01-02 20:00:00,25.452,50,south,KKW PHILIPPSBURG 2_40,KKW PHILIPPSBURG 2,50,119.39,EOM,,experiment_cement_plant_case
2019-01-02 20:00:00,2019-01-02 21:00:00,25.452,50,south,KKW PHILIPPSBURG 2_42,KKW PHILIPPSBURG 2,50,119.39,EOM,,experiment_cement_plant_case
2019-01-02 20:00:00,2019-01-02 21:00:00,25.452,50,south,KKW PHILIPPSBURG 2_41,KKW PHILIPPSBURG 2,50,119.39,EOM,,experiment_cement_plant_case
2019-01-02 21:00:00,2019-01-02 22:00:00,25.452,50,south,KKW PHILIPPSBURG 2_44,KKW PHILIPPSBURG 2,50,119.39,EOM,,experiment_cement_plant_case
2019-01-02 21:00:00,2019-01-02 22:00:00,25.452,50,south,KKW PHILIPPSBURG 2_43,KKW PHILIPPSBURG 2,50,119.39,EOM,,experiment_cement_plant_case
2019-01-02 22:00:00,2019-01-02 23:00:00,25.452,50,south,KKW PHILIPPSBURG 2_46,KKW PHILIPPSBURG 2,50,119.39,EOM,,experiment_cement_plant_case
2019-01-02 22:00:00,2019-01-02 23:00:00,25.452,50,south,KKW PHILIPPSBURG 2_45,KKW PHILIPPSBURG 2,50,119.39,EOM,,experiment_cement_plant_case
2019-01-02 23:00:00,2019-01-03 00:00:00,25.452,50,south,KKW PHILIPPSBURG 2_48,KKW PHILIPPSBURG 2,50,119.39,EOM,,experiment_cement_plant_case
2019-01-02 23:00:00,2019-01-03 00:00:00,25.452,50,south,KKW PHILIPPSBURG 2_47,KKW PHILIPPSBURG 2,50,119.39,EOM,,experiment_cement_plant_case
2019-01-02 00:00:00,2019-01-02 01:00:00,119.39,10,north,Reserve unit 1_1,Reserve unit 1,10,119.39,EOM,,experiment_cement_plant_case
2019-01-02 00:00:00,2019-01-02 01:00:00,119.39,40,north,Reserve unit 1_2,Reserve unit 1,40,119.39,EOM,,experiment_cement_plant_case
2019-01-02 01:00:00,2019-01-02 02:00:00,119.39,90,north,Reserve unit 1_4,Reserve unit 1,90,119.39,EOM,,experiment_cement_plant_case
2019-01-02 01:00:00,2019-01-02 02:00:00,119.39,10,north,Reserve unit 1_3,Reserve unit 1,10,119.39,EOM,,experiment_cement_plant_case
2019-01-02 02:00:00,2019-01-02 03:00:00,119.39,50,north,Reserve unit 1_5,Reserve unit 1,50,119.39,EOM,,experiment_cement_plant_case
2019-01-02 02:00:00,2019-01-02 03:00:00,119.39,50,north,Reserve unit 1_6,Reserve unit 1,50,119.39,EOM,,experiment_cement_plant_case
2019-01-02 03:00:00,2019-01-02 04:00:00,119.39,50,north,Reserve unit 1_8,Reserve unit 1,50,119.39,EOM,,experiment_cement_plant_case
2019-01-02 03:00:00,2019-01-02 04:00:00,119.39,50,north,Reserve unit 1_7,Reserve unit 1,50,119.39,EOM,,experiment_cement_plant_case
2019-01-02 04:00:00,2019-01-02 05:00:00,119.39,50,north,Reserve unit 1_10,Reserve unit 1,50,119.39,EOM,,experiment_cement_plant_case
2019-01-02 04:00:00,2019-01-02 05:00:00,119.39,50,north,Reserve unit 1_9,Reserve unit 1,50,119.39,EOM,,experiment_cement_plant_case
2019-01-02 05:00:00,2019-01-02 06:00:00,119.39,50,north,Reserve unit 1_12,Reserve unit 1,50,119.39,EOM,,experiment_cement_plant_case
2019-01-02 05:00:00,2019-01-02 06:00:00,119.39,50,north,Reserve unit 1_11,Reserve unit 1,50,119.39,EOM,,experiment_cement_plant_case
2019-01-02 06:00:00,2019-01-02 07:00:00,119.39,50,north,Reserve unit 1_14,Reserve unit 1,50,119.39,EOM,,experiment_cement_plant_case
2019-01-02 06:00:00,2019-01-02 07:00:00,119.39,50,north,Reserve unit 1_13,Reserve unit 1,50,119.39,EOM,,experiment_cement_plant_case
2019-01-02 07:00:00,2019-01-02 08:00:00,119.39,50,north,Reserve unit 1_16,Reserve unit 1,50,119.39,EOM,,experiment_cement_plant_case
2019-01-02 07:00:00,2019-01-02 08:00:00,119.39,50,north,Reserve unit 1_15,Reserve unit 1,50,119.39,EOM,,experiment_cement_plant_case
2019-01-02 08:00:00,2019-01-02 09:00:00,119.39,50,north,Reserve unit 1_17,Reserve unit 1,50,119.39,EOM,,experiment_cement_plant_case
2019-01-02 08:00:00,2019-01-02 09:00:00,119.39,50,north,Reserve unit 1_18,Reserve unit 1,50,119.39,EOM,,experiment_cement_plant_case
2019-01-02 09:00:00,2019-01-02 10:00:00,119.39,50,north,Reserve unit 1_20,Reserve unit 1,50,119.39,EOM,,experiment_cement_plant_case
2019-01-02 09:00:00,2019-01-02 10:00:00,119.39,50,north,Reserve unit 1_19,Reserve unit 1,50,119.39,EOM,,experiment_cement_plant_case
2019-01-02 10:00:00,2019-01-02 11:00:00,119.39,50,north,Reserve unit 1_21,Reserve unit 1,50,119.39,EOM,,experiment_cement_plant_case
2019-01-02 10:00:00,2019-01-02 11:00:00,119.39,50,north,Reserve unit 1_22,Reserve unit 1,50,119.39,EOM,,experiment_cement_plant_case
2019-01-02 11:00:00,2019-01-02 12:00:00,119.39,50,north,Reserve unit 1_23,Reserve unit 1,50,119.39,EOM,,experiment_cement_plant_case
2019-01-02 11:00:00,2019-01-02 12:00:00,119.39,50,north,Reserve unit 1_24,Reserve unit 1,50,119.39,EOM,,experiment_cement_plant_case
2019-01-02 12:00:00,2019-01-02 13:00:00,119.39,50,north,Reserve unit 1_25,Reserve unit 1,50,119.39,EOM,,experiment_cement_plant_case
2019-01-02 12:00:00,2019-01-02 13:00:00,119.39,50,north,Reserve unit 1_26,Reserve unit 1,50,119.39,EOM,,experiment_cement_plant_case
2019-01-02 13:00:00,2019-01-02 14:00:00,119.39,50,north,Reserve unit 1_27,Reserve unit 1,50,119.39,EOM,,experiment_cement_plant_case
2019-01-02 13:00:00,2019-01-02 14:00:00,119.39,50,north,Reserve unit 1_28,Reserve unit 1,50,119.39,EOM,,experiment_cement_plant_case
2019-01-02 14:00:00,2019-01-02 15:00:00,119.39,50,north,Reserve unit 1_30,Reserve unit 1,50,119.39,EOM,,experiment_cement_plant_case
2019-01-02 14:00:00,2019-01-02 15:00:00,119.39,50,north,Reserve unit 1_29,Reserve unit 1,10.394,119.39,EOM,,experiment_cement_plant_case
2019-01-02 15:00:00,2019-01-02 16:00:00,119.39,50,north,Reserve unit 1_32,Reserve unit 1,27.233,119.39,EOM,,experiment_cement_plant_case
2019-01-02 16:00:00,2019-01-02 17:00:00,119.39,50,north,Reserve unit 1_34,Reserve unit 1,3.8691,119.39,EOM,,experiment_cement_plant_case
2019-01-02 19:00:00,2019-01-02 20:00:00,119.39,50,north,Reserve unit 1_40,Reserve unit 1,4.6236,119.39,EOM,,experiment_cement_plant_case
2019-01-02 20:00:00,2019-01-02 21:00:00,119.39,50,north,Reserve unit 1_42,Reserve unit 1,28.433,119.39,EOM,,experiment_cement_plant_case
2019-01-02 21:00:00,2019-01-02 22:00:00,119.39,50,north,Reserve unit 1_44,Reserve unit 1,50,119.39,EOM,,experiment_cement_plant_case
2019-01-02 21:00:00,2019-01-02 22:00:00,119.39,50,north,Reserve unit 1_43,Reserve unit 1,11.956,119.39,EOM,,experiment_cement_plant_case
2019-01-02 22:00:00,2019-01-02 23:00:00,119.39,50,north,Reserve unit 1_46,Reserve unit 1,50,119.39,EOM,,experiment_cement_plant_case
2019-01-02 22:00:00,2019-01-02 23:00:00,119.39,50,north,Reserve unit 1_45,Reserve unit 1,50,119.39,EOM,,experiment_cement_plant_case
2019-01-02 23:00:00,2019-01-03 00:00:00,119.39,50,north,Reserve unit 1_47,Reserve unit 1,50,119.39,EOM,,experiment_cement_plant_case
2019-01-02 23:00:00,2019-01-03 00:00:00,119.39,50,north,Reserve unit 1_48,Reserve unit 1,50,119.39,EOM,,experiment_cement_plant_case
2019-01-02 00:00:00,2019-01-02 01:00:00,92.118,10,south,Reserve unit 2_1,Reserve unit 2,10,119.39,EOM,,experiment_cement_plant_case
2019-01-02 00:00:00,2019-01-02 01:00:00,92.118,40,south,Reserve unit 2_2,Reserve unit 2,40,119.39,EOM,,experiment_cement_plant_case
2019-01-02 01:00:00,2019-01-02 02:00:00,92.118,10,south,Reserve unit 2_3,Reserve unit 2,10,119.39,EOM,,experiment_cement_plant_case
2019-01-02 01:00:00,2019-01-02 02:00:00,92.118,90,south,Reserve unit 2_4,Reserve unit 2,90,119.39,EOM,,experiment_cement_plant_case
2019-01-02 02:00:00,2019-01-02 03:00:00,92.118,50,south,Reserve unit 2_6,Reserve unit 2,50,119.39,EOM,,experiment_cement_plant_case
2019-01-02 02:00:00,2019-01-02 03:00:00,92.118,50,south,Reserve unit 2_5,Reserve unit 2,50,119.39,EOM,,experiment_cement_plant_case
2019-01-02 03:00:00,2019-01-02 04:00:00,92.118,50,south,Reserve unit 2_7,Reserve unit 2,50,119.39,EOM,,experiment_cement_plant_case
2019-01-02 03:00:00,2019-01-02 04:00:00,92.118,50,south,Reserve unit 2_8,Reserve unit 2,50,119.39,EOM,,experiment_cement_plant_case
2019-01-02 04:00:00,2019-01-02 05:00:00,92.118,50,south,Reserve unit 2_10,Reserve unit 2,50,119.39,EOM,,experiment_cement_plant_case
2019-01-02 04:00:00,2019-01-02 05:00:00,92.118,50,south,Reserve unit 2_9,Reserve unit 2,50,119.39,EOM,,experiment_cement_plant_case
2019-01-02 05:00:00,2019-01-02 06:00:00,92.118,50,south,Reserve unit 2_12,Reserve unit 2,50,119.39,EOM,,experiment_cement_plant_case
2019-01-02 05:00:00,2019-01-02 06:00:00,92.118,50,south,Reserve unit 2_11,Reserve unit 2,50,119.39,EOM,,experiment_cement_plant_case
2019-01-02 06:00:00,2019-01-02 07:00:00,92.118,50,south,Reserve unit 2_13,Reserve unit 2,50,119.39,EOM,,experiment_cement_plant_case
2019-01-02 06:00:00,2019-01-02 07:00:00,92.118,50,south,Reserve unit 2_14,Reserve unit 2,50,119.39,EOM,,experiment_cement_plant_case
2019-01-02 07:00:00,2019-01-02 08:00:00,92.118,50,south,Reserve unit 2_16,Reserve unit 2,50,119.39,EOM,,experiment_cement_plant_case
2019-01-02 07:00:00,2019-01-02 08:00:00,92.118,50,south,Reserve unit 2_15,Reserve unit 2,50,119.39,EOM,,experiment_cement_plant_case
2019-01-02 08:00:00,2019-01-02 09:00:00,92.118,50,south,Reserve unit 2_18,Reserve unit 2,50,119.39,EOM,,experiment_cement_plant_case
2019-01-02 08:00:00,2019-01-02 09:00:00,92.118,50,south,Reserve unit 2_17,Reserve unit 2,50,119.39,EOM,,experiment_cement_plant_case
2019-01-02 09:00:00,2019-01-02 10:00:00,92.118,50,south,Reserve unit 2_19,Reserve unit 2,50,119.39,EOM,,experiment_cement_plant_case
2019-01-02 09:00:00,2019-01-02 10:00:00,92.118,50,south,Reserve unit 2_20,Reserve unit 2,50,119.39,EOM,,experiment_cement_plant_case
2019-01-02 10:00:00,2019-01-02 11:00:00,92.118,50,south,Reserve unit 2_22,Reserve unit 2,50,119.39,EOM,,experiment_cement_plant_case
2019-01-02 10:00:00,2019-01-02 11:00:00,92.118,50,south,Reserve unit 2_21,Reserve unit 2,50,119.39,EOM,,experiment_cement_plant_case
2019-01-02 11:00:00,2019-01-02 12:00:00,92.118,50,south,Reserve unit 2_24,Reserve unit 2,50,119.39,EOM,,experiment_cement_plant_case
2019-01-02 11:00:00,2019-01-02 12:00:00,92.118,50,south,Reserve unit 2_23,Reserve unit 2,50,119.39,EOM,,experiment_cement_plant_case
2019-01-02 12:00:00,2019-01-02 13:00:00,92.118,50,south,Reserve unit 2_26,Reserve unit 2,50,119.39,EOM,,experiment_cement_plant_case
2019-01-02 12:00:00,2019-01-02 13:00:00,92.118,50,south,Reserve unit 2_25,Reserve unit 2,50,119.39,EOM,,experiment_cement_plant_case
2019-01-02 13:00:00,2019-01-02 14:00:00,92.118,50,south,Reserve unit 2_27,Reserve unit 2,50,119.39,EOM,,experiment_cement_plant_case
2019-01-02 13:00:00,2019-01-02 14:00:00,92.118,50,south,Reserve unit 2_28,Reserve unit 2,50,119.39,EOM,,experiment_cement_plant_case
2019-01-02 14:00:00,2019-01-02 15:00:00,92.118,50,south,Reserve unit 2_30,Reserve unit 2,50,119.39,EOM,,experiment_cement_plant_case
2019-01-02 14:00:00,2019-01-02 15:00:00,92.118,50,south,Reserve unit 2_29,Reserve unit 2,50,119.39,EOM,,experiment_cement_plant_case
2019-01-02 15:00:00,2019-01-02 16:00:00,92.118,50,south,Reserve unit 2_31,Reserve unit 2,50,119.39,EOM,,experiment_cement_plant_case
2019-01-02 15:00:00,2019-01-02 16:00:00,92.118,50,south,Reserve unit 2_32,Reserve unit 2,50,119.39,EOM,,experiment_cement_plant_case
2019-01-02 16:00:00,2019-01-02 17:00:00,92.118,50,south,Reserve unit 2_33,Reserve unit 2,50,119.39,EOM,,experiment_cement_plant_case
2019-01-02 16:00:00,2019-01-02 17:00:00,92.118,50,south,Reserve unit 2_34,Reserve unit 2,50,119.39,EOM,,experiment_cement_plant_case
2019-01-02 17:00:00,2019-01-02 18:00:00,92.118,50,south,Reserve unit 2_35,Reserve unit 2,50,92.118,EOM,,experiment_cement_plant_case
2019-01-02 17:00:00,2019-01-02 18:00:00,92.118,50,south,Reserve unit 2_36,Reserve unit 2,41.905,92.118,EOM,,experiment_cement_plant_case
2019-01-02 18:00:00,2019-01-02 19:00:00,92.118,50,south,Reserve unit 2_38,Reserve unit 2,50,92.118,EOM,,experiment_cement_plant_case
2019-01-02 18:00:00,2019-01-02 19:00:00,92.118,50,south,Reserve unit 2_37,Reserve unit 2,42.163,92.118,EOM,,experiment_cement_plant_case
2019-01-02 19:00:00,2019-01-02 20:00:00,92.118,50,south,Reserve unit 2_40,Reserve unit 2,50,119.39,EOM,,experiment_cement_plant_case
2019-01-02 19:00:00,2019-01-02 20:00:00,92.118,50,south,Reserve unit 2_39,Reserve unit 2,50,119.39,EOM,,experiment_cement_plant_case
2019-01-02 20:00:00,2019-01-02 21:00:00,92.118,50,south,Reserve unit 2_41,Reserve unit 2,50,119.39,EOM,,experiment_cement_plant_case
2019-01-02 20:00:00,2019-01-02 21:00:00,92.118,50,south,Reserve unit 2_42,Reserve unit 2,50,119.39,EOM,,experiment_cement_plant_case
