name,technology,bidding_EOM,bidding_redispatch,bidding_CRM_pos,bidding_CRM_neg,max_power_charge,max_power_discharge,efficiency_charge,efficiency_discharge,min_soc,max_soc,additional_cost_charge,additional_cost_discharge,natural_inflow,unit_operator,node
battery_li_ion45,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,15.150378,15.150378,0.95,0.95,1,24.090276,0.28,0.28,0,battery_operator_45,DE162-380
battery_li_ion46,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,33.508493,33.508493,0.95,0.95,1,64.832188,0.28,0.28,0,battery_operator_46,DE163-220
battery_li_ion47,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,17.511106,17.511106,0.95,0.95,1,29.047934,0.28,0.28,0,battery_operator_47,DE165-380
battery_li_ion48,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,12.663316,12.663316,0.95,0.95,1,19.898955,0.28,0.28,0,battery_operator_48,DE166-220
battery_li_ion49,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,7.53161,7.53161,0.95,0.95,1,14.4701,0.28,0.28,0,battery_operator_49,DE167-380
battery_li_ion50,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,13.54287,13.54287,0.95,0.95,1,21.014426,0.28,0.28,0,battery_operator_50,DE168-380
battery_li_ion51,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,11.591907,11.591907,0.95,0.95,1,19.000603,0.28,0.28,0,battery_operator_51,DE169-220
battery_li_ion52,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,10.468246,10.468246,0.95,0.95,1,24.792102,0.28,0.28,0,battery_operator_52,DE17-380
battery_li_ion53,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,3.585102,3.585102,0.95,0.95,1,6.03589,0.28,0.28,0,battery_operator_53,DE170-380
battery_li_ion54,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,31.708406,31.708406,0.95,0.95,1,51.432118,0.28,0.28,0,battery_operator_54,DE171-220
battery_li_ion55,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,4.663354,4.663354,0.95,0.95,1,7.61131,0.28,0.28,0,battery_operator_55,DE173-220
battery_li_ion56,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,11.884272,11.884272,0.95,0.95,1,20.102906,0.28,0.28,0,battery_operator_56,DE174-220
battery_li_ion57,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,19.154878,19.154878,0.95,0.95,1,29.481584,0.28,0.28,0,battery_operator_57,DE175-220
battery_li_ion58,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,9.074313,9.074313,0.95,0.95,1,13.175002,0.28,0.28,0,battery_operator_58,DE177-220
battery_li_ion59,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,14.348497,14.348497,0.95,0.95,1,27.817463,0.28,0.28,0,battery_operator_59,DE180-220
battery_li_ion60,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,5.33497,5.33497,0.95,0.95,1,9.367175,0.28,0.28,0,battery_operator_60,DE182-380
battery_li_ion61,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,10.264761,10.264761,0.95,0.95,1,19.39047,0.28,0.28,0,battery_operator_61,DE183-220
battery_li_ion62,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,6.655616,6.655616,0.95,0.95,1,11.274157,0.28,0.28,0,battery_operator_62,DE184-380
battery_li_ion63,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,11.037821,11.037821,0.95,0.95,1,21.632373,0.28,0.28,0,battery_operator_63,DE186-380
battery_li_ion64,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,7.872946,7.872946,0.95,0.95,1,15.147461,0.28,0.28,0,battery_operator_64,DE187-380
battery_li_ion65,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,3.882889,3.882889,0.95,0.95,1,13.947558,0.28,0.28,0,battery_operator_65,DE188-380
battery_li_ion66,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,22.937392,22.937392,0.95,0.95,1,44.730756,0.28,0.28,0,battery_operator_66,DE19-380
battery_li_ion67,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,5.868268,5.868268,0.95,0.95,1,11.835945,0.28,0.28,0,battery_operator_67,DE191-380
battery_li_ion68,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,9.943572,9.943572,0.95,0.95,1,16.068152,0.28,0.28,0,battery_operator_68,DE194-220
battery_li_ion69,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,11.459355,11.459355,0.95,0.95,1,15.205068,0.28,0.28,0,battery_operator_69,DE195-380
battery_li_ion70,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,23.697358,23.697358,0.95,0.95,1,44.154363,0.28,0.28,0,battery_operator_70,DE196-380
battery_li_ion71,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,7.528865,7.528865,0.95,0.95,1,12.865743,0.28,0.28,0,battery_operator_71,DE197-380
battery_li_ion72,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,26.780744,26.780744,0.95,0.95,1,45.92016,0.28,0.28,0,battery_operator_72,DE199-380
battery_li_ion73,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,24.088391,24.088391,0.95,0.95,1,40.09332,0.28,0.28,0,battery_operator_73,DE20-380
battery_li_ion74,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,24.62197,24.62197,0.95,0.95,1,48.279939,0.28,0.28,0,battery_operator_74,DE200-380
battery_li_ion75,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,12.997769,12.997769,0.95,0.95,1,23.67421,0.28,0.28,0,battery_operator_75,DE201-220
battery_li_ion76,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,4.348079,4.348079,0.95,0.95,1,7.271484,0.28,0.28,0,battery_operator_76,DE202-220
battery_li_ion77,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,14.853964,14.853964,0.95,0.95,1,25.027746,0.28,0.28,0,battery_operator_77,DE202-380
battery_li_ion78,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,6.933271,6.933271,0.95,0.95,1,13.14708,0.28,0.28,0,battery_operator_78,DE204-220
battery_li_ion79,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,3.662676,3.662676,0.95,0.95,1,6.499242,0.28,0.28,0,battery_operator_79,DE205-220
battery_li_ion80,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,6.489213,6.489213,0.95,0.95,1,12.150887,0.28,0.28,0,battery_operator_80,DE207-380
battery_li_ion81,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,302.824427,302.824427,0.95,0.95,1,664.969255,0.28,0.28,0,battery_operator_81,DE208-380
battery_li_ion82,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,11.77467,11.77467,0.95,0.95,1,22.835735,0.28,0.28,0,battery_operator_82,DE209-380
battery_li_ion83,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,11.982822,11.982822,0.95,0.95,1,20.222486,0.28,0.28,0,battery_operator_83,DE21-220
battery_li_ion84,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,13.717001,13.717001,0.95,0.95,1,26.604486,0.28,0.28,0,battery_operator_84,DE211-220
battery_li_ion85,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,6.365014,6.365014,0.95,0.95,1,11.723967,0.28,0.28,0,battery_operator_85,DE212-220
battery_li_ion86,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,3.958773,3.958773,0.95,0.95,1,6.982092,0.28,0.28,0,battery_operator_86,DE213-380
battery_li_ion87,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,11.356698,11.356698,0.95,0.95,1,21.822577,0.28,0.28,0,battery_operator_87,DE22-220
battery_li_ion88,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,7.665637,7.665637,0.95,0.95,1,12.653471,0.28,0.28,0,battery_operator_88,DE22-380
battery_li_ion89,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,8.80747,8.80747,0.95,0.95,1,16.925061,0.28,0.28,0,battery_operator_89,DE24-380
battery_li_ion90,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,85.092155,85.092155,0.95,0.95,1,312.494073,0.28,0.28,0,battery_operator_90,DE25-380
battery_li_ion91,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,26.470907,26.470907,0.95,0.95,1,53.989587,0.28,0.28,0,battery_operator_91,DE26-380
battery_li_ion92,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,11.903735,11.903735,0.95,0.95,1,22.904545,0.28,0.28,0,battery_operator_92,DE28-380
battery_li_ion93,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,23.280814,23.280814,0.95,0.95,1,43.154342,0.28,0.28,0,battery_operator_93,DE29-220
battery_li_ion94,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,10.364129,10.364129,0.95,0.95,1,16.896922,0.28,0.28,0,battery_operator_94,DE30-380
battery_li_ion95,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,16.432437,16.432437,0.95,0.95,1,25.323438,0.28,0.28,0,battery_operator_95,DE31-380
battery_li_ion96,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,11.473066,11.473066,0.95,0.95,1,16.42855,0.28,0.28,0,battery_operator_96,DE33-380
battery_li_ion97,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,11.033949,11.033949,0.95,0.95,1,26.661514,0.28,0.28,0,battery_operator_97,DE36-220
battery_li_ion98,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,13.307943,13.307943,0.95,0.95,1,25.302142,0.28,0.28,0,battery_operator_98,DE37-220
battery_li_ion99,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,9.749001,9.749001,0.95,0.95,1,14.930389,0.28,0.28,0,battery_operator_99,DE38-220
battery_li_ion100,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,8.364762,8.364762,0.95,0.95,1,16.066209,0.28,0.28,0,battery_operator_100,DE39-220
battery_li_ion101,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,20.615319,20.615319,0.95,0.95,1,39.471129,0.28,0.28,0,battery_operator_101,DE4-220
battery_li_ion102,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,5.773859,5.773859,0.95,0.95,1,8.580854,0.28,0.28,0,battery_operator_102,DE40-220
battery_li_ion103,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,17.471873,17.471873,0.95,0.95,1,27.281485,0.28,0.28,0,battery_operator_103,DE42-220
battery_li_ion104,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,23.08647,23.08647,0.95,0.95,1,36.030846,0.28,0.28,0,battery_operator_104,DE44-380
battery_li_ion105,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,15.010395,15.010395,0.95,0.95,1,22.779672,0.28,0.28,0,battery_operator_105,DE45-380
battery_li_ion106,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,22.367207,22.367207,0.95,0.95,1,44.840705,0.28,0.28,0,battery_operator_106,DE46-380
battery_li_ion107,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,81.301626,81.301626,0.95,0.95,1,170.37691,0.28,0.28,0,battery_operator_107,DE47-220
battery_li_ion108,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,4.921149,4.921149,0.95,0.95,1,7.908378,0.28,0.28,0,battery_operator_108,DE49-380
battery_li_ion109,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,15.325685,15.325685,0.95,0.95,1,24.053083,0.28,0.28,0,battery_operator_109,DE5-380
battery_li_ion110,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,17.141797,17.141797,0.95,0.95,1,28.97504,0.28,0.28,0,battery_operator_110,DE50-380
battery_li_ion111,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,13.537156,13.537156,0.95,0.95,1,22.627949,0.28,0.28,0,battery_operator_111,DE51-220
battery_li_ion112,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,17.648149,17.648149,0.95,0.95,1,29.35403,0.28,0.28,0,battery_operator_112,DE52-220
battery_li_ion113,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,19.303223,19.303223,0.95,0.95,1,35.317853,0.28,0.28,0,battery_operator_113,DE53-380
battery_li_ion114,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,14.926665,14.926665,0.95,0.95,1,31.880722,0.28,0.28,0,battery_operator_114,DE54-380
battery_li_ion115,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,14.150804,14.150804,0.95,0.95,1,30.49532,0.28,0.28,0,battery_operator_115,DE56-380
battery_li_ion116,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,18.198605,18.198605,0.95,0.95,1,35.123919,0.28,0.28,0,battery_operator_116,DE58-380
battery_li_ion117,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,3.6917,3.6917,0.95,0.95,1,6.200986,0.28,0.28,0,battery_operator_117,DE59-220
battery_li_ion118,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,flexable_pos_crm_storage,flexable_neg_crm_storage,7.422629,7.422629,0.95,0.95,1,11.735461,0.28,0.28,0,battery_operator_118,DE61-380
