,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
107,0.71476,0.71476,0.71476,0.71476,0.71476,0.71476,0.71476,0.71476,0.71476,0.71476,0.71476,0.71476,0.71476,0.71476,0.71476,0.71476,0.71476,0.71476,0.71476,0.71476,0.71476,0.71476,0.71476,0.71476,0.71476,0.71476,0.71476,0.71476,0.71476,0.71476,0.71476,0.71476,0.71476,0.71476,0.71476,0.71476,0.71476,0.71476,0.71476,0.71476,0.71476,0.71476,0.71476,0.71476,0.71476,0.71476,0.71476,0.71476,0.71476,0.71476
108,0.70198,0.70198,0.70198,0.70198,0.70198,0.70198,0.70198,0.70198,0.70198,0.70198,0.70198,0.70198,0.70198,0.70198,0.70198,0.70198,0.70198,0.70198,0.70198,0.70198,0.70198,0.70198,0.70198,0.70198,0.70198,0.70198,0.70198,0.70198,0.70198,0.70198,0.70198,0.70198,0.70198,0.70198,0.70198,0.70198,0.70198,0.70198,0.70198,0.70198,0.70198,0.70198,0.70198,0.70198,0.70198,0.70198,0.70198,0.70198,0.70198,0.70198
109,0.68791,0.68791,0.68791,0.68791,0.68791,0.68791,0.68791,0.68791,0.68791,0.68791,0.68791,0.68791,0.68791,0.68791,0.68791,0.68791,0.68791,0.68791,0.68791,0.68791,0.68791,0.68791,0.68791,0.68791,0.68791,0.68791,0.68791,0.68791,0.68791,0.68791,0.68791,0.68791,0.68791,0.68791,0.68791,0.68791,0.68791,0.68791,0.68791,0.68791,0.68791,0.68791,0.68791,0.68791,0.68791,0.68791,0.68791,0.68791,0.68791,0.68791
110,0.67703,0.67703,0.67703,0.67703,0.67703,0.67703,0.67703,0.67703,0.67703,0.67703,0.67703,0.67703,0.67703,0.67703,0.67703,0.67703,0.67703,0.67703,0.67703,0.67703,0.67703,0.67703,0.67703,0.67703,0.67703,0.67703,0.67703,0.67703,0.67703,0.67703,0.67703,0.67703,0.67703,0.67703,0.67703,0.67703,0.67703,0.67703,0.67703,0.67703,0.67703,0.67703,0.67703,0.67703,0.67703,0.67703,0.67703,0.67703,0.67703,0.67703
111,0.66745,0.66745,0.66745,0.66745,0.66745,0.66745,0.66745,0.66745,0.66745,0.66745,0.66745,0.66745,0.66745,0.66745,0.66745,0.66745,0.66745,0.66745,0.66745,0.66745,0.66745,0.66745,0.66745,0.66745,0.66745,0.66745,0.66745,0.66745,0.66745,0.66745,0.66745,0.66745,0.66745,0.66745,0.66745,0.66745,0.66745,0.66745,0.66745,0.66745,0.66745,0.66745,0.66745,0.66745,0.66745,0.66745,0.66745,0.66745,0.66745,0.66745
112,0.67528,0.67528,0.67528,0.67528,0.67528,0.67528,0.67528,0.67528,0.67528,0.67528,0.67528,0.67528,0.67528,0.67528,0.67528,0.67528,0.67528,0.67528,0.67528,0.67528,0.67528,0.67528,0.67528,0.67528,0.67528,0.67528,0.67528,0.67528,0.67528,0.67528,0.67528,0.67528,0.67528,0.67528,0.67528,0.67528,0.67528,0.67528,0.67528,0.67528,0.67528,0.67528,0.67528,0.67528,0.67528,0.67528,0.67528,0.67528,0.67528,0.67528
113,0.70482,0.70482,0.70482,0.70482,0.70482,0.70482,0.70482,0.70482,0.70482,0.70482,0.70482,0.70482,0.70482,0.70482,0.70482,0.70482,0.70482,0.70482,0.70482,0.70482,0.70482,0.70482,0.70482,0.70482,0.70482,0.70482,0.70482,0.70482,0.70482,0.70482,0.70482,0.70482,0.70482,0.70482,0.70482,0.70482,0.70482,0.70482,0.70482,0.70482,0.70482,0.70482,0.70482,0.70482,0.70482,0.70482,0.70482,0.70482,0.70482,0.70482
114,0.70311,0.70311,0.70311,0.70311,0.70311,0.70311,0.70311,0.70311,0.70311,0.70311,0.70311,0.70311,0.70311,0.70311,0.70311,0.70311,0.70311,0.70311,0.70311,0.70311,0.70311,0.70311,0.70311,0.70311,0.70311,0.70311,0.70311,0.70311,0.70311,0.70311,0.70311,0.70311,0.70311,0.70311,0.70311,0.70311,0.70311,0.70311,0.70311,0.70311,0.70311,0.70311,0.70311,0.70311,0.70311,0.70311,0.70311,0.70311,0.70311,0.70311
115,0.66449,0.66449,0.66449,0.66449,0.66449,0.66449,0.66449,0.66449,0.66449,0.66449,0.66449,0.66449,0.66449,0.66449,0.66449,0.66449,0.66449,0.66449,0.66449,0.66449,0.66449,0.66449,0.66449,0.66449,0.66449,0.66449,0.66449,0.66449,0.66449,0.66449,0.66449,0.66449,0.66449,0.66449,0.66449,0.66449,0.66449,0.66449,0.66449,0.66449,0.66449,0.66449,0.66449,0.66449,0.66449,0.66449,0.66449,0.66449,0.66449,0.66449
116,0.62647,0.62647,0.62647,0.62647,0.62647,0.62647,0.62647,0.62647,0.62647,0.62647,0.62647,0.62647,0.62647,0.62647,0.62647,0.62647,0.62647,0.62647,0.62647,0.62647,0.62647,0.62647,0.62647,0.62647,0.62647,0.62647,0.62647,0.62647,0.62647,0.62647,0.62647,0.62647,0.62647,0.62647,0.62647,0.62647,0.62647,0.62647,0.62647,0.62647,0.62647,0.62647,0.62647,0.62647,0.62647,0.62647,0.62647,0.62647,0.62647,0.62647
117,0.59727,0.59727,0.59727,0.59727,0.59727,0.59727,0.59727,0.59727,0.59727,0.59727,0.59727,0.59727,0.59727,0.59727,0.59727,0.59727,0.59727,0.59727,0.59727,0.59727,0.59727,0.59727,0.59727,0.59727,0.59727,0.59727,0.59727,0.59727,0.59727,0.59727,0.59727,0.59727,0.59727,0.59727,0.59727,0.59727,0.59727,0.59727,0.59727,0.59727,0.59727,0.59727,0.59727,0.59727,0.59727,0.59727,0.59727,0.59727,0.59727,0.59727
118,0.55285,0.55285,0.55285,0.55285,0.55285,0.55285,0.55285,0.55285,0.55285,0.55285,0.55285,0.55285,0.55285,0.55285,0.55285,0.55285,0.55285,0.55285,0.55285,0.55285,0.55285,0.55285,0.55285,0.55285,0.55285,0.55285,0.55285,0.55285,0.55285,0.55285,0.55285,0.55285,0.55285,0.55285,0.55285,0.55285,0.55285,0.55285,0.55285,0.55285,0.55285,0.55285,0.55285,0.55285,0.55285,0.55285,0.55285,0.55285,0.55285,0.55285
119,0.51626,0.51626,0.51626,0.51626,0.51626,0.51626,0.51626,0.51626,0.51626,0.51626,0.51626,0.51626,0.51626,0.51626,0.51626,0.51626,0.51626,0.51626,0.51626,0.51626,0.51626,0.51626,0.51626,0.51626,0.51626,0.51626,0.51626,0.51626,0.51626,0.51626,0.51626,0.51626,0.51626,0.51626,0.51626,0.51626,0.51626,0.51626,0.51626,0.51626,0.51626,0.51626,0.51626,0.51626,0.51626,0.51626,0.51626,0.51626,0.51626,0.51626
120,0.49471,0.49471,0.49471,0.49471,0.49471,0.49471,0.49471,0.49471,0.49471,0.49471,0.49471,0.49471,0.49471,0.49471,0.49471,0.49471,0.49471,0.49471,0.49471,0.49471,0.49471,0.49471,0.49471,0.49471,0.49471,0.49471,0.49471,0.49471,0.49471,0.49471,0.49471,0.49471,0.49471,0.49471,0.49471,0.49471,0.49471,0.49471,0.49471,0.49471,0.49471,0.49471,0.49471,0.49471,0.49471,0.49471,0.49471,0.49471,0.49471,0.49471
121,0.48828,0.48828,0.48828,0.48828,0.48828,0.48828,0.48828,0.48828,0.48828,0.48828,0.48828,0.48828,0.48828,0.48828,0.48828,0.48828,0.48828,0.48828,0.48828,0.48828,0.48828,0.48828,0.48828,0.48828,0.48828,0.48828,0.48828,0.48828,0.48828,0.48828,0.48828,0.48828,0.48828,0.48828,0.48828,0.48828,0.48828,0.48828,0.48828,0.48828,0.48828,0.48828,0.48828,0.48828,0.48828,0.48828,0.48828,0.48828,0.48828,0.48828
122,0.49508,0.49508,0.49508,0.49508,0.49508,0.49508,0.49508,0.49508,0.49508,0.49508,0.49508,0.49508,0.49508,0.49508,0.49508,0.49508,0.49508,0.49508,0.49508,0.49508,0.49508,0.49508,0.49508,0.49508,0.49508,0.49508,0.49508,0.49508,0.49508,0.49508,0.49508,0.49508,0.49508,0.49508,0.49508,0.49508,0.49508,0.49508,0.49508,0.49508,0.49508,0.49508,0.49508,0.49508,0.49508,0.49508,0.49508,0.49508,0.49508,0.49508
123,0.51335,0.51335,0.51335,0.51335,0.51335,0.51335,0.51335,0.51335,0.51335,0.51335,0.51335,0.51335,0.51335,0.51335,0.51335,0.51335,0.51335,0.51335,0.51335,0.51335,0.51335,0.51335,0.51335,0.51335,0.51335,0.51335,0.51335,0.51335,0.51335,0.51335,0.51335,0.51335,0.51335,0.51335,0.51335,0.51335,0.51335,0.51335,0.51335,0.51335,0.51335,0.51335,0.51335,0.51335,0.51335,0.51335,0.51335,0.51335,0.51335,0.51335
124,0.54753,0.54753,0.54753,0.54753,0.54753,0.54753,0.54753,0.54753,0.54753,0.54753,0.54753,0.54753,0.54753,0.54753,0.54753,0.54753,0.54753,0.54753,0.54753,0.54753,0.54753,0.54753,0.54753,0.54753,0.54753,0.54753,0.54753,0.54753,0.54753,0.54753,0.54753,0.54753,0.54753,0.54753,0.54753,0.54753,0.54753,0.54753,0.54753,0.54753,0.54753,0.54753,0.54753,0.54753,0.54753,0.54753,0.54753,0.54753,0.54753,0.54753
125,0.61603,0.61603,0.61603,0.61603,0.61603,0.61603,0.61603,0.61603,0.61603,0.61603,0.61603,0.61603,0.61603,0.61603,0.61603,0.61603,0.61603,0.61603,0.61603,0.61603,0.61603,0.61603,0.61603,0.61603,0.61603,0.61603,0.61603,0.61603,0.61603,0.61603,0.61603,0.61603,0.61603,0.61603,0.61603,0.61603,0.61603,0.61603,0.61603,0.61603,0.61603,0.61603,0.61603,0.61603,0.61603,0.61603,0.61603,0.61603,0.61603,0.61603
126,0.66603,0.66603,0.66603,0.66603,0.66603,0.66603,0.66603,0.66603,0.66603,0.66603,0.66603,0.66603,0.66603,0.66603,0.66603,0.66603,0.66603,0.66603,0.66603,0.66603,0.66603,0.66603,0.66603,0.66603,0.66603,0.66603,0.66603,0.66603,0.66603,0.66603,0.66603,0.66603,0.66603,0.66603,0.66603,0.66603,0.66603,0.66603,0.66603,0.66603,0.66603,0.66603,0.66603,0.66603,0.66603,0.66603,0.66603,0.66603,0.66603,0.66603
127,0.69022,0.69022,0.69022,0.69022,0.69022,0.69022,0.69022,0.69022,0.69022,0.69022,0.69022,0.69022,0.69022,0.69022,0.69022,0.69022,0.69022,0.69022,0.69022,0.69022,0.69022,0.69022,0.69022,0.69022,0.69022,0.69022,0.69022,0.69022,0.69022,0.69022,0.69022,0.69022,0.69022,0.69022,0.69022,0.69022,0.69022,0.69022,0.69022,0.69022,0.69022,0.69022,0.69022,0.69022,0.69022,0.69022,0.69022,0.69022,0.69022,0.69022
128,0.69649,0.69649,0.69649,0.69649,0.69649,0.69649,0.69649,0.69649,0.69649,0.69649,0.69649,0.69649,0.69649,0.69649,0.69649,0.69649,0.69649,0.69649,0.69649,0.69649,0.69649,0.69649,0.69649,0.69649,0.69649,0.69649,0.69649,0.69649,0.69649,0.69649,0.69649,0.69649,0.69649,0.69649,0.69649,0.69649,0.69649,0.69649,0.69649,0.69649,0.69649,0.69649,0.69649,0.69649,0.69649,0.69649,0.69649,0.69649,0.69649,0.69649
129,0.69504,0.69504,0.69504,0.69504,0.69504,0.69504,0.69504,0.69504,0.69504,0.69504,0.69504,0.69504,0.69504,0.69504,0.69504,0.69504,0.69504,0.69504,0.69504,0.69504,0.69504,0.69504,0.69504,0.69504,0.69504,0.69504,0.69504,0.69504,0.69504,0.69504,0.69504,0.69504,0.69504,0.69504,0.69504,0.69504,0.69504,0.69504,0.69504,0.69504,0.69504,0.69504,0.69504,0.69504,0.69504,0.69504,0.69504,0.69504,0.69504,0.69504
130,0.7063,0.7063,0.7063,0.7063,0.7063,0.7063,0.7063,0.7063,0.7063,0.7063,0.7063,0.7063,0.7063,0.7063,0.7063,0.7063,0.7063,0.7063,0.7063,0.7063,0.7063,0.7063,0.7063,0.7063,0.7063,0.7063,0.7063,0.7063,0.7063,0.7063,0.7063,0.7063,0.7063,0.7063,0.7063,0.7063,0.7063,0.7063,0.7063,0.7063,0.7063,0.7063,0.7063,0.7063,0.7063,0.7063,0.7063,0.7063,0.7063,0.7063
131,0.70262,0.70262,0.70262,0.70262,0.70262,0.70262,0.70262,0.70262,0.70262,0.70262,0.70262,0.70262,0.70262,0.70262,0.70262,0.70262,0.70262,0.70262,0.70262,0.70262,0.70262,0.70262,0.70262,0.70262,0.70262,0.70262,0.70262,0.70262,0.70262,0.70262,0.70262,0.70262,0.70262,0.70262,0.70262,0.70262,0.70262,0.70262,0.70262,0.70262,0.70262,0.70262,0.70262,0.70262,0.70262,0.70262,0.70262,0.70262,0.70262,0.70262
132,0.69821,0.69821,0.69821,0.69821,0.69821,0.69821,0.69821,0.69821,0.69821,0.69821,0.69821,0.69821,0.69821,0.69821,0.69821,0.69821,0.69821,0.69821,0.69821,0.69821,0.69821,0.69821,0.69821,0.69821,0.69821,0.69821,0.69821,0.69821,0.69821,0.69821,0.69821,0.69821,0.69821,0.69821,0.69821,0.69821,0.69821,0.69821,0.69821,0.69821,0.69821,0.69821,0.69821,0.69821,0.69821,0.69821,0.69821,0.69821,0.69821,0.69821
133,0.68833,0.68833,0.68833,0.68833,0.68833,0.68833,0.68833,0.68833,0.68833,0.68833,0.68833,0.68833,0.68833,0.68833,0.68833,0.68833,0.68833,0.68833,0.68833,0.68833,0.68833,0.68833,0.68833,0.68833,0.68833,0.68833,0.68833,0.68833,0.68833,0.68833,0.68833,0.68833,0.68833,0.68833,0.68833,0.68833,0.68833,0.68833,0.68833,0.68833,0.68833,0.68833,0.68833,0.68833,0.68833,0.68833,0.68833,0.68833,0.68833,0.68833
134,0.68641,0.68641,0.68641,0.68641,0.68641,0.68641,0.68641,0.68641,0.68641,0.68641,0.68641,0.68641,0.68641,0.68641,0.68641,0.68641,0.68641,0.68641,0.68641,0.68641,0.68641,0.68641,0.68641,0.68641,0.68641,0.68641,0.68641,0.68641,0.68641,0.68641,0.68641,0.68641,0.68641,0.68641,0.68641,0.68641,0.68641,0.68641,0.68641,0.68641,0.68641,0.68641,0.68641,0.68641,0.68641,0.68641,0.68641,0.68641,0.68641,0.68641
135,0.67187,0.67187,0.67187,0.67187,0.67187,0.67187,0.67187,0.67187,0.67187,0.67187,0.67187,0.67187,0.67187,0.67187,0.67187,0.67187,0.67187,0.67187,0.67187,0.67187,0.67187,0.67187,0.67187,0.67187,0.67187,0.67187,0.67187,0.67187,0.67187,0.67187,0.67187,0.67187,0.67187,0.67187,0.67187,0.67187,0.67187,0.67187,0.67187,0.67187,0.67187,0.67187,0.67187,0.67187,0.67187,0.67187,0.67187,0.67187,0.67187,0.67187
136,0.68242,0.68242,0.68242,0.68242,0.68242,0.68242,0.68242,0.68242,0.68242,0.68242,0.68242,0.68242,0.68242,0.68242,0.68242,0.68242,0.68242,0.68242,0.68242,0.68242,0.68242,0.68242,0.68242,0.68242,0.68242,0.68242,0.68242,0.68242,0.68242,0.68242,0.68242,0.68242,0.68242,0.68242,0.68242,0.68242,0.68242,0.68242,0.68242,0.68242,0.68242,0.68242,0.68242,0.68242,0.68242,0.68242,0.68242,0.68242,0.68242,0.68242
137,0.71801,0.71801,0.71801,0.71801,0.71801,0.71801,0.71801,0.71801,0.71801,0.71801,0.71801,0.71801,0.71801,0.71801,0.71801,0.71801,0.71801,0.71801,0.71801,0.71801,0.71801,0.71801,0.71801,0.71801,0.71801,0.71801,0.71801,0.71801,0.71801,0.71801,0.71801,0.71801,0.71801,0.71801,0.71801,0.71801,0.71801,0.71801,0.71801,0.71801,0.71801,0.71801,0.71801,0.71801,0.71801,0.71801,0.71801,0.71801,0.71801,0.71801
138,0.71646,0.71646,0.71646,0.71646,0.71646,0.71646,0.71646,0.71646,0.71646,0.71646,0.71646,0.71646,0.71646,0.71646,0.71646,0.71646,0.71646,0.71646,0.71646,0.71646,0.71646,0.71646,0.71646,0.71646,0.71646,0.71646,0.71646,0.71646,0.71646,0.71646,0.71646,0.71646,0.71646,0.71646,0.71646,0.71646,0.71646,0.71646,0.71646,0.71646,0.71646,0.71646,0.71646,0.71646,0.71646,0.71646,0.71646,0.71646,0.71646,0.71646
139,0.67549,0.67549,0.67549,0.67549,0.67549,0.67549,0.67549,0.67549,0.67549,0.67549,0.67549,0.67549,0.67549,0.67549,0.67549,0.67549,0.67549,0.67549,0.67549,0.67549,0.67549,0.67549,0.67549,0.67549,0.67549,0.67549,0.67549,0.67549,0.67549,0.67549,0.67549,0.67549,0.67549,0.67549,0.67549,0.67549,0.67549,0.67549,0.67549,0.67549,0.67549,0.67549,0.67549,0.67549,0.67549,0.67549,0.67549,0.67549,0.67549,0.67549
140,0.62971,0.62971,0.62971,0.62971,0.62971,0.62971,0.62971,0.62971,0.62971,0.62971,0.62971,0.62971,0.62971,0.62971,0.62971,0.62971,0.62971,0.62971,0.62971,0.62971,0.62971,0.62971,0.62971,0.62971,0.62971,0.62971,0.62971,0.62971,0.62971,0.62971,0.62971,0.62971,0.62971,0.62971,0.62971,0.62971,0.62971,0.62971,0.62971,0.62971,0.62971,0.62971,0.62971,0.62971,0.62971,0.62971,0.62971,0.62971,0.62971,0.62971
141,0.59555,0.59555,0.59555,0.59555,0.59555,0.59555,0.59555,0.59555,0.59555,0.59555,0.59555,0.59555,0.59555,0.59555,0.59555,0.59555,0.59555,0.59555,0.59555,0.59555,0.59555,0.59555,0.59555,0.59555,0.59555,0.59555,0.59555,0.59555,0.59555,0.59555,0.59555,0.59555,0.59555,0.59555,0.59555,0.59555,0.59555,0.59555,0.59555,0.59555,0.59555,0.59555,0.59555,0.59555,0.59555,0.59555,0.59555,0.59555,0.59555,0.59555
142,0.55323,0.55323,0.55323,0.55323,0.55323,0.55323,0.55323,0.55323,0.55323,0.55323,0.55323,0.55323,0.55323,0.55323,0.55323,0.55323,0.55323,0.55323,0.55323,0.55323,0.55323,0.55323,0.55323,0.55323,0.55323,0.55323,0.55323,0.55323,0.55323,0.55323,0.55323,0.55323,0.55323,0.55323,0.55323,0.55323,0.55323,0.55323,0.55323,0.55323,0.55323,0.55323,0.55323,0.55323,0.55323,0.55323,0.55323,0.55323,0.55323,0.55323
143,0.52443,0.52443,0.52443,0.52443,0.52443,0.52443,0.52443,0.52443,0.52443,0.52443,0.52443,0.52443,0.52443,0.52443,0.52443,0.52443,0.52443,0.52443,0.52443,0.52443,0.52443,0.52443,0.52443,0.52443,0.52443,0.52443,0.52443,0.52443,0.52443,0.52443,0.52443,0.52443,0.52443,0.52443,0.52443,0.52443,0.52443,0.52443,0.52443,0.52443,0.52443,0.52443,0.52443,0.52443,0.52443,0.52443,0.52443,0.52443,0.52443,0.52443
144,0.50168,0.50168,0.50168,0.50168,0.50168,0.50168,0.50168,0.50168,0.50168,0.50168,0.50168,0.50168,0.50168,0.50168,0.50168,0.50168,0.50168,0.50168,0.50168,0.50168,0.50168,0.50168,0.50168,0.50168,0.50168,0.50168,0.50168,0.50168,0.50168,0.50168,0.50168,0.50168,0.50168,0.50168,0.50168,0.50168,0.50168,0.50168,0.50168,0.50168,0.50168,0.50168,0.50168,0.50168,0.50168,0.50168,0.50168,0.50168,0.50168,0.50168
145,0.48728,0.48728,0.48728,0.48728,0.48728,0.48728,0.48728,0.48728,0.48728,0.48728,0.48728,0.48728,0.48728,0.48728,0.48728,0.48728,0.48728,0.48728,0.48728,0.48728,0.48728,0.48728,0.48728,0.48728,0.48728,0.48728,0.48728,0.48728,0.48728,0.48728,0.48728,0.48728,0.48728,0.48728,0.48728,0.48728,0.48728,0.48728,0.48728,0.48728,0.48728,0.48728,0.48728,0.48728,0.48728,0.48728,0.48728,0.48728,0.48728,0.48728
146,0.48829,0.48829,0.48829,0.48829,0.48829,0.48829,0.48829,0.48829,0.48829,0.48829,0.48829,0.48829,0.48829,0.48829,0.48829,0.48829,0.48829,0.48829,0.48829,0.48829,0.48829,0.48829,0.48829,0.48829,0.48829,0.48829,0.48829,0.48829,0.48829,0.48829,0.48829,0.48829,0.48829,0.48829,0.48829,0.48829,0.48829,0.48829,0.48829,0.48829,0.48829,0.48829,0.48829,0.48829,0.48829,0.48829,0.48829,0.48829,0.48829,0.48829
147,0.50091,0.50091,0.50091,0.50091,0.50091,0.50091,0.50091,0.50091,0.50091,0.50091,0.50091,0.50091,0.50091,0.50091,0.50091,0.50091,0.50091,0.50091,0.50091,0.50091,0.50091,0.50091,0.50091,0.50091,0.50091,0.50091,0.50091,0.50091,0.50091,0.50091,0.50091,0.50091,0.50091,0.50091,0.50091,0.50091,0.50091,0.50091,0.50091,0.50091,0.50091,0.50091,0.50091,0.50091,0.50091,0.50091,0.50091,0.50091,0.50091,0.50091
148,0.53807,0.53807,0.53807,0.53807,0.53807,0.53807,0.53807,0.53807,0.53807,0.53807,0.53807,0.53807,0.53807,0.53807,0.53807,0.53807,0.53807,0.53807,0.53807,0.53807,0.53807,0.53807,0.53807,0.53807,0.53807,0.53807,0.53807,0.53807,0.53807,0.53807,0.53807,0.53807,0.53807,0.53807,0.53807,0.53807,0.53807,0.53807,0.53807,0.53807,0.53807,0.53807,0.53807,0.53807,0.53807,0.53807,0.53807,0.53807,0.53807,0.53807
149,0.61447,0.61447,0.61447,0.61447,0.61447,0.61447,0.61447,0.61447,0.61447,0.61447,0.61447,0.61447,0.61447,0.61447,0.61447,0.61447,0.61447,0.61447,0.61447,0.61447,0.61447,0.61447,0.61447,0.61447,0.61447,0.61447,0.61447,0.61447,0.61447,0.61447,0.61447,0.61447,0.61447,0.61447,0.61447,0.61447,0.61447,0.61447,0.61447,0.61447,0.61447,0.61447,0.61447,0.61447,0.61447,0.61447,0.61447,0.61447,0.61447,0.61447
150,0.66723,0.66723,0.66723,0.66723,0.66723,0.66723,0.66723,0.66723,0.66723,0.66723,0.66723,0.66723,0.66723,0.66723,0.66723,0.66723,0.66723,0.66723,0.66723,0.66723,0.66723,0.66723,0.66723,0.66723,0.66723,0.66723,0.66723,0.66723,0.66723,0.66723,0.66723,0.66723,0.66723,0.66723,0.66723,0.66723,0.66723,0.66723,0.66723,0.66723,0.66723,0.66723,0.66723,0.66723,0.66723,0.66723,0.66723,0.66723,0.66723,0.66723
151,0.69575,0.69575,0.69575,0.69575,0.69575,0.69575,0.69575,0.69575,0.69575,0.69575,0.69575,0.69575,0.69575,0.69575,0.69575,0.69575,0.69575,0.69575,0.69575,0.69575,0.69575,0.69575,0.69575,0.69575,0.69575,0.69575,0.69575,0.69575,0.69575,0.69575,0.69575,0.69575,0.69575,0.69575,0.69575,0.69575,0.69575,0.69575,0.69575,0.69575,0.69575,0.69575,0.69575,0.69575,0.69575,0.69575,0.69575,0.69575,0.69575,0.69575
152,0.70309,0.70309,0.70309,0.70309,0.70309,0.70309,0.70309,0.70309,0.70309,0.70309,0.70309,0.70309,0.70309,0.70309,0.70309,0.70309,0.70309,0.70309,0.70309,0.70309,0.70309,0.70309,0.70309,0.70309,0.70309,0.70309,0.70309,0.70309,0.70309,0.70309,0.70309,0.70309,0.70309,0.70309,0.70309,0.70309,0.70309,0.70309,0.70309,0.70309,0.70309,0.70309,0.70309,0.70309,0.70309,0.70309,0.70309,0.70309,0.70309,0.70309
153,0.7152,0.7152,0.7152,0.7152,0.7152,0.7152,0.7152,0.7152,0.7152,0.7152,0.7152,0.7152,0.7152,0.7152,0.7152,0.7152,0.7152,0.7152,0.7152,0.7152,0.7152,0.7152,0.7152,0.7152,0.7152,0.7152,0.7152,0.7152,0.7152,0.7152,0.7152,0.7152,0.7152,0.7152,0.7152,0.7152,0.7152,0.7152,0.7152,0.7152,0.7152,0.7152,0.7152,0.7152,0.7152,0.7152,0.7152,0.7152,0.7152,0.7152
154,0.71631,0.71631,0.71631,0.71631,0.71631,0.71631,0.71631,0.71631,0.71631,0.71631,0.71631,0.71631,0.71631,0.71631,0.71631,0.71631,0.71631,0.71631,0.71631,0.71631,0.71631,0.71631,0.71631,0.71631,0.71631,0.71631,0.71631,0.71631,0.71631,0.71631,0.71631,0.71631,0.71631,0.71631,0.71631,0.71631,0.71631,0.71631,0.71631,0.71631,0.71631,0.71631,0.71631,0.71631,0.71631,0.71631,0.71631,0.71631,0.71631,0.71631
155,0.71283,0.71283,0.71283,0.71283,0.71283,0.71283,0.71283,0.71283,0.71283,0.71283,0.71283,0.71283,0.71283,0.71283,0.71283,0.71283,0.71283,0.71283,0.71283,0.71283,0.71283,0.71283,0.71283,0.71283,0.71283,0.71283,0.71283,0.71283,0.71283,0.71283,0.71283,0.71283,0.71283,0.71283,0.71283,0.71283,0.71283,0.71283,0.71283,0.71283,0.71283,0.71283,0.71283,0.71283,0.71283,0.71283,0.71283,0.71283,0.71283,0.71283
156,0.70473,0.70473,0.70473,0.70473,0.70473,0.70473,0.70473,0.70473,0.70473,0.70473,0.70473,0.70473,0.70473,0.70473,0.70473,0.70473,0.70473,0.70473,0.70473,0.70473,0.70473,0.70473,0.70473,0.70473,0.70473,0.70473,0.70473,0.70473,0.70473,0.70473,0.70473,0.70473,0.70473,0.70473,0.70473,0.70473,0.70473,0.70473,0.70473,0.70473,0.70473,0.70473,0.70473,0.70473,0.70473,0.70473,0.70473,0.70473,0.70473,0.70473
157,0.69514,0.69514,0.69514,0.69514,0.69514,0.69514,0.69514,0.69514,0.69514,0.69514,0.69514,0.69514,0.69514,0.69514,0.69514,0.69514,0.69514,0.69514,0.69514,0.69514,0.69514,0.69514,0.69514,0.69514,0.69514,0.69514,0.69514,0.69514,0.69514,0.69514,0.69514,0.69514,0.69514,0.69514,0.69514,0.69514,0.69514,0.69514,0.69514,0.69514,0.69514,0.69514,0.69514,0.69514,0.69514,0.69514,0.69514,0.69514,0.69514,0.69514
158,0.68863,0.68863,0.68863,0.68863,0.68863,0.68863,0.68863,0.68863,0.68863,0.68863,0.68863,0.68863,0.68863,0.68863,0.68863,0.68863,0.68863,0.68863,0.68863,0.68863,0.68863,0.68863,0.68863,0.68863,0.68863,0.68863,0.68863,0.68863,0.68863,0.68863,0.68863,0.68863,0.68863,0.68863,0.68863,0.68863,0.68863,0.68863,0.68863,0.68863,0.68863,0.68863,0.68863,0.68863,0.68863,0.68863,0.68863,0.68863,0.68863,0.68863
159,0.67651,0.67651,0.67651,0.67651,0.67651,0.67651,0.67651,0.67651,0.67651,0.67651,0.67651,0.67651,0.67651,0.67651,0.67651,0.67651,0.67651,0.67651,0.67651,0.67651,0.67651,0.67651,0.67651,0.67651,0.67651,0.67651,0.67651,0.67651,0.67651,0.67651,0.67651,0.67651,0.67651,0.67651,0.67651,0.67651,0.67651,0.67651,0.67651,0.67651,0.67651,0.67651,0.67651,0.67651,0.67651,0.67651,0.67651,0.67651,0.67651,0.67651
160,0.6796,0.6796,0.6796,0.6796,0.6796,0.6796,0.6796,0.6796,0.6796,0.6796,0.6796,0.6796,0.6796,0.6796,0.6796,0.6796,0.6796,0.6796,0.6796,0.6796,0.6796,0.6796,0.6796,0.6796,0.6796,0.6796,0.6796,0.6796,0.6796,0.6796,0.6796,0.6796,0.6796,0.6796,0.6796,0.6796,0.6796,0.6796,0.6796,0.6796,0.6796,0.6796,0.6796,0.6796,0.6796,0.6796,0.6796,0.6796,0.6796,0.6796
161,0.71011,0.71011,0.71011,0.71011,0.71011,0.71011,0.71011,0.71011,0.71011,0.71011,0.71011,0.71011,0.71011,0.71011,0.71011,0.71011,0.71011,0.71011,0.71011,0.71011,0.71011,0.71011,0.71011,0.71011,0.71011,0.71011,0.71011,0.71011,0.71011,0.71011,0.71011,0.71011,0.71011,0.71011,0.71011,0.71011,0.71011,0.71011,0.71011,0.71011,0.71011,0.71011,0.71011,0.71011,0.71011,0.71011,0.71011,0.71011,0.71011,0.71011
