variable,ident,value,simulation
min_price,future_markets_paper_base_case_2013_pp_all_kurz_46,0.40437,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_3
max_price,future_markets_paper_base_case_2013_pp_all_kurz_46,3000,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_3
sum_reward,future_markets_paper_base_case_2013_pp_all_kurz_46,2197.3,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_4
sum_regret,future_markets_paper_base_case_2013_pp_all_kurz_46,8.3119e+06,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_4
sum_profit,future_markets_paper_base_case_2013_pp_all_kurz_46,8.7742e+08,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_4
avg_price,future_markets_paper_base_case_2013_pp_all_kurz_46,193.13,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_4
min_price,future_markets_paper_base_case_2013_pp_all_kurz_46,0.14895,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_4
max_price,future_markets_paper_base_case_2013_pp_all_kurz_46,3000,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_4
sum_reward,future_markets_paper_base_case_2013_pp_all_kurz_46,2216.8,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_5
sum_regret,future_markets_paper_base_case_2013_pp_all_kurz_46,7.8804e+06,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_5
sum_profit,future_markets_paper_base_case_2013_pp_all_kurz_46,8.8427e+08,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_5
avg_price,future_markets_paper_base_case_2013_pp_all_kurz_46,195.39,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_5
min_price,future_markets_paper_base_case_2013_pp_all_kurz_46,0.14099,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_5
max_price,future_markets_paper_base_case_2013_pp_all_kurz_46,3000,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_5
sum_reward,future_markets_paper_base_case_2013_pp_all_kurz_46,2200.2,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_1
sum_regret,future_markets_paper_base_case_2013_pp_all_kurz_46,8.5408e+06,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_1
sum_profit,future_markets_paper_base_case_2013_pp_all_kurz_46,8.8249e+08,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_1
avg_price,future_markets_paper_base_case_2013_pp_all_kurz_46,192.46,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_1
min_price,future_markets_paper_base_case_2013_pp_all_kurz_46,0.13598,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_1
max_price,future_markets_paper_base_case_2013_pp_all_kurz_46,3000,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_1
sum_reward,future_markets_paper_base_case_2013_pp_all_kurz_46,2212.2,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_6
sum_regret,future_markets_paper_base_case_2013_pp_all_kurz_46,7.2571e+06,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_6
sum_profit,future_markets_paper_base_case_2013_pp_all_kurz_46,8.7803e+08,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_6
avg_price,future_markets_paper_base_case_2013_pp_all_kurz_46,194.07,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_6
min_price,future_markets_paper_base_case_2013_pp_all_kurz_46,0.1935,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_6
max_price,future_markets_paper_base_case_2013_pp_all_kurz_46,3000,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_6
sum_reward,future_markets_paper_base_case_2013_pp_all_kurz_46,2184.7,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_2
sum_regret,future_markets_paper_base_case_2013_pp_all_kurz_46,9.2985e+06,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_2
sum_profit,future_markets_paper_base_case_2013_pp_all_kurz_46,8.8019e+08,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_2
avg_price,future_markets_paper_base_case_2013_pp_all_kurz_46,191.91,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_2
min_price,future_markets_paper_base_case_2013_pp_all_kurz_46,0.087736,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_2
max_price,future_markets_paper_base_case_2013_pp_all_kurz_46,3000,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_2
sum_reward,future_markets_paper_base_case_2013_pp_all_kurz_46,2221.1,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_7
sum_regret,future_markets_paper_base_case_2013_pp_all_kurz_46,1.0562e+07,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_7
sum_profit,future_markets_paper_base_case_2013_pp_all_kurz_46,9.0024e+08,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_7
avg_price,future_markets_paper_base_case_2013_pp_all_kurz_46,195.41,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_7
min_price,future_markets_paper_base_case_2013_pp_all_kurz_46,-6.2087,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_7
max_price,future_markets_paper_base_case_2013_pp_all_kurz_46,3000,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_7
sum_reward,future_markets_paper_base_case_2013_pp_all_kurz_46,2213.1,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_3
sum_regret,future_markets_paper_base_case_2013_pp_all_kurz_46,1.0446e+07,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_3
sum_profit,future_markets_paper_base_case_2013_pp_all_kurz_46,8.8086e+08,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_3
avg_price,future_markets_paper_base_case_2013_pp_all_kurz_46,194.6,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_3
min_price,future_markets_paper_base_case_2013_pp_all_kurz_46,0.40437,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_3
max_price,future_markets_paper_base_case_2013_pp_all_kurz_46,3000,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_3
sum_reward,future_markets_paper_base_case_2013_pp_all_kurz_46,2197.3,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_4
sum_regret,future_markets_paper_base_case_2013_pp_all_kurz_46,8.3119e+06,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_4
sum_profit,future_markets_paper_base_case_2013_pp_all_kurz_46,8.7742e+08,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_4
avg_price,future_markets_paper_base_case_2013_pp_all_kurz_46,193.13,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_4
min_price,future_markets_paper_base_case_2013_pp_all_kurz_46,0.14895,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_4
max_price,future_markets_paper_base_case_2013_pp_all_kurz_46,3000,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_4
sum_reward,future_markets_paper_base_case_2013_pp_all_kurz_46,4433.6,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_5
sum_regret,future_markets_paper_base_case_2013_pp_all_kurz_46,1.5761e+07,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_5
sum_profit,future_markets_paper_base_case_2013_pp_all_kurz_46,1.7685e+09,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_5
avg_price,future_markets_paper_base_case_2013_pp_all_kurz_46,195.39,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_5
min_price,future_markets_paper_base_case_2013_pp_all_kurz_46,0.14099,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_5
max_price,future_markets_paper_base_case_2013_pp_all_kurz_46,3000,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_5
sum_reward,future_markets_paper_base_case_2013_pp_all_kurz_46,4424.4,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_6
sum_regret,future_markets_paper_base_case_2013_pp_all_kurz_46,1.4514e+07,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_6
sum_profit,future_markets_paper_base_case_2013_pp_all_kurz_46,1.7561e+09,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_6
avg_price,future_markets_paper_base_case_2013_pp_all_kurz_46,194.07,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_6
min_price,future_markets_paper_base_case_2013_pp_all_kurz_46,0.1935,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_6
max_price,future_markets_paper_base_case_2013_pp_all_kurz_46,3000,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_6
sum_reward,future_markets_paper_base_case_2013_pp_all_kurz_46,4442.3,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_7
sum_regret,future_markets_paper_base_case_2013_pp_all_kurz_46,2.1124e+07,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_7
sum_profit,future_markets_paper_base_case_2013_pp_all_kurz_46,1.8005e+09,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_7
avg_price,future_markets_paper_base_case_2013_pp_all_kurz_46,195.41,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_7
min_price,future_markets_paper_base_case_2013_pp_all_kurz_46,-6.2087,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_7
max_price,future_markets_paper_base_case_2013_pp_all_kurz_46,3000,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_7
sum_reward,future_markets_paper_base_case_2013_pp_all_kurz_46,2221.7,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_8
sum_regret,future_markets_paper_base_case_2013_pp_all_kurz_46,9.2785e+06,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_8
sum_profit,future_markets_paper_base_case_2013_pp_all_kurz_46,8.9658e+08,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_8
avg_price,future_markets_paper_base_case_2013_pp_all_kurz_46,195.52,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_8
min_price,future_markets_paper_base_case_2013_pp_all_kurz_46,-18.883,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_8
max_price,future_markets_paper_base_case_2013_pp_all_kurz_46,3000,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_8
sum_reward,future_markets_paper_base_case_2013_pp_all_kurz_46,2202.1,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_9
sum_regret,future_markets_paper_base_case_2013_pp_all_kurz_46,9.7988e+06,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_9
sum_profit,future_markets_paper_base_case_2013_pp_all_kurz_46,8.9534e+08,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_9
avg_price,future_markets_paper_base_case_2013_pp_all_kurz_46,193.4,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_9
min_price,future_markets_paper_base_case_2013_pp_all_kurz_46,0.12781,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_9
max_price,future_markets_paper_base_case_2013_pp_all_kurz_46,3000,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_9
sum_reward,future_markets_paper_base_case_2013_pp_all_kurz_46,2213.6,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_10
sum_regret,future_markets_paper_base_case_2013_pp_all_kurz_46,9.3074e+06,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_10
sum_profit,future_markets_paper_base_case_2013_pp_all_kurz_46,8.8807e+08,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_10
avg_price,future_markets_paper_base_case_2013_pp_all_kurz_46,195.63,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_10
min_price,future_markets_paper_base_case_2013_pp_all_kurz_46,-4.5469,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_10
max_price,future_markets_paper_base_case_2013_pp_all_kurz_46,3000,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_10
sum_reward,future_markets_paper_base_case_2013_pp_all_kurz_46,1671.4,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_11
sum_regret,future_markets_paper_base_case_2013_pp_all_kurz_46,1.4712e+06,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_11
sum_profit,future_markets_paper_base_case_2013_pp_all_kurz_46,-3.4146e+08,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_11
avg_price,future_markets_paper_base_case_2013_pp_all_kurz_46,148.41,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_11
min_price,future_markets_paper_base_case_2013_pp_all_kurz_46,-399.72,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_11
max_price,future_markets_paper_base_case_2013_pp_all_kurz_46,3000,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_11
sum_reward,future_markets_paper_base_case_2013_pp_all_kurz_46,1081.4,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_12
sum_regret,future_markets_paper_base_case_2013_pp_all_kurz_46,0,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_12
sum_profit,future_markets_paper_base_case_2013_pp_all_kurz_46,-1.2284e+09,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_12
avg_price,future_markets_paper_base_case_2013_pp_all_kurz_46,85.817,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_12
min_price,future_markets_paper_base_case_2013_pp_all_kurz_46,-500,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_12
max_price,future_markets_paper_base_case_2013_pp_all_kurz_46,3000,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_12
sum_reward,future_markets_paper_base_case_2013_pp_all_kurz_46,1000.8,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_13
sum_regret,future_markets_paper_base_case_2013_pp_all_kurz_46,5.2773e+05,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_13
sum_profit,future_markets_paper_base_case_2013_pp_all_kurz_46,-1.2616e+09,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_13
avg_price,future_markets_paper_base_case_2013_pp_all_kurz_46,81.41,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_13
min_price,future_markets_paper_base_case_2013_pp_all_kurz_46,-495.64,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_13
max_price,future_markets_paper_base_case_2013_pp_all_kurz_46,3000,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_13
sum_reward,future_markets_paper_base_case_2013_pp_all_kurz_46,952.14,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_14
sum_regret,future_markets_paper_base_case_2013_pp_all_kurz_46,0,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_14
sum_profit,future_markets_paper_base_case_2013_pp_all_kurz_46,-1.4362e+09,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_14
avg_price,future_markets_paper_base_case_2013_pp_all_kurz_46,73.942,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_14
min_price,future_markets_paper_base_case_2013_pp_all_kurz_46,-500,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_14
max_price,future_markets_paper_base_case_2013_pp_all_kurz_46,3000,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_14
sum_reward,future_markets_paper_base_case_2013_pp_all_kurz_46,933.98,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_15
sum_regret,future_markets_paper_base_case_2013_pp_all_kurz_46,0,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_15
sum_profit,future_markets_paper_base_case_2013_pp_all_kurz_46,-1.4056e+09,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_15
avg_price,future_markets_paper_base_case_2013_pp_all_kurz_46,75.431,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_15
min_price,future_markets_paper_base_case_2013_pp_all_kurz_46,-482.64,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_15
max_price,future_markets_paper_base_case_2013_pp_all_kurz_46,3000,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_15
sum_reward,future_markets_paper_base_case_2013_pp_all_kurz_46,866.42,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_16
sum_regret,future_markets_paper_base_case_2013_pp_all_kurz_46,0,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_16
sum_profit,future_markets_paper_base_case_2013_pp_all_kurz_46,-1.5625e+09,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_16
avg_price,future_markets_paper_base_case_2013_pp_all_kurz_46,69.13,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_16
min_price,future_markets_paper_base_case_2013_pp_all_kurz_46,-500,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_16
max_price,future_markets_paper_base_case_2013_pp_all_kurz_46,3000,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_16
sum_reward,future_markets_paper_base_case_2013_pp_all_kurz_46,997.47,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_17
sum_regret,future_markets_paper_base_case_2013_pp_all_kurz_46,0,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_17
sum_profit,future_markets_paper_base_case_2013_pp_all_kurz_46,-1.2988e+09,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_17
avg_price,future_markets_paper_base_case_2013_pp_all_kurz_46,79.491,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_17
min_price,future_markets_paper_base_case_2013_pp_all_kurz_46,-500,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_17
max_price,future_markets_paper_base_case_2013_pp_all_kurz_46,3000,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_17
sum_reward,future_markets_paper_base_case_2013_pp_all_kurz_46,1355.2,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_18
sum_regret,future_markets_paper_base_case_2013_pp_all_kurz_46,24262,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_18
sum_profit,future_markets_paper_base_case_2013_pp_all_kurz_46,-6.5785e+08,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_18
avg_price,future_markets_paper_base_case_2013_pp_all_kurz_46,105.93,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_18
min_price,future_markets_paper_base_case_2013_pp_all_kurz_46,-434.55,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_18
max_price,future_markets_paper_base_case_2013_pp_all_kurz_46,3000,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_18
sum_reward,future_markets_paper_base_case_2013_pp_all_kurz_46,2038.4,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_19
sum_regret,future_markets_paper_base_case_2013_pp_all_kurz_46,1.6063e+06,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_19
sum_profit,future_markets_paper_base_case_2013_pp_all_kurz_46,9.0472e+08,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_19
avg_price,future_markets_paper_base_case_2013_pp_all_kurz_46,175.38,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_19
min_price,future_markets_paper_base_case_2013_pp_all_kurz_46,-157.49,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_19
max_price,future_markets_paper_base_case_2013_pp_all_kurz_46,3000,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_19
sum_reward,future_markets_paper_base_case_2013_pp_all_kurz_46,2031.1,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_20
sum_regret,future_markets_paper_base_case_2013_pp_all_kurz_46,1.2209e+07,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_20
sum_profit,future_markets_paper_base_case_2013_pp_all_kurz_46,8.1728e+08,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_20
avg_price,future_markets_paper_base_case_2013_pp_all_kurz_46,192.42,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_20
min_price,future_markets_paper_base_case_2013_pp_all_kurz_46,-43.766,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_20
max_price,future_markets_paper_base_case_2013_pp_all_kurz_46,3000,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_20
sum_reward,future_markets_paper_base_case_2013_pp_all_kurz_46,4168.5,future_markets_paper_base_case_2013_pp_all_kurz_46_eval_episode_1
sum_regret,future_markets_paper_base_case_2013_pp_all_kurz_46,1.2011e+07,future_markets_paper_base_case_2013_pp_all_kurz_46_eval_episode_1
sum_profit,future_markets_paper_base_case_2013_pp_all_kurz_46,1.6351e+09,future_markets_paper_base_case_2013_pp_all_kurz_46_eval_episode_1
avg_price,future_markets_paper_base_case_2013_pp_all_kurz_46,194.52,future_markets_paper_base_case_2013_pp_all_kurz_46_eval_episode_1
min_price,future_markets_paper_base_case_2013_pp_all_kurz_46,-472.86,future_markets_paper_base_case_2013_pp_all_kurz_46_eval_episode_1
max_price,future_markets_paper_base_case_2013_pp_all_kurz_46,3000,future_markets_paper_base_case_2013_pp_all_kurz_46_eval_episode_1
sum_reward,future_markets_paper_base_case_2013_pp_all_kurz_46,2022.9,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_21
sum_regret,future_markets_paper_base_case_2013_pp_all_kurz_46,1.9655e+07,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_21
sum_profit,future_markets_paper_base_case_2013_pp_all_kurz_46,7.9371e+08,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_21
avg_price,future_markets_paper_base_case_2013_pp_all_kurz_46,196.41,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_21
min_price,future_markets_paper_base_case_2013_pp_all_kurz_46,-195.69,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_21
max_price,future_markets_paper_base_case_2013_pp_all_kurz_46,3000,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_21
sum_reward,future_markets_paper_base_case_2013_pp_all_kurz_46,2035.7,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_22
sum_regret,future_markets_paper_base_case_2013_pp_all_kurz_46,2.7252e+07,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_22
sum_profit,future_markets_paper_base_case_2013_pp_all_kurz_46,7.9519e+08,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_22
avg_price,future_markets_paper_base_case_2013_pp_all_kurz_46,195.76,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_22
min_price,future_markets_paper_base_case_2013_pp_all_kurz_46,-104.61,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_22
max_price,future_markets_paper_base_case_2013_pp_all_kurz_46,3000,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_22
sum_reward,future_markets_paper_base_case_2013_pp_all_kurz_46,2037.5,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_23
sum_regret,future_markets_paper_base_case_2013_pp_all_kurz_46,1.1937e+07,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_23
sum_profit,future_markets_paper_base_case_2013_pp_all_kurz_46,8.0193e+08,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_23
avg_price,future_markets_paper_base_case_2013_pp_all_kurz_46,189.31,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_23
min_price,future_markets_paper_base_case_2013_pp_all_kurz_46,-58.105,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_23
max_price,future_markets_paper_base_case_2013_pp_all_kurz_46,3000,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_23
sum_reward,future_markets_paper_base_case_2013_pp_all_kurz_46,2023.2,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_24
sum_regret,future_markets_paper_base_case_2013_pp_all_kurz_46,1.9419e+06,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_24
sum_profit,future_markets_paper_base_case_2013_pp_all_kurz_46,7.9936e+08,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_24
avg_price,future_markets_paper_base_case_2013_pp_all_kurz_46,183.27,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_24
min_price,future_markets_paper_base_case_2013_pp_all_kurz_46,-265.25,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_24
max_price,future_markets_paper_base_case_2013_pp_all_kurz_46,3000,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_24
sum_reward,future_markets_paper_base_case_2013_pp_all_kurz_46,2110.4,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_25
sum_regret,future_markets_paper_base_case_2013_pp_all_kurz_46,2.6885e+06,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_25
sum_profit,future_markets_paper_base_case_2013_pp_all_kurz_46,8.1439e+08,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_25
avg_price,future_markets_paper_base_case_2013_pp_all_kurz_46,188.24,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_25
min_price,future_markets_paper_base_case_2013_pp_all_kurz_46,-176.76,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_25
max_price,future_markets_paper_base_case_2013_pp_all_kurz_46,3000,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_25
sum_reward,future_markets_paper_base_case_2013_pp_all_kurz_46,2018.3,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_26
sum_regret,future_markets_paper_base_case_2013_pp_all_kurz_46,5.0418e+06,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_26
sum_profit,future_markets_paper_base_case_2013_pp_all_kurz_46,7.9336e+08,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_26
avg_price,future_markets_paper_base_case_2013_pp_all_kurz_46,181.27,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_26
min_price,future_markets_paper_base_case_2013_pp_all_kurz_46,-247.54,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_26
max_price,future_markets_paper_base_case_2013_pp_all_kurz_46,3000,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_26
sum_reward,future_markets_paper_base_case_2013_pp_all_kurz_46,2022.7,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_27
sum_regret,future_markets_paper_base_case_2013_pp_all_kurz_46,4.2712e+05,future_markets_paper_base_case_2013_pp_all_kurz_46_episode_27
