name,capacity,technology,bidding_EOM,bidding_redispatch,max_power_charge,max_power_discharge,efficiency_charge,efficiency_discharge,min_soc,max_soc,variable_cost_charge,variable_cost_discharge,additional_cost_charge,additional_cost_discharge,natural_inflow,unit_operator,node
SEE980248054310,2.233,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,2.233,2.0097,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_292,way/23284340-220
SEE959926651769,4.2,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,4.2,3.78,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_293,way/202747445-380
SEE996924401095,1.457,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,1.457,1.3113,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_294,way/42410916-380
SEE914664041319,3.2,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,3.2,2.88,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_295,way/160929097-220
SEE963374030953,16.566,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,16.566,14.9094,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_296,way/202747445-380
SEE954482465522,12.425,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,12.425,11.1825,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_297,DE108-220
SEE995990551802,2.016,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,2.016,1.8144,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_298,way/24685992-380
SEE904786882976,1.12,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,1.12,1.008,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_299,DE156-380
SEE978207201608,1.3,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,1.3,1.17,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_300,way/4826893-220
SEE902144219129,5,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,5,4.5,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_301,DE152-380
SEE903321756840,6.4,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,6.4,5.76,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_302,way/42410916-380
SEE912071508593,2.88,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,2.88,2.592,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_303,way/42410916-380
SEE962918323148,2.048,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,2.048,1.8432,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_304,way/42372159-380
SEE939693398340,1.6,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,1.6,1.44,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_305,DE152-380
SEE931657194104,1.6,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,1.6,1.44,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_306,way/156673636-380
SEE998956922029,1.6,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,1.6,1.44,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_307,way/42410916-380
SEE916179604027,2.15,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,2.15,1.935,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_308,way/202747445-380
SEE903806175401,1.46,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,1.46,1.314,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_309,way/41072584-380
SEE940541336988,1.5,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,1.5,1.35,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_310,DE146-380
SEE925298352955,1.6,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,1.6,1.44,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_311,way/42410916-380
SEE980518702026,20.52,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,20.52,18.468,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_312,way/148446247-380
SEE973893398717,1.6,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,1.6,1.44,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_313,way/11285720-380
SEE955678229164,4.14,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,4.14,3.726,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_314,DE12-380
SEE998969352356,6,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,6,5.4,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_315,way/234171369-380
SEE937857006797,10,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,10,9,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_316,way/30040568-380
SEE900944307091,4,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,4,3.6,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_317,DE9-380
SEE946228045150,5.3,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,5.3,4.77,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_318,way/30040568-380
SEE948856159582,7.454,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,7.454,6.7086,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_319,DE9-380
SEE906551585525,9,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,9,8.1,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_320,way/946710698-220
SEE904769505083,9.5,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,9.5,8.55,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_321,way/30040568-380
SEE962925922662,2.576,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,2.576,2.3184,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_322,way/941453716-380
SEE937898134794,15,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,15,13.5,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_323,way/234171369-380
SEE945127767460,1.152,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,1.152,1.0368,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_324,way/517421342-380
SEE914778775773,1.37,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,1.37,1.233,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_325,DE57-380
SEE953605889740,17.5,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,17.5,15.75,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_326,way/23816140-220
SEE935506652999,26.9,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,26.9,24.21,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_327,way/1128250707-380
SEE997470241692,3.18,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,3.18,2.862,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_328,way/28812249-220
SEE957999997296,1.53,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,1.53,1.377,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_329,way/23816140-220
SEE948862206942,7.4,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,7.4,6.66,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_330,way/1128250707-380
SEE905843309764,45,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,45,40.5,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_331,way/61918154-380
SEE970250894363,1.08,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,1.08,0.972,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_332,way/32904794-380
SEE905093362557,9.984,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,9.984,8.9856,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_333,way/24258096-380
SEE979885315311,17.891328,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,17.891328,16.1021952,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_334,DE17-380
SEE963358598899,1.08,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,1.08,0.972,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_335,way/1128250707-380
SEE933438588133,4.8,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,4.8,4.32,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_336,DE20-380
SEE931394655760,1.0746,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,1.0746,0.96714,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_337,way/50643382-220
SEE953433586354,4.3,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,4.3,3.87,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_338,way/23682013-220
SEE975378878400,5.376,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,5.376,4.8384,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_339,way/32904794-380
SEE957482434291,1.496,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,1.496,1.3464,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_340,DE36-220
SEE987124974649,1.224,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,1.224,1.1016,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_341,way/37764852-220
SEE991356125250,10.127,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,10.127,9.1143,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_342,way/23583867-380
SEE949129818830,2.24,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,2.24,2.016,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_343,DE36-220
SEE982962006323,1.4328,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,1.4328,1.28952,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_344,way/50643382-220
SEE956820567981,2.048,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,2.048,1.8432,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_345,way/266684854-380
SEE924215911442,2.048,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,2.048,1.8432,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_346,way/266684854-380
SEE989133798704,2.048,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,2.048,1.8432,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_347,way/44717036-380
SEE926196894646,1.344,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,1.344,1.2096,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_348,way/32904794-380
SEE905174596413,1.344,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,1.344,1.2096,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_349,way/32904794-380
SEE948838495004,1.344,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,1.344,1.2096,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_350,way/32904794-380
SEE924231530399,1.344,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,1.344,1.2096,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_351,way/32904794-380
SEE987065710009,8,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,8,7.2,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_352,way/23816140-220
SEE972809461415,1.6,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,1.6,1.44,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_353,way/151507370-220
SEE949927919647,1.6,li_ion_battery,flexable_eom_storage,fixed_dispatch_strategy,1.6,1.44,0.95,0.95,0,1,30,30,0.28,0.28,0,battery_operator_354,way/151507370-220
Tanzmhle - Rabenleite,25,PSPP,flexable_eom_storage,fixed_dispatch_strategy,25,35,0.81,0.88,0,1,30,30,0.28,0.28,0,battery_operator_355,way/29084374-380
Schwarzenbachwerk,20,PSPP,flexable_eom_storage,fixed_dispatch_strategy,20,46,0.73,0.82,0,1,30,30,0.28,0.28,0,battery_operator_356,way/29084374-380
Leitzach II,38,PSPP,flexable_eom_storage,fixed_dispatch_strategy,38,49,0.86,0.9,0,1,30,30,0.28,0.28,0,battery_operator_357,way/75865676-220
Leitzach I,40,PSPP,flexable_eom_storage,fixed_dispatch_strategy,40,51,0.86,0.9,0,1,30,30,0.28,0.28,0,battery_operator_358,way/75865676-220
Hohenwarte I,34,PSPP,flexable_eom_storage,fixed_dispatch_strategy,34,63,0.8,0.87,0,1,30,30,0.28,0.28,0,battery_operator_359,DE151-220
Bleiloch,32,PSPP,flexable_eom_storage,fixed_dispatch_strategy,32,80,0.8,0.87,0,1,30,30,0.28,0.28,0,battery_operator_360,way/1086825107-380
Wendefurth,72,PSPP,flexable_eom_storage,fixed_dispatch_strategy,72,80,0.82,0.88,0,1,30,30,0.28,0.28,0,battery_operator_361,way/157164284-220
Glems,68,PSPP,flexable_eom_storage,fixed_dispatch_strategy,68,90,0.84,0.89,0,1,30,30,0.28,0.28,0,battery_operator_362,way/30734324-380
Reisach - Rabenleite,84,PSPP,flexable_eom_storage,fixed_dispatch_strategy,84,100,0.85,0.9,0,1,30,30,0.28,0.28,0,battery_operator_363,way/29084374-380
Geesthacht,96,PSPP,flexable_eom_storage,fixed_dispatch_strategy,96,105,0.81,0.87,0,1,30,30,0.28,0.28,0,battery_operator_364,way/1089911133-380
Raknkhausen,140,PSPP,flexable_eom_storage,fixed_dispatch_strategy,140,140,0.85,0.9,0,1,30,30,0.28,0.28,0,battery_operator_365,way/132814303-220
Waldeck I,96,PSPP,flexable_eom_storage,fixed_dispatch_strategy,96,140,0.87,0.92,0,1,30,30,0.28,0.28,0,battery_operator_366,way/41072584-380
Hausern,104,PSPP,flexable_eom_storage,fixed_dispatch_strategy,104,144,0.82,0.88,0,1,30,30,0.28,0.28,0,battery_operator_367,way/31367940-380
Koepchenwerk Herdecke II,153,PSPP,flexable_eom_storage,fixed_dispatch_strategy,153,153,0.85,0.9,0,1,30,30,0.28,0.28,0,battery_operator_368,way/698870101-220
Happurg,126,PSPP,flexable_eom_storage,fixed_dispatch_strategy,126,160,0.83,0.89,0,1,30,30,0.28,0.28,0,battery_operator_369,way/954971276-220
Langenprozelten,154,PSPP,flexable_eom_storage,fixed_dispatch_strategy,154,168,0.85,0.9,0,1,30,30,0.28,0.28,0,battery_operator_370,DE169-220
Waldshut,80,PSPP,flexable_eom_storage,fixed_dispatch_strategy,80,176,0.79,0.86,0,1,30,30,0.28,0.28,0,battery_operator_371,way/31367940-220
Erzhausen,230,PSPP,flexable_eom_storage,fixed_dispatch_strategy,230,220,0.84,0.9,0,1,30,30,0.28,0.28,0,battery_operator_372,way/699048438-220
Witznau,128,PSPP,flexable_eom_storage,fixed_dispatch_strategy,128,220,0.77,0.84,0,1,30,30,0.28,0.28,0,battery_operator_373,way/31367940-380
Hohenwarte II,310,PSPP,flexable_eom_storage,fixed_dispatch_strategy,310,320,0.8,0.87,0,1,30,30,0.28,0.28,0,battery_operator_374,DE151-220
Sackingen,301,PSPP,flexable_eom_storage,fixed_dispatch_strategy,301,353,0.86,0.91,0,1,30,30,0.28,0.28,0,battery_operator_375,way/202865176-220
Waldeck II,476,PSPP,flexable_eom_storage,fixed_dispatch_strategy,476,440,0.87,0.92,0,1,30,30,0.28,0.28,0,battery_operator_376,way/41072584-380
Wehr,1000,PSPP,flexable_eom_storage,fixed_dispatch_strategy,1000,992,0.86,0.9,0,1,30,30,0.28,0.28,0,battery_operator_377,way/202865177-380
Markersbach,1140,PSPP,flexable_eom_storage,fixed_dispatch_strategy,1140,1050,0.84,0.89,0,1,30,30,0.28,0.28,0,battery_operator_378,way/166604822-380
Goldisthal,1140,PSPP,flexable_eom_storage,fixed_dispatch_strategy,1140,1060,0.88,0.92,0,1,30,30,0.28,0.28,0,battery_operator_379,way/25746125-380
