name,v_nom,carrier,x,y
370,220,AC,6.741376173,49.35749194
371,220,AC,6.749700094,49.36517637
372,220,AC,6.766015645,49.36007715
373,220,AC,12.15040162,49.01275181
374,220,AC,7.591359841,51.92844167
375,220,AC,8.451544373,49.00740291
376,380,AC,8.99620818,52.37958799
377,380,AC,9.562823374,48.70148982
378,380,AC,9.370845416,48.71912333
379,380,AC,9.377605776,48.81260686
380,220,AC,9.821583802,52.42485525
381,220,AC,9.076225436,49.36338696
382,380,AC,10.16029127,49.98919478
383,220,AC,10.19649157,50.0279724
384,380,AC,10.8431178,49.37869269
385,380,AC,9.090517549,49.97004137
386,220,AC,8.813994194,51.98343663
387,220,AC,8.932218439,52.19331243
388,220,AC,8.959044132,52.27849498
389,220,AC,9.594301589,49.79844273
390,380,AC,10.9729039,49.55850738
391,380,AC,8.954644121,50.08601573
392,220,AC,7.175904389,51.47557825
393,380,AC,10.23164155,48.52976228
394,380,AC,10.22245399,48.73675223
395,380,AC,9.645335033,47.74459611
396,380,AC,10.40158686,48.50992974
397,380,AC,8.809623309,50.20347481
398,380,AC,9.72460611,54.28827025
399,220,AC,9.097142209,48.82776184
400,220,AC,8.628864933,51.99363407
401,220,AC,10.0604081,54.34877082
402,220,AC,9.449636527,53.9672865
403,380,AC,8.258859948,47.63421162
404,380,AC,8.23209442,47.55614348
405,380,AC,7.752590557,47.53913302
406,220,AC,8.861525753,47.80643532
409,380,AC,9.215650143,48.85230532
410,380,AC,10.40128139,48.51460841
411,220,AC,8.737572689,51.70016927
412,220,AC,10.64146771,53.91916269
413,380,AC,8.673717289,49.29043939
414,220,AC,9.487895027,53.63655776
415,220,AC,9.491510793,53.65809828
416,380,AC,7.472266857,47.64661034
417,220,AC,13.44285419,48.43454636
418,220,AC,13.7106901,48.51930516
421,380,AC,9.091835297,49.29461887
422,220,AC,8.663783158,49.36008737
423,220,AC,7.958491273,47.57914832
424,220,AC,8.349126123,49.01305212
425,220,AC,10.42038956,52.16520043
426,220,AC,10.38847218,52.15136493
427,380,AC,8.306262651,49.01282584
428,380,AC,14.45988682,51.83327592
429,380,AC,6.216192971,50.9123618
430,380,AC,5.918527345,51.14842639
431,380,AC,6.214015399,50.94389986
432,220,AC,10.96625834,47.26953047
433,220,AC,11.27772104,47.49587267
434,220,AC,11.28694383,47.49286246
435,220,AC,13.50533684,52.47477885
436,380,AC,8.4654298,48.04352362
437,380,AC,8.53055555,47.91484818
438,220,AC,8.248729016,48.84631652
439,220,AC,8.249750457,48.84917737
440,220,AC,9.459677479,53.86465745
441,380,AC,11.47039412,50.93039023
442,380,AC,11.42990658,50.91144646
443,380,AC,7.254656882,53.02667163
444,380,AC,7.255017735,53.02671369
445,220,AC,7.371856394,52.19770665
446,220,AC,13.39982884,53.79444778
447,220,AC,13.39847083,53.79333188
448,380,AC,7.424745246,51.45925839
449,380,AC,7.123360468,51.44734439
450,380,AC,7.416707912,51.45705216
451,380,AC,7.416582614,51.46078236
452,380,AC,6.53175001,50.39005126
453,380,AC,6.533036531,50.39224278
454,380,AC,6.608792268,51.03467877
455,380,AC,6.808906247,51.26860759
456,380,AC,6.720331675,51.34412358
457,220,AC,7.139374734,51.56083139
458,380,AC,7.41946378,51.45751009
459,220,AC,7.19597933,51.41157531
460,220,AC,7.17920262,51.42182448
461,220,AC,7.324279583,51.62138747
462,220,AC,7.343713344,51.61310494
463,220,AC,6.522725489,51.32249547
464,220,AC,6.963305454,50.83376292
465,220,AC,6.929092691,50.84415297
466,220,AC,7.095826719,50.82687168
467,220,AC,7.09435791,50.82696709
468,220,AC,6.577290577,51.55639118
469,220,AC,6.650667414,51.55370227
470,380,AC,7.825990433,51.75006755
471,220,AC,6.928979054,50.84381695
472,380,AC,7.99395912,51.82309543
473,380,AC,7.834020743,51.75504035
474,220,AC,9.145176872,52.85324644
475,220,AC,9.137947926,52.84702699
476,220,AC,8.318889254,52.06603746
477,220,AC,8.334667751,52.07052004
478,380,AC,7.981878319,51.67665157
479,220,AC,9.923829837,51.89756176
480,220,AC,9.85241625,51.89876525
481,380,AC,9.413681221,52.02748289
482,220,AC,10.35521499,52.17581096
483,380,AC,10.70273189,47.8264598
484,380,AC,10.70374228,47.82641598
485,220,AC,10.19493344,47.97093688
486,220,AC,10.64128677,48.02745124
487,220,AC,10.64180254,48.02584927
488,380,AC,8.670099217,49.30920228
489,380,AC,9.228088745,51.81245337
490,380,AC,9.231870023,51.81011909
491,380,AC,10.23416297,48.52893204
492,220,AC,8.735135734,50.15919154
493,220,AC,8.872259639,50.12972532
494,220,AC,8.743260529,50.16233798
495,380,AC,9.332230166,54.72102276
2_220kV,220,AC,9.113210075,52.54385332
5_220kV,220,AC,10.36627494,52.28464675
10_220kV,220,AC,12.9416466,52.5621144
12_220kV,220,AC,13.70966971,52.53979526
13_220kV,220,AC,11.37042625,48.29149223
15_220kV,220,AC,11.86815629,48.20680292
18_220kV,220,AC,13.68347697,54.13909064
20_220kV,220,AC,9.98460982,53.74112878
22_220kV,220,AC,9.202104201,53.89515741
24_220kV,220,AC,9.72699197,54.29142099
26_220kV,220,AC,9.344001772,53.85177746
30_220kV,220,AC,9.501789668,53.54281437
32_220kV,220,AC,11.12285456,50.99890907
37_220kV,220,AC,11.63891276,52.26873468
42_220kV,220,AC,12.18698482,53.81577517
46_220kV,220,AC,13.52419873,52.53563427
52_220kV,220,AC,8.313340166,49.00904346
56_220kV,220,AC,8.623209675,49.35658225
61_220kV,220,AC,8.51888181,53.20263528
68_220kV,220,AC,8.77244296,49.97466867
69_220kV,220,AC,8.419371059,49.63373568
74_220kV,220,AC,13.90243469,51.87472352
78_220kV,220,AC,11.64637863,50.53487697
86_220kV,220,AC,7.308204301,52.47683539
87_220kV,220,AC,7.060306992,51.69647601
94_220kV,220,AC,8.307756897,52.34563564
95_220kV,220,AC,7.889576712,52.27739676
96_220kV,220,AC,7.317849944,52.46911149
99_220kV,220,AC,6.996476592,49.37540931
100_220kV,220,AC,6.47473977,49.9224693
104_220kV,220,AC,6.926758964,51.49920568
105_220kV,220,AC,6.680787989,51.64629594
106_220kV,220,AC,7.16721461,51.38990676
107_220kV,220,AC,7.125572911,51.44897726
117_220kV,220,AC,6.972577427,50.79569302
120_220kV,220,AC,7.863945714,50.76824191
123_220kV,220,AC,6.702203378,51.00886091
124_220kV,220,AC,6.612402315,51.03592426
125_220kV,220,AC,6.965684424,51.06932953
128_220kV,220,AC,7.44948529,50.40252766
129_220kV,220,AC,6.625827902,51.26060982
138_220kV,220,AC,7.006749879,51.59991142
143_220kV,220,AC,7.351357841,51.56836861
156_220kV,220,AC,6.842231151,50.85986472
157_220kV,220,AC,8.364229531,51.92712049
159_220kV,220,AC,8.054087354,53.33230269
160_220kV,220,AC,8.477910636,53.42848547
165_220kV,220,AC,7.708318489,51.67620331
184_220kV,220,AC,6.617381091,51.47579096
191_220kV,220,AC,6.715252597,51.52679087
195_220kV,220,AC,6.683106977,51.57564551
201_220kV,220,AC,9.251034251,53.11443231
220_220kV,220,AC,8.659372903,51.99961013
231_220kV,220,AC,7.958054023,47.59547226
232_220kV,220,AC,10.08375127,48.26886752
233_220kV,220,AC,9.885515098,48.30407436
236_220kV,220,AC,9.196756526,48.91296344
247_220kV,220,AC,10.36338423,47.73833681
248_220kV,220,AC,7.461500259,51.61461431
250_220kV,220,AC,7.71554342,51.67364307
251_220kV,220,AC,7.714594534,51.67309964
252_220kV,220,AC,7.712700934,51.67266366
261_220kV,220,AC,9.045434968,48.90296201
263_220kV,220,AC,9.810916892,47.1426453
264_220kV,220,AC,9.425512386,48.0643508
267_220kV,220,AC,6.801823657,51.12478806
272_220kV,220,AC,9.318195236,54.71604941
279_220kV,220,AC,12.81390991,50.85791851
281_220kV,220,AC,12.04498252,50.78125673
282_220kV,220,AC,12.5182221,51.15707259
292_220kV,220,AC,11.6441811,51.90851287
303_220kV,220,AC,9.387651257,51.64073353
307_220kV,220,AC,9.15135395,49.14338341
308_220kV,220,AC,10.187834,49.98121904
312_220kV,220,AC,10.11748669,48.89710534
315_220kV,220,AC,10.84086956,48.23803101
317_220kV,220,AC,10.87393576,47.24442393
322_220kV,220,AC,7.751862498,48.09640572
332_220kV,220,AC,13.10343464,48.66679296
334_220kV,220,AC,11.1937278,50.16221444
336_220kV,220,AC,11.81070255,50.18376553
338_220kV,220,AC,12.08225445,49.29744777
351_220kV,220,AC,11.50773055,48.76112399
353_220kV,220,AC,11.58137052,48.76489405
360_220kV,220,AC,6.773207838,49.29107421
362_220kV,220,AC,8.049363524,47.55088185
382_220kV,220,AC,10.16029127,49.98919478
384_220kV,220,AC,10.8431178,49.37869269
385_220kV,220,AC,9.090517549,49.97004137
391_220kV,220,AC,8.954644121,50.08601573
403_220kV,220,AC,8.258859948,47.63421162
404_220kV,220,AC,8.23209442,47.55614348
413_220kV,220,AC,8.673717289,49.29043939
421_220kV,220,AC,9.091835297,49.29461887
450_220kV,220,AC,7.416707912,51.45705216
458_220kV,220,AC,7.41946378,51.45751009
