name,technology,bidding_EOM,bidding_nodal,bidding_DAM,bidding_redispatch,fuel_type,emission_factor,max_power,min_power,efficiency,additional_cost,node,unit_operator,operating_type
Unit_1145,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,56.41379,0,1,0,410,operator_1145,Market
Unit_1146,hydro,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,61.6107234,0,1,0,410,operator_1146,Market
Unit_1147,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,276.9747977,0,1,0,410,operator_1147,Market
Unit_1148,wind onshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,28.09690425,0,1,0,410,operator_1148,Market
Unit_1149,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,28.10189366,0,1,0,411,operator_1149,Market
Unit_1150,hydro,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,2.48599281,0,1,0,411,operator_1150,Market
Unit_1151,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,431.1645865,0,1,0,411,operator_1151,Market
Unit_1152,wind onshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,1076.955096,0,1,0,411,operator_1152,Market
Unit_1153,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,28.78098501,0,1,0,412,operator_1153,Market
Unit_1154,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,211.1616638,0,1,0,412,operator_1154,Market
Unit_1155,wind onshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,782.2291107,0,1,0,412,operator_1155,Market
Unit_1156,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,37.40347708,0,1,0,417,operator_1156,Market
Unit_1157,hydro,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,308.2164775,0,1,0,417,operator_1157,Market
Unit_1158,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,693.759209,0,1,0,417,operator_1158,Market
Unit_1159,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,7.878329663,0,1,0,418,operator_1159,Market
Unit_1160,hydro,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,38.05794071,0,1,0,418,operator_1160,Market
Unit_1161,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,191.030315,0,1,0,418,operator_1161,Market
Unit_1162,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,20.54017785,0,1,0,422,operator_1162,Market
Unit_1163,hydro,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,14.88938303,0,1,0,422,operator_1163,Market
Unit_1164,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,437.2039712,0,1,0,422,operator_1164,Market
Unit_1165,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,8.560949444,0,1,0,425,operator_1165,Market
Unit_1166,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,83.31173575,0,1,0,425,operator_1166,Market
Unit_1167,wind onshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,194.9137492,0,1,0,425,operator_1167,Market
Unit_1168,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,16.15736162,0,1,0,426,operator_1168,Market
Unit_1169,hydro,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,3.231565176,0,1,0,426,operator_1169,Market
Unit_1170,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,95.43138378,0,1,0,426,operator_1170,Market
Unit_1171,wind onshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,50.57161449,0,1,0,426,operator_1171,Market
Unit_1172,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,18.01922625,0,1,0,428,operator_1172,Market
Unit_1173,hydro,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,3.333306713,0,1,0,428,operator_1173,Market
Unit_1174,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,630.9460596,0,1,0,428,operator_1174,Market
Unit_1175,wind onshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,276.615601,0,1,0,428,operator_1175,Market
Unit_1176,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,14.44942277,0,1,0,431,operator_1176,Market
Unit_1177,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,218.9235687,0,1,0,431,operator_1177,Market
Unit_1178,wind onshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,233.0960661,0,1,0,431,operator_1178,Market
Unit_1179,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,9.278872279,0,1,0,433,operator_1179,Market
Unit_1180,hydro,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,10.22196934,0,1,0,433,operator_1180,Market
Unit_1181,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,54.51121028,0,1,0,433,operator_1181,Market
Unit_1182,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,31.04101147,0,1,0,436,operator_1182,Market
Unit_1183,hydro,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,3.054182589,0,1,0,436,operator_1183,Market
Unit_1184,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,209.5106536,0,1,0,436,operator_1184,Market
Unit_1185,wind onshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,13.30515487,0,1,0,436,operator_1185,Market
Unit_1186,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,13.12324161,0,1,0,438,operator_1186,Market
Unit_1187,hydro,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,163.7164213,0,1,0,438,operator_1187,Market
Unit_1188,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,238.070501,0,1,0,438,operator_1188,Market
Unit_1189,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,27.06252166,0,1,0,441,operator_1189,Market
Unit_1190,hydro,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,7.1432526,0,1,0,441,operator_1190,Market
Unit_1191,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,200.608108,0,1,0,441,operator_1191,Market
Unit_1192,wind onshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,152.59618,0,1,0,441,operator_1192,Market
Unit_1193,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,7.741789753,0,1,0,442,operator_1193,Market
Unit_1194,hydro,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,1.452227524,0,1,0,442,operator_1194,Market
Unit_1195,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,176.4141697,0,1,0,442,operator_1195,Market
Unit_1196,wind onshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,90.40713538,0,1,0,442,operator_1196,Market
Unit_1197,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,17.01187463,0,1,0,453,operator_1197,Market
Unit_1198,hydro,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,2.104333426,0,1,0,453,operator_1198,Market
Unit_1199,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,220.9749965,0,1,0,453,operator_1199,Market
Unit_1200,wind onshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,279.7258144,0,1,0,453,operator_1200,Market
Unit_1201,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,107.4770213,0,1,0,455,operator_1201,Market
Unit_1202,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,66.34133586,0,1,0,455,operator_1202,Market
Unit_1203,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,47.48765521,0,1,0,466,operator_1203,Market
Unit_1204,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,3.443465689,0,1,0,470,operator_1204,Market
Unit_1205,hydro,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,1.819781102,0,1,0,470,operator_1205,Market
Unit_1206,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,78.86304436,0,1,0,470,operator_1206,Market
Unit_1207,wind onshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,53.03687596,0,1,0,470,operator_1207,Market
Unit_1208,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,44.61670933,0,1,0,472,operator_1208,Market
Unit_1209,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,358.1257359,0,1,0,472,operator_1209,Market
Unit_1210,wind onshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,325.7176009,0,1,0,472,operator_1210,Market
Unit_1211,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,28.76489912,0,1,0,474,operator_1211,Market
Unit_1212,hydro,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,5.597469486,0,1,0,474,operator_1212,Market
Unit_1213,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,107.5543445,0,1,0,474,operator_1213,Market
Unit_1214,wind onshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,198.169097,0,1,0,474,operator_1214,Market
Unit_1215,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,6.687458407,0,1,0,481,operator_1215,Market
Unit_1216,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,60.872471,0,1,0,481,operator_1216,Market
Unit_1217,wind onshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,43.96918062,0,1,0,481,operator_1217,Market
Unit_1218,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,1.046277717,0,1,0,482,operator_1218,Market
Unit_1219,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,48.10358987,0,1,0,482,operator_1219,Market
Unit_1220,wind onshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,155.8246048,0,1,0,482,operator_1220,Market
Unit_1221,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,39.59507102,0,1,0,483,operator_1221,Market
Unit_1222,hydro,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,114.4264099,0,1,0,483,operator_1222,Market
Unit_1223,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,396.423704,0,1,0,483,operator_1223,Market
Unit_1224,wind onshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,55.25043328,0,1,0,483,operator_1224,Market
Unit_1225,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,46.02359493,0,1,0,485,operator_1225,Market
Unit_1226,hydro,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,43.5156687,0,1,0,485,operator_1226,Market
Unit_1227,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,521.1760383,0,1,0,485,operator_1227,Market
Unit_1228,wind onshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,7.484699204,0,1,0,485,operator_1228,Market
Unit_1229,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,37.67440989,0,1,0,490,operator_1229,Market
Unit_1230,hydro,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,2.380294509,0,1,0,490,operator_1230,Market
Unit_1231,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,270.7288322,0,1,0,490,operator_1231,Market
Unit_1232,wind onshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,537.2005708,0,1,0,490,operator_1232,Market
Unit_1233,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,21.78796335,0,1,0,492,operator_1233,Market
Unit_1234,hydro,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,12.78231951,0,1,0,492,operator_1234,Market
Unit_1235,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,66.12878589,0,1,0,492,operator_1235,Market
Unit_1236,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,16.21181688,0,1,0,494,operator_1236,Market
Unit_1237,biomass,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,164.6962241,0,1,0,495,operator_1237,Market
Unit_1238,solar pv,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,577.1199424,0,1,0,495,operator_1238,Market
Unit_1239,wind onshore,naive_eom,naive_eom,flexable_eom_block,naive_redispatch,renewable,0,1158.134535,0,1,0,495,operator_1239,Market
