demand_north,demand_south
5711.2,5711.2
5641.6,5641.6
5532.0,5532.0
5435.2,5435.2
5319.6,5319.6
5254.8,5254.8
5168.4,5168.4
5135.2,5135.2
5015.6,5015.6
4968.4,4968.4
4931.2,4931.2
4886.0,4886.0
4848.0,4848.0
4821.6,4821.6
4782.4,4782.4
4742.8,4742.8
4706.8,4706.8
4672.0,4672.0
4660.4,4660.4
4645.6,4645.6
4669.2,4669.2
4656.8,4656.8
4638.0,4638.0
4625.6,4625.6
4668.8,4668.8
4697.6,4697.6
4728.8,4728.8
4770.8,4770.8
4889.6,4889.6
4936.0,4936.0
4951.2,4951.2
5044.4,5044.4
5303.2,5303.2
5466.0,5466.0
5614.8,5614.8
5738.4,5738.4
5924.8,5924.8
6037.2,6037.2
6167.2,6167.2
6275.6,6275.6
6357.6,6357.6
6402.4,6402.4
6472.8,6472.8
6537.6,6537.6
6523.6,6523.6
6564.8,6564.8
6628.4,6628.4
6708.0,6708.0
6745.6,6745.6
6766.8,6766.8
6831.6,6831.6
6867.2,6867.2
6880.4,6880.4
6904.4,6904.4
6963.6,6963.6
6974.8,6974.8
6875.2,6875.2
6841.6,6841.6
6856.0,6856.0
6879.6,6879.6
6839.2,6839.2
6824.8,6824.8
6801.2,6801.2
6759.2,6759.2
6720.8,6720.8
6709.6,6709.6
6684.8,6684.8
6662.0,6662.0
6656.4,6656.4
6616.0,6616.0
6553.6,6553.6
6506.4,6506.4
6487.2,6487.2
6452.8,6452.8
6407.6,6407.6
6418.0,6418.0
6458.0,6458.0
6384.4,6384.4
6426.4,6426.4
6413.2,6413.2
6382.4,6382.4
6333.6,6333.6
6341.2,6341.2
6344.4,6344.4
6286.8,6286.8
6258.4,6258.4
6243.2,6243.2
6213.2,6213.2
6140.8,6140.8
6077.6,6077.6
6041.2,6041.2
6021.6,6021.6
5959.6,5959.6
5961.2,5961.2
5942.4,5942.4
5893.2,5893.2
5822.4,5822.4
5735.6,5735.6
5629.6,5629.6
5554.0,5554.0
5418.4,5418.4
5339.2,5339.2
5230.4,5230.4
5130.4,5130.4
5002.4,5002.4
4933.2,4933.2
4894.8,4894.8
4837.6,4837.6
4787.6,4787.6
4754.0,4754.0
4721.2,4721.2
4691.2,4691.2
4692.4,4692.4
4662.8,4662.8
4638.4,4638.4
4624.4,4624.4
4653.6,4653.6
4638.0,4638.0
4623.2,4623.2
4638.0,4638.0
4688.8,4688.8
4724.8,4724.8
4750.8,4750.8
4822.8,4822.8
4910.0,4910.0
4972.0,4972.0
5012.8,5012.8
5128.0,5128.0
5399.2,5399.2
5580.4,5580.4
5688.0,5688.0
5786.8,5786.8
5970.8,5970.8
6066.0,6066.0
6162.4,6162.4
6270.0,6270.0
6392.0,6392.0
6446.4,6446.4
6495.2,6495.2
6572.8,6572.8
6582.0,6582.0
6642.8,6642.8
6717.6,6717.6
6772.8,6772.8
6792.4,6792.4
6802.4,6802.4
6842.8,6842.8
6898.4,6898.4
6896.8,6896.8
6926.0,6926.0
6947.6,6947.6
6938.0,6938.0
6851.6,6851.6
6825.2,6825.2
6814.0,6814.0
6801.6,6801.6
6751.2,6751.2
6712.0,6712.0
6694.8,6694.8
6638.0,6638.0
6621.2,6621.2
6614.8,6614.8
6575.2,6575.2
6546.0,6546.0
6515.6,6515.6
6492.4,6492.4
6477.2,6477.2
6425.2,6425.2
6426.0,6426.0
6423.2,6423.2
6414.4,6414.4
6409.6,6409.6
6424.8,6424.8
6401.2,6401.2
6397.6,6397.6
6378.4,6378.4
6365.6,6365.6
6315.2,6315.2
6282.0,6282.0
6247.2,6247.2
6222.4,6222.4
6174.0,6174.0
6137.2,6137.2
6078.4,6078.4
5986.4,5986.4
5906.8,5906.8
5834.4,5834.4
5792.0,5792.0
5725.6,5725.6
5705.2,5705.2
5696.4,5696.4
5644.8,5644.8
5607.6,5607.6
5568.8,5568.8
5455.2,5455.2
5358.4,5358.4
5228.4,5228.4
5134.0,5134.0
5017.6,5017.6
4958.8,4958.8
4840.8,4840.8
4772.4,4772.4
4711.6,4711.6
4652.4,4652.4
4558.8,4558.8
4512.0,4512.0
4474.8,4474.8
4406.4,4406.4
4398.0,4398.0
4345.2,4345.2
4354.8,4354.8
4349.6,4349.6
4336.0,4336.0
4331.2,4331.2
4292.8,4292.8
4290.4,4290.4
4289.2,4289.2
4247.6,4247.6
4220.0,4220.0
4233.2,4233.2
4266.4,4266.4
4267.2,4267.2
4251.6,4251.6
4280.4,4280.4
4370.0,4370.0
4406.0,4406.0
4450.0,4450.0
4482.4,4482.4
4582.4,4582.4
4677.6,4677.6
4753.2,4753.2
4854.0,4854.0
4949.2,4949.2
5048.4,5048.4
5143.6,5143.6
5240.0,5240.0
5318.8,5318.8
5383.6,5383.6
5473.6,5473.6
5527.2,5527.2
5571.6,5571.6
5610.0,5610.0
5639.2,5639.2
5674.4,5674.4
5741.2,5741.2
5781.2,5781.2
5795.2,5795.2
5807.6,5807.6
5790.0,5790.0
5768.8,5768.8
5751.6,5751.6
5738.8,5738.8
5652.4,5652.4
5606.4,5606.4
5574.0,5574.0
5541.2,5541.2
5519.6,5519.6
5504.8,5504.8
5498.4,5498.4
5474.4,5474.4
5432.4,5432.4
5415.2,5415.2
5396.0,5396.0
5358.4,5358.4
5341.2,5341.2
5339.2,5339.2
5331.2,5331.2
5326.4,5326.4
5342.0,5342.0
5353.2,5353.2
5380.0,5380.0
5347.2,5347.2
5348.0,5348.0
5330.0,5330.0
5322.8,5322.8
5304.4,5304.4
5291.6,5291.6
5246.0,5246.0
5210.8,5210.8
5183.6,5183.6
5132.8,5132.8
5038.4,5038.4
4998.0,4998.0
4943.6,4943.6
4911.6,4911.6
4942.4,4942.4
4922.4,4922.4
4933.6,4933.6
4893.6,4893.6
4850.4,4850.4
4768.8,4768.8
4709.6,4709.6
4602.4,4602.4
4546.4,4546.4
4500.4,4500.4
4423.2,4423.2
4329.2,4329.2
4251.6,4251.6
4226.4,4226.4
4190.8,4190.8
4121.6,4121.6
4082.8,4082.8
4047.2,4047.2
4010.8,4010.8
4005.6,4005.6
3994.0,3994.0
3972.8,3972.8
3959.2,3959.2
3939.2,3939.2
3935.2,3935.2
3905.2,3905.2
3900.4,3900.4
3916.8,3916.8
3920.0,3920.0
3915.2,3915.2
3790.0,3790.0
3896.0,3896.0
3876.0,3876.0
3865.6,3865.6
3875.6,3875.6
3877.2,3877.2
3904.8,3904.8
3924.4,3924.4
3960.8,3960.8
4024.8,4024.8
4039.6,4039.6
4092.0,4092.0
4156.4,4156.4
4288.8,4288.8
4352.8,4352.8
4428.8,4428.8
4486.4,4486.4
4574.0,4574.0
4619.2,4619.2
4673.2,4673.2
4730.0,4730.0
4813.6,4813.6
4838.0,4838.0
4900.4,4900.4
4949.6,4949.6
5001.6,5001.6
5043.2,5043.2
5079.2,5079.2
5110.4,5110.4
5102.8,5102.8
5079.6,5079.6
5044.4,5044.4
5034.4,5034.4
5013.2,5013.2
4977.6,4977.6
4955.2,4955.2
4917.2,4917.2
4879.2,4879.2
4874.4,4874.4
4843.2,4843.2
4815.6,4815.6
4842.0,4842.0
4807.2,4807.2
4767.6,4767.6
4747.6,4747.6
4765.6,4765.6
4748.0,4748.0
4744.8,4744.8
4777.6,4777.6
4819.6,4819.6
4835.6,4835.6
4862.0,4862.0
4884.8,4884.8
4915.2,4915.2
4923.6,4923.6
4932.8,4932.8
4932.0,4932.0
4978.8,4978.8
4970.8,4970.8
4954.0,4954.0
4922.4,4922.4
4902.0,4902.0
4864.8,4864.8
4835.6,4835.6
4800.8,4800.8
4833.2,4833.2
4855.6,4855.6
4898.0,4898.0
4896.0,4896.0
4882.8,4882.8
4827.2,4827.2
4748.0,4748.0
4697.2,4697.2
4590.8,4590.8
4519.6,4519.6
4468.8,4468.8
4425.2,4425.2
4286.4,4286.4
4236.8,4236.8
4179.6,4179.6
4160.0,4160.0
4131.2,4131.2
4112.4,4112.4
4106.0,4106.0
4097.6,4097.6
4087.6,4087.6
4079.6,4079.6
4060.4,4060.4
4078.0,4078.0
4060.0,4060.0
4050.8,4050.8
4060.0,4060.0
4066.4,4066.4
4124.8,4124.8
4145.6,4145.6
4180.8,4180.8
4236.8,4236.8
4379.6,4379.6
4466.4,4466.4
4507.6,4507.6
4651.2,4651.2
5009.2,5009.2
5214.0,5214.0
5362.4,5362.4
5514.0,5514.0
5710.8,5710.8
5832.4,5832.4
5945.2,5945.2
6054.0,6054.0
6167.2,6167.2
6236.4,6236.4
6283.6,6283.6
6322.0,6322.0
6308.8,6308.8
6338.0,6338.0
6396.0,6396.0
6510.0,6510.0
6550.4,6550.4
6570.4,6570.4
6587.6,6587.6
6642.0,6642.0
6641.6,6641.6
6677.6,6677.6
6674.0,6674.0
6691.6,6691.6
6656.0,6656.0
6627.6,6627.6
6594.4,6594.4
6598.4,6598.4
6568.4,6568.4
6548.4,6548.4
6512.8,6512.8
6469.6,6469.6
6438.0,6438.0
6413.6,6413.6
6393.6,6393.6
6378.0,6378.0
6384.4,6384.4
6370.4,6370.4
6306.8,6306.8
6251.6,6251.6
6238.0,6238.0
6205.6,6205.6
6184.4,6184.4
6151.6,6151.6
6169.2,6169.2
6162.0,6162.0
6172.0,6172.0
6164.8,6164.8
6122.8,6122.8
6095.2,6095.2
6089.2,6089.2
6081.6,6081.6
6044.8,6044.8
6013.2,6013.2
5982.4,5982.4
5946.4,5946.4
5857.2,5857.2
5784.4,5784.4
5718.8,5718.8
5672.8,5672.8
5630.4,5630.4
5605.2,5605.2
5593.6,5593.6
5553.6,5553.6
5482.8,5482.8
5400.4,5400.4
5288.4,5288.4
5191.6,5191.6
5058.4,5058.4
4957.2,4957.2
4905.2,4905.2
4832.0,4832.0
4701.2,4701.2
4645.6,4645.6
4589.6,4589.6
4546.8,4546.8
4507.6,4507.6
4470.0,4470.0
4464.0,4464.0
4444.4,4444.4
4404.8,4404.8
4387.2,4387.2
4375.2,4375.2
4372.4,4372.4
4360.0,4360.0
4358.0,4358.0
4374.0,4374.0
4381.6,4381.6
4416.8,4416.8
4464.8,4464.8
4502.0,4502.0
4560.8,4560.8
4657.2,4657.2
4696.8,4696.8
4779.6,4779.6
4886.0,4886.0
5149.6,5149.6
5306.8,5306.8
5455.6,5455.6
5581.6,5581.6
5761.2,5761.2
5887.2,5887.2
6006.0,6006.0
6084.0,6084.0
6170.0,6170.0
6243.6,6243.6
6298.4,6298.4
6340.0,6340.0
6361.2,6361.2
6409.6,6409.6
6482.4,6482.4
6536.4,6536.4
6562.0,6562.0
6599.6,6599.6
6662.8,6662.8
6703.2,6703.2
6733.6,6733.6
6776.4,6776.4
6780.8,6780.8
6815.2,6815.2
6748.0,6748.0
6716.4,6716.4
6718.4,6718.4
6729.6,6729.6
6691.2,6691.2
6678.8,6678.8
6686.0,6686.0
6645.6,6645.6
6619.2,6619.2
6633.6,6633.6
6578.4,6578.4
6577.6,6577.6
6557.2,6557.2
6524.0,6524.0
6465.2,6465.2
6445.2,6445.2
6462.0,6462.0
6429.2,6429.2
6399.2,6399.2
6354.8,6354.8
6334.4,6334.4
6320.0,6320.0
6345.2,6345.2
6336.0,6336.0
6334.4,6334.4
6332.4,6332.4
6304.8,6304.8
6284.4,6284.4
6240.8,6240.8
6198.0,6198.0
6158.8,6158.8
6128.0,6128.0
6038.8,6038.8
5950.0,5950.0
5891.6,5891.6
5845.2,5845.2
5810.8,5810.8
5800.4,5800.4
5782.0,5782.0
5727.6,5727.6
5639.2,5639.2
5531.6,5531.6
5418.4,5418.4
5312.8,5312.8
5210.4,5210.4
5094.4,5094.4
4989.2,4989.2
4892.0,4892.0
4812.8,4812.8
4761.6,4761.6
4710.4,4710.4
4662.4,4662.4
4626.8,4626.8
4575.2,4575.2
4562.8,4562.8
4521.2,4521.2
4494.4,4494.4
4472.0,4472.0
4464.4,4464.4
4466.8,4466.8
4468.4,4468.4
4441.2,4441.2
4444.0,4444.0
4464.4,4464.4
4496.8,4496.8
4522.4,4522.4
4563.6,4563.6
4627.2,4627.2
4723.6,4723.6
4792.0,4792.0
4890.0,4890.0
5016.0,5016.0
5287.6,5287.6
5472.8,5472.8
5606.0,5606.0
5742.8,5742.8
5918.4,5918.4
6018.4,6018.4
6150.0,6150.0
6247.6,6247.6
6311.6,6311.6
6340.4,6340.4
6376.0,6376.0
6400.8,6400.8
6371.2,6371.2
6402.8,6402.8
6450.0,6450.0
6490.4,6490.4
6542.8,6542.8
6589.2,6589.2
6633.2,6633.2
6662.8,6662.8
6720.4,6720.4
6789.6,6789.6
6778.4,6778.4
6787.6,6787.6
6696.8,6696.8
6667.6,6667.6
6643.6,6643.6
6652.4,6652.4
6618.0,6618.0
6593.2,6593.2
6524.8,6524.8
6487.2,6487.2
6471.2,6471.2
6465.2,6465.2
6454.8,6454.8
6446.4,6446.4
6448.4,6448.4
6422.8,6422.8
6340.0,6340.0
6328.0,6328.0
6296.0,6296.0
6265.6,6265.6
6250.0,6250.0
6216.0,6216.0
6200.0,6200.0
6193.2,6193.2
6194.8,6194.8
6230.4,6230.4
6186.8,6186.8
6195.6,6195.6
6183.6,6183.6
6176.4,6176.4
6130.0,6130.0
6067.2,6067.2
6029.2,6029.2
6006.4,6006.4
5918.8,5918.8
5826.0,5826.0
5763.6,5763.6
5708.4,5708.4
5648.4,5648.4
5659.6,5659.6
5635.6,5635.6
5580.8,5580.8
5477.6,5477.6
5382.0,5382.0
5268.4,5268.4
5153.6,5153.6
5040.8,5040.8
4942.8,4942.8
4862.4,4862.4
4770.4,4770.4
4692.0,4692.0
4630.8,4630.8
4562.4,4562.4
4520.8,4520.8
4470.8,4470.8
4432.8,4432.8
4438.0,4438.0
4437.2,4437.2
4402.0,4402.0
4381.2,4381.2
4360.0,4360.0
4360.8,4360.8
4355.2,4355.2
4352.8,4352.8
4361.6,4361.6
4382.0,4382.0
4436.8,4436.8
4456.4,4456.4
4484.0,4484.0
4526.0,4526.0
4621.6,4621.6
4692.0,4692.0
4786.8,4786.8
4871.6,4871.6
5122.4,5122.4
5270.8,5270.8
5402.0,5402.0
5546.8,5546.8
5692.0,5692.0
5808.4,5808.4
5906.4,5906.4
5995.2,5995.2
6058.4,6058.4
6110.8,6110.8
6178.8,6178.8
6235.2,6235.2
6216.0,6216.0
6252.4,6252.4
6340.8,6340.8
6401.6,6401.6
6405.2,6405.2
6449.6,6449.6
6509.6,6509.6
6526.0,6526.0
6521.2,6521.2
6535.2,6535.2
6590.4,6590.4
6595.6,6595.6
6528.4,6528.4
6514.8,6514.8
6510.8,6510.8
6509.6,6509.6
6482.0,6482.0
6460.8,6460.8
6440.8,6440.8
6399.2,6399.2
6376.4,6376.4
6371.6,6371.6
6336.8,6336.8
6358.0,6358.0
6328.4,6328.4
6250.8,6250.8
6195.6,6195.6
6173.6,6173.6
6164.8,6164.8
6128.0,6128.0
6074.4,6074.4
6046.4,6046.4
6056.0,6056.0
6050.8,6050.8
6022.8,6022.8
6035.2,6035.2
6042.8,6042.8
6017.2,6017.2
5976.4,5976.4
5976.0,5976.0
5971.2,5971.2
5892.0,5892.0
5853.6,5853.6
5815.2,5815.2
5752.0,5752.0
5659.2,5659.2
5612.4,5612.4
5584.0,5584.0
5529.2,5529.2
5516.0,5516.0
5493.2,5493.2
5462.8,5462.8
5379.6,5379.6
5284.8,5284.8
5181.6,5181.6
5105.6,5105.6
4973.2,4973.2
4879.2,4879.2
4798.4,4798.4
4716.0,4716.0
4650.0,4650.0
4586.0,4586.0
4537.6,4537.6
4483.2,4483.2
4442.4,4442.4
4391.6,4391.6
4368.8,4368.8
4338.0,4338.0
4278.4,4278.4
4296.4,4296.4
4282.4,4282.4
4302.8,4302.8
4296.0,4296.0
4306.4,4306.4
4307.6,4307.6
4310.8,4310.8
4360.8,4360.8
4378.0,4378.0
4406.8,4406.8
4450.4,4450.4
4572.4,4572.4
4649.2,4649.2
4698.8,4698.8
4799.6,4799.6
5053.2,5053.2
5204.8,5204.8
5356.8,5356.8
5495.2,5495.2
5678.4,5678.4
5770.4,5770.4
5877.2,5877.2
5969.2,5969.2
6083.6,6083.6
6143.2,6143.2
6183.6,6183.6
6221.2,6221.2
6226.0,6226.0
6269.6,6269.6
6312.8,6312.8
6373.2,6373.2
6392.0,6392.0
6435.6,6435.6
6482.4,6482.4
6504.8,6504.8
6508.4,6508.4
6536.4,6536.4
6556.0,6556.0
6548.8,6548.8
6488.0,6488.0
6443.6,6443.6
6422.8,6422.8
6383.2,6383.2
6342.0,6342.0
6312.4,6312.4
6259.6,6259.6
6206.0,6206.0
6187.2,6187.2
6172.4,6172.4
6144.0,6144.0
6104.0,6104.0
6138.0,6138.0
6072.8,6072.8
6030.8,6030.8
5997.2,5997.2
5969.2,5969.2
5965.2,5965.2
5947.2,5947.2
5929.6,5929.6
5984.4,5984.4
5969.2,5969.2
5952.0,5952.0
5925.6,5925.6
5908.8,5908.8
5871.6,5871.6
5838.4,5838.4
5823.2,5823.2
5768.8,5768.8
5711.2,5711.2
5662.4,5662.4
5627.2,5627.2
5556.0,5556.0
5474.4,5474.4
5423.2,5423.2
5360.4,5360.4
5309.6,5309.6
5303.6,5303.6
5264.4,5264.4
5200.4,5200.4
5119.6,5119.6
5032.8,5032.8
4907.2,4907.2
4822.8,4822.8
4718.0,4718.0
4638.4,4638.4
4571.6,4571.6
4508.4,4508.4
4366.4,4366.4
4328.8,4328.8
4276.4,4276.4
4240.4,4240.4
4202.0,4202.0
4175.2,4175.2
4145.2,4145.2
4090.8,4090.8
4055.6,4055.6
4026.0,4026.0
3981.6,3981.6
3967.2,3967.2
3967.2,3967.2
3991.6,3991.6
3971.2,3971.2
3963.6,3963.6
3975.6,3975.6
3971.6,3971.6
3973.6,3973.6
3967.2,3967.2
3986.0,3986.0
4010.0,4010.0
4017.2,4017.2
4016.0,4016.0
4083.6,4083.6
4107.6,4107.6
4169.2,4169.2
4238.4,4238.4
4347.6,4347.6
4427.6,4427.6
4513.6,4513.6
4610.8,4610.8
4721.2,4721.2
4786.8,4786.8
4861.6,4861.6
4957.2,4957.2
5017.6,5017.6
5063.6,5063.6
5141.6,5141.6
5220.4,5220.4
5264.8,5264.8
5312.8,5312.8
5338.4,5338.4
5356.8,5356.8
5359.6,5359.6
5384.0,5384.0
5431.2,5431.2
5408.8,5408.8
5383.2,5383.2
5371.2,5371.2
5318.8,5318.8
5311.2,5311.2
5252.0,5252.0
5243.2,5243.2
5202.0,5202.0
5142.4,5142.4
5091.2,5091.2
5052.0,5052.0
5026.8,5026.8
5000.0,5000.0
5000.8,5000.8
4988.0,4988.0
4956.4,4956.4
4935.6,4935.6
4936.4,4936.4
4932.0,4932.0
4927.2,4927.2
4928.4,4928.4
4960.0,4960.0
4971.2,4971.2
4975.2,4975.2
4986.4,4986.4
4970.0,4970.0
4962.0,4962.0
4920.8,4920.8
4910.4,4910.4
4923.6,4923.6
4856.0,4856.0
4824.4,4824.4
4790.8,4790.8
4739.2,4739.2
4655.2,4655.2
4615.2,4615.2
4594.0,4594.0
4578.0,4578.0
4608.8,4608.8
4601.6,4601.6
4562.4,4562.4
4517.6,4517.6
4448.8,4448.8
4400.0,4400.0
4340.8,4340.8
4243.6,4243.6
4162.0,4162.0
4105.2,4105.2
4050.8,4050.8
3963.6,3963.6
3911.6,3911.6
3873.2,3873.2
3838.8,3838.8
3817.2,3817.2
3796.0,3796.0
3767.2,3767.2
3736.8,3736.8
3700.4,3700.4
3666.8,3666.8
3673.2,3673.2
3666.0,3666.0
3665.6,3665.6
3645.6,3645.6
3639.2,3639.2
3626.8,3626.8
3626.8,3626.8
3634.0,3634.0
3633.6,3633.6
3640.0,3640.0
3667.2,3667.2
3644.0,3644.0
3666.8,3666.8
3629.6,3629.6
3672.0,3672.0
3668.8,3668.8
3686.0,3686.0
3716.0,3716.0
3786.8,3786.8
3840.8,3840.8
3901.2,3901.2
3973.6,3973.6
4076.0,4076.0
4146.4,4146.4
4192.4,4192.4
4298.8,4298.8
4366.8,4366.8
4432.8,4432.8
4492.4,4492.4
4566.8,4566.8
4586.0,4586.0
4637.2,4637.2
4707.2,4707.2
4767.2,4767.2
4816.8,4816.8
4880.0,4880.0
4901.2,4901.2
4913.6,4913.6
4862.4,4862.4
4833.6,4833.6
4773.2,4773.2
4763.6,4763.6
4756.4,4756.4
4708.0,4708.0
4686.0,4686.0
4664.0,4664.0
4650.8,4650.8
4624.4,4624.4
4604.8,4604.8
4592.8,4592.8
4584.0,4584.0
4566.8,4566.8
4527.2,4527.2
4525.2,4525.2
4538.8,4538.8
4532.4,4532.4
4524.0,4524.0
4520.0,4520.0
4559.6,4559.6
4562.8,4562.8
4549.2,4549.2
4568.4,4568.4
4616.8,4616.8
4609.6,4609.6
4611.2,4611.2
4609.6,4609.6
4616.8,4616.8
4567.6,4567.6
4559.6,4559.6
4545.2,4545.2
4547.2,4547.2
4513.2,4513.2
4521.2,4521.2
4498.4,4498.4
4513.6,4513.6
4559.2,4559.2
4569.2,4569.2
4548.0,4548.0
4543.2,4543.2
4482.0,4482.0
4399.2,4399.2
4327.2,4327.2
4225.6,4225.6
4153.6,4153.6
4087.6,4087.6
4031.6,4031.6
3979.6,3979.6
3964.0,3964.0
3970.8,3970.8
3929.6,3929.6
3902.8,3902.8
3886.4,3886.4
3835.6,3835.6
3804.4,3804.4
3768.0,3768.0
3748.0,3748.0
3760.8,3760.8
3747.2,3747.2
3760.4,3760.4
3758.8,3758.8
3765.2,3765.2
3772.0,3772.0
3835.6,3835.6
3871.6,3871.6
3895.6,3895.6
3961.2,3961.2
4136.4,4136.4
4209.6,4209.6
4296.4,4296.4
4431.6,4431.6
4747.2,4747.2
4926.4,4926.4
5068.4,5068.4
5194.8,5194.8
5352.0,5352.0
5450.8,5450.8
5582.0,5582.0
5712.8,5712.8
5848.8,5848.8
5895.6,5895.6
5959.2,5959.2
6022.0,6022.0
6036.0,6036.0
6081.6,6081.6
6122.4,6122.4
6167.6,6167.6
6207.6,6207.6
6234.4,6234.4
6299.6,6299.6
6312.8,6312.8
6367.2,6367.2
6414.4,6414.4
6452.0,6452.0
6470.4,6470.4
6418.4,6418.4
6363.2,6363.2
6305.2,6305.2
6280.0,6280.0
6304.4,6304.4
6309.6,6309.6
6281.6,6281.6
6250.8,6250.8
6217.6,6217.6
6237.6,6237.6
6232.8,6232.8
6202.8,6202.8
6201.2,6201.2
6140.8,6140.8
6120.8,6120.8
6080.8,6080.8
6043.2,6043.2
6022.4,6022.4
5965.6,5965.6
5965.2,5965.2
5974.8,5974.8
5974.8,5974.8
5981.2,5981.2
5965.2,5965.2
5944.8,5944.8
5916.0,5916.0
5920.0,5920.0
5891.6,5891.6
5870.0,5870.0
5825.6,5825.6
5819.2,5819.2
5785.2,5785.2
5682.4,5682.4
5599.6,5599.6
5562.4,5562.4
5538.8,5538.8
5485.2,5485.2
5465.6,5465.6
5430.0,5430.0
5348.8,5348.8
5240.4,5240.4
5146.0,5146.0
5019.6,5019.6
4935.6,4935.6
4822.4,4822.4
4744.4,4744.4
4679.6,4679.6
4616.8,4616.8
4572.8,4572.8
4526.0,4526.0
4495.2,4495.2
4456.4,4456.4
4354.4,4354.4
4332.0,4332.0
4316.4,4316.4
4282.4,4282.4
4226.4,4226.4
4247.6,4247.6
4227.2,4227.2
4230.8,4230.8
4227.2,4227.2
4227.2,4227.2
4202.8,4202.8
4213.2,4213.2
4282.8,4282.8
4316.4,4316.4
4344.0,4344.0
4380.0,4380.0
4499.2,4499.2
4578.4,4578.4
4636.4,4636.4
4741.6,4741.6
5031.2,5031.2
5199.2,5199.2
5325.6,5325.6
5442.4,5442.4
5626.4,5626.4
5752.8,5752.8
5855.2,5855.2
5980.0,5980.0
6066.4,6066.4
6121.2,6121.2
6166.0,6166.0
6247.2,6247.2
6249.2,6249.2
6306.0,6306.0
6351.6,6351.6
6409.2,6409.2
6425.2,6425.2
6483.2,6483.2
6548.4,6548.4
6580.0,6580.0
6617.2,6617.2
6652.4,6652.4
6700.8,6700.8
6703.6,6703.6
6594.8,6594.8
6578.4,6578.4
6569.2,6569.2
6576.8,6576.8
6540.8,6540.8
6521.6,6521.6
6467.6,6467.6
6430.4,6430.4
6430.4,6430.4
6422.4,6422.4
6398.4,6398.4
6368.0,6368.0
6323.6,6323.6
6283.2,6283.2
6234.4,6234.4
6157.2,6157.2
6131.2,6131.2
6094.0,6094.0
6090.0,6090.0
6098.4,6098.4
6133.2,6133.2
6140.4,6140.4
6130.0,6130.0
6129.2,6129.2
6102.4,6102.4
6055.6,6055.6
6030.0,6030.0
6000.0,6000.0
5956.8,5956.8
5866.0,5866.0
5812.4,5812.4
5772.8,5772.8
5689.6,5689.6
5616.4,5616.4
5586.0,5586.0
5572.0,5572.0
5543.2,5543.2
5541.2,5541.2
5501.6,5501.6
5412.4,5412.4
5277.6,5277.6
5170.0,5170.0
5081.2,5081.2
4998.4,4998.4
4844.4,4844.4
4749.2,4749.2
4716.0,4716.0
4678.0,4678.0
4543.6,4543.6
4482.4,4482.4
4442.0,4442.0
4422.0,4422.0
4349.2,4349.2
4306.8,4306.8
4274.8,4274.8
4256.8,4256.8
4230.4,4230.4
4214.0,4214.0
4255.2,4255.2
4270.4,4270.4
4264.8,4264.8
4248.8,4248.8
4288.8,4288.8
4317.6,4317.6
4360.8,4360.8
4368.0,4368.0
4409.6,4409.6
4494.4,4494.4
4608.8,4608.8
4654.0,4654.0
4696.8,4696.8
4810.0,4810.0
5094.8,5094.8
5263.2,5263.2
5378.4,5378.4
5509.2,5509.2
5686.8,5686.8
5816.0,5816.0
5902.4,5902.4
5962.8,5962.8
6080.8,6080.8
6141.2,6141.2
6178.8,6178.8
6226.0,6226.0
6244.0,6244.0
6286.0,6286.0
6342.4,6342.4
6394.4,6394.4
6416.0,6416.0
6476.8,6476.8
6536.4,6536.4
6607.6,6607.6
6620.4,6620.4
6655.6,6655.6
6674.0,6674.0
6660.8,6660.8
6616.0,6616.0
6599.6,6599.6
6568.4,6568.4
6568.0,6568.0
6574.0,6574.0
6558.8,6558.8
6520.0,6520.0
6478.4,6478.4
6448.8,6448.8
6426.8,6426.8
6367.2,6367.2
6332.8,6332.8
6314.0,6314.0
6265.2,6265.2
6235.6,6235.6
6189.6,6189.6
6154.0,6154.0
6132.8,6132.8
6118.0,6118.0
6123.2,6123.2
6151.6,6151.6
6136.0,6136.0
6114.8,6114.8
6093.6,6093.6
6082.8,6082.8
6045.2,6045.2
6052.8,6052.8
6044.8,6044.8
6017.2,6017.2
5954.8,5954.8
5911.2,5911.2
5863.6,5863.6
5743.6,5743.6
5760.0,5760.0
5693.6,5693.6
5672.4,5672.4
5632.4,5632.4
5628.4,5628.4
5552.4,5552.4
5473.2,5473.2
5356.8,5356.8
5252.4,5252.4
5154.4,5154.4
5076.8,5076.8
4933.6,4933.6
4860.4,4860.4
4828.8,4828.8
4743.6,4743.6
4638.4,4638.4
4577.2,4577.2
4508.4,4508.4
4474.0,4474.0
4416.8,4416.8
4393.6,4393.6
4356.0,4356.0
4345.2,4345.2
4307.6,4307.6
4302.0,4302.0
4299.2,4299.2
4332.8,4332.8
4316.4,4316.4
4303.2,4303.2
4347.6,4347.6
4362.4,4362.4
4383.2,4383.2
4404.4,4404.4
4442.8,4442.8
4504.0,4504.0
4656.8,4656.8
4727.2,4727.2
4778.8,4778.8
4870.0,4870.0
5131.6,5131.6
5257.6,5257.6
5381.2,5381.2
5505.6,5505.6
5692.0,5692.0
5803.6,5803.6
5895.6,5895.6
6000.8,6000.8
6089.2,6089.2
6181.6,6181.6
6237.2,6237.2
6289.2,6289.2
6258.0,6258.0
6315.6,6315.6
6410.4,6410.4
6456.8,6456.8
6465.2,6465.2
6482.0,6482.0
6556.0,6556.0
6603.6,6603.6
6632.0,6632.0
6660.8,6660.8
6750.0,6750.0
